line_item_id,district_esh_id,district_name,ben,free_and_reduced,service_provider_name,providers_typical_category,postal_cd,highest_connect_type,num_of_services,bandwidth_in_mbps,num_students,connect_category,cost_per_line,frn_complete
356939,884340,WATERTOWN SCHOOL DISTRICT,122598,623,The Southern New England Telephone Comapny,Fiber,CT,Fiber,7,5.0,3024,Fiber,3000.0,2859467-1
366545,895460,MEADOWS VALLEY DISTRICT,142736,76,"ENA Services, LLC",Fiber,ID,Fiber,1,20.0,154,Fiber,11400.0,2868342-1
366756,901111,EAST ST LOUIS SD 189,136412,6377,"Charter Fiberlink - Illinois, LLC",Fiber,IL,Fiber,16,1000.0,6598,Fiber,13444.56,2775777-1
366809,901111,EAST ST LOUIS SD 189,136412,6377,"Charter Fiberlink - Illinois, LLC",Fiber,IL,Fiber,16,1000.0,6598,Fiber,13444.56,2775807-1
366810,901111,EAST ST LOUIS SD 189,136412,6377,"Charter Fiberlink - Illinois, LLC",Fiber,IL,Fiber,16,200.0,6598,Fiber,10224.0,2775833-1
369328,900987,CAHOKIA CUSD 187,136415,2899,"Charter Fiberlink - Illinois, LLC",Fiber,IL,Fiber,22,50.0,4007,Fiber,1786.6666666666667,2832375-3
369329,900987,CAHOKIA CUSD 187,136415,2899,"Charter Fiberlink - Illinois, LLC",Fiber,IL,Fiber,22,1000.0,4007,Fiber,3252.8914285714286,2832375-2
369705,900987,CAHOKIA CUSD 187,136415,2899,"Charter Fiberlink - Illinois, LLC",Fiber,IL,Fiber,22,10000.0,4007,Fiber,16620.0,2832375-1
370067,901231,HAWTHORN CCSD 73,135297,976,Comcast Business Communications,Fiber,IL,Fiber,2,1000.0,3999,Fiber,87234.84,2831289-1
370068,901231,HAWTHORN CCSD 73,135297,976,"Comcast Phone, LLC",Fiber,IL,Fiber,2,100.0,3999,Fiber,12649.08,2831327-1
370068,901231,HAWTHORN CCSD 73,135297,976,"Comcast Phone, LLC",Fiber,IL,Fiber,2,100.0,3999,Fiber,12649.08,2831327-1
370270,901098,DWIGHT TWP HSD 230,135521,59,"MCC Telephony, LLC",Fiber,IL,Fiber,2,22.0,290,Fiber,13200.0,2836432-1
370320,900987,CAHOKIA CUSD 187,136415,2899,"Windstream Communications, LLC",Fiber,IL,Fiber,22,1000.0,4007,Fiber,9997.167272727273,2832417-1
370321,900987,CAHOKIA CUSD 187,136415,2899,"Windstream Communications, LLC",Fiber,IL,Fiber,22,200.0,4007,Fiber,21600.0,2832417-2
370914,901643,SALT CREEK SD 48,135460,158,Comcast Business Communications,Fiber,IL,Fiber,4,100.0,471,Fiber,38544.0,2846525-1
370915,901643,SALT CREEK SD 48,135460,158,Comcast Business Communications,Fiber,IL,Fiber,4,100.0,471,Fiber,21600.0,2846525-2
370916,901643,SALT CREEK SD 48,135460,158,Comcast Business Communications,Fiber,IL,Fiber,4,50.0,471,Fiber,11328.0,2846525-3
371532,901848,STERLING CUSD 5,135911,1930,"SYNDEO NETWORKS, INC.",Fiber,IL,Fiber,9,400.0,3449,Fiber,14399.88,2854001-1
372666,901383,MANNHEIM SD 83,135388,2205,AT&T Corp.,Fiber,IL,Fiber,7,2000.0,2678,Fiber,30606.0,2842928-2
372852,900918,AUBURN CUSD 10,136638,456,Royell Communications Inc.,Fixed Wireless,IL,Cable / DSL,10,100.0,1456,Fixed Wireless,24000.0,2864059-1
374913,902197,SOUTH MADISON COM SCH CORP,130206,1210,"Central Indiana Communications, Inc.",Fiber,IN,Fiber,4,150.0,4077,Fiber,42000.0,2797607-1
375371,902138,TRI-CENTRAL COMMUNITY SCHOOLS,130208,348,Comcast Business Communications,Fiber,IN,Fiber,2,200.0,887,Fiber,21264.0,2856589-1
375545,901962,MONROE COUNTY COM SCH CORP,130631,4005,Smithville Telecom LLC,Fiber,IN,Fiber,18,1000.0,10810,Fiber,121080.0,2857467-1
375545,901962,MONROE COUNTY COM SCH CORP,130631,4005,Smithville Telecom LLC,Fiber,IN,Fiber,18,1000.0,10810,Fiber,121080.0,2857467-1
376126,902035,FLAT ROCK-HAWCREEK SCHOOL CORP,130569,414,"ENA Services, LLC",Fiber,IN,Insufficient data,2,200.0,902,Fiber,93540.0,2864256-1
378896,904454,FLOYD COUNTY,128928,4841,"Gearheart Communications, Inc",Fiber,KY,Fiber,18,1000.0,6431,Fiber,7058.823529411765,2847714-1
379811,904419,BUTLER CO,128988,1199,AT&T Corp.,Fiber,KY,Fiber,8,10000.0,2171,Fiber,81348.0,2871754-1
379867,904553,SHELBY COUNTY,128752,3363,"Time Warner Cable Information Services (Kentucky), LLC",Fiber,KY,Fiber,14,50.0,7222,Cable / DSL,5580.0,2866702-1
379867,904553,SHELBY COUNTY,128752,3363,"Time Warner Cable Information Services (Kentucky), LLC",Fiber,KY,Fiber,14,50.0,7222,Cable / DSL,5580.0,2866702-1
379973,904411,BOYLE CO,128806,192,"BellSouth Telecommunications, LLC",Fiber,KY,Fiber,11,100.0,2753,Fiber,32104.0,2872316-1
379973,904411,BOYLE CO,128806,192,"BellSouth Telecommunications, LLC",Fiber,KY,Fiber,11,100.0,2753,Fiber,32104.0,2872316-1
380098,904404,BELL CO,128848,2007,"Time Warner Cable Information Services (Kentucky), LLC",Fiber,KY,Fiber,16,1000.0,3043,Fiber,12150.0,2864277-1
381793,909747,RED RIVER PARISH,139297,1251,Detel Wireless,Fiber,LA,Fixed Wireless,5,100.0,1483,Fixed Wireless,83988.0,2830319-1
385884,911014,ATHOL-ROYALSTON,120153,840,CELT- Center for Educational Leadership & Technology,Fiber,MA,Fiber,6,3.0,1476,Cable / DSL,2808.0,2854640-1
387852,915444,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,126392,23488,Comcast Business Communications,Fiber,MD,Fiber,617,22.0,77770,Cable / DSL,1462.8,2804186-1
388006,915455,GARRETT COUNTY PUBLIC SCHOOLS,126396,1948,Board of County Commisioners of Garrett County Maryland,Fiber,MD,Fiber,12,1000.0,4004,Fiber,9720.0,2843311-1
388206,915466,WASHINGTION COUNTY PUBLIC SCHOOLS,126412,10411,State of Maryland,Fiber,MD,Fiber,29,1000.0,22403,Fiber,88260.0,2866804-1
388272,915466,WASHINGTION COUNTY PUBLIC SCHOOLS,126412,10411,"Antietam Cable Television, Inc.",Fiber,MD,Fiber,29,1200.0,22403,Fiber,86520.0,2866942-1
391737,922648,KENYON-WANAMINGO SCHOOL DISTRICT,133728,272,Wasioja Educational Technology Cooperative,Fiber,MN,Fiber,2,300.0,855,Fiber,48300.0,2754687-2
391739,922648,KENYON-WANAMINGO SCHOOL DISTRICT,133728,272,Wasioja Educational Technology Cooperative,Fiber,MN,Fiber,2,300.0,855,Fiber,48300.0,2754687-1
391762,922789,STILLWATER AREA PUBLIC SCHOOL DIST.,133553,1310,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,25,10000.0,8640,Fiber,1364.6153846153845,2820947-1
391815,922784,ST. PAUL PUBLIC SCHOOL DISTRICT,133558,27729,CenturyLink Qwest Corporation,Fiber,MN,Fiber,86,10000.0,38419,Fiber,52800.0,2819972-1
391820,922784,ST. PAUL PUBLIC SCHOOL DISTRICT,133558,27729,CenturyLink Qwest Corporation,Fiber,MN,Fiber,86,500.0,38419,Fiber,10800.0,2819972-2
391820,922784,ST. PAUL PUBLIC SCHOOL DISTRICT,133558,27729,CenturyLink Qwest Corporation,Fiber,MN,Fiber,86,500.0,38419,Fiber,10800.0,2819972-2
391823,922784,ST. PAUL PUBLIC SCHOOL DISTRICT,133558,27729,"CenturyLink Qwest Communications Company, LLC",Fiber,MN,Fiber,86,10000.0,38419,Fiber,104400.0,2821145-1
391824,922784,ST. PAUL PUBLIC SCHOOL DISTRICT,133558,27729,"CenturyLink Qwest Communications Company, LLC",Fiber,MN,Fiber,86,1000.0,38419,Fiber,68856.0,2821145-2
391826,922784,ST. PAUL PUBLIC SCHOOL DISTRICT,133558,27729,CenturyLink Qwest Corporation,Fiber,MN,Fiber,86,100.0,38419,Fiber,7200.0,2819972-3
391827,922810,WEST ST. PAUL-MENDOTA HTS.-EAGAN,133570,1951,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,11,1000.0,4820,Fiber,15900.0,2820903-1
391828,922784,ST. PAUL PUBLIC SCHOOL DISTRICT,133558,27729,CenturyLink Qwest Corporation,Fiber,MN,Fiber,86,1000.0,38419,Fiber,21600.0,2819972-4
391849,922539,BROWERVILLE PUBLIC SCHOOL DISTRICT,133948,207,"Tekstar Communications, Inc.",Fiber,MN,Fiber,2,1000.0,432,Fiber,5550.0,2825261-1
392122,922800,VERNDALE PUBLIC SCHOOL DISTRICT,133965,288,West Central Telephone Assn.,Fiber,MN,Fiber,2,500.0,494,Fiber,8502.84,2841558-1
392419,922626,HIBBING PUBLIC SCHOOL DISTRICT,133674,1104,Northeast Service Cooperative,Fiber,MN,Fiber,4,200.0,2440,Fiber,17190.0,2854332-1
392533,922714,NORTHFIELD PUBLIC SCHOOL DISTRICT,133536,1046,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,6,150.0,3915,Fiber,54720.0,2844657-1
392606,922659,LAPORTE PUBLIC SCHOOL DISTRICT,133952,184,Paul bunyan Rural Telephone Cooperative,Fiber,MN,Fiber,1,40.0,264,Fiber,2339.4,2856912-1
392637,922796,LAKE SUPERIOR PUBLIC SCHOOL DIST.,133644,468,Northeast Service Cooperative,Fiber,MN,Fiber,4,100.0,1405,Fiber,7860.0,2848572-1
393254,924431,NORMANDY,136912,3647,Southwestern Bell Telephone Company,Fiber,MO,Fiber,52,1.5,4593,Copper,7898.982857142857,2830575-2
395050,924197,DORA R-III,137463,194,"Sho-Me Technologies, LLC",Fiber,MO,Fiber,45,20.0,274,Fiber,4183.333333333333,2864815-1
395559,924431,NORMANDY,136912,3647,Southwestern Bell Telephone Company,Fiber,MO,Fiber,52,1000.0,4593,Fiber,28577.16,2871999-1
395999,926616,HAZLEHURST CITY SCHOOL DISTRICT,128622,1487,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,5,1000.0,1546,Fiber,4656.0,2811077-1
396001,926616,HAZLEHURST CITY SCHOOL DISTRICT,128622,1487,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,5,300.0,1546,Fiber,12729.6,2811075-1
396011,926616,HAZLEHURST CITY SCHOOL DISTRICT,128622,1487,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,5,100.0,1546,Fiber,8220.0,2811080-1
396057,926628,JACKSON PUBLIC SCHOOL DISTRICT,128645,26462,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,72,50.0,29738,Cable / DSL,9204.0,2860282-1
396147,926572,CLAIBORNE CO SCHOOL DIST,128630,1699,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,8,100.0,1709,Fiber,9000.0,2827108-1
396538,926628,JACKSON PUBLIC SCHOOL DISTRICT,128645,26462,"SBC Internet Services, Inc",Cable / DSL,MS,Fiber,72,24.0,29738,Cable / DSL,1620.0,2860241-1
396712,926615,HATTIESBURG PUBLIC SCHOOL DIST,128667,4187,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,10,1000.0,4608,Fiber,4800.0,2840319-1
396840,926615,HATTIESBURG PUBLIC SCHOOL DIST,128667,4187,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,10,1000.0,4608,Fiber,9600.0,2840329-1
397123,926674,OXFORD SCHOOL DISTRICT,128547,1298,AT&T Corp.,Fiber,MS,Fiber,12,1000.0,3944,Fiber,70488.0,2848182-1
397123,926674,OXFORD SCHOOL DISTRICT,128547,1298,AT&T Corp.,Fiber,MS,Fiber,12,1000.0,3944,Fiber,70488.0,2848182-1
397273,926679,PETAL SCHOOL DIST,128684,2345,"Telepak Networks, Inc.",Fiber,MS,Fiber,5,1000.0,3999,Fiber,6000.0,2856738-2
397307,926703,STONE CO SCHOOL DIST,128712,1816,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,6,1000.0,2739,Fiber,9000.0,2856623-3
397340,926703,STONE CO SCHOOL DIST,128712,1816,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,6,100.0,2739,Fiber,6000.0,2856623-2
397410,926636,LAUDERDALE CO SCHOOL DIST,128650,3636,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,11,1000.0,6778,Fiber,34800.0,2850444-2
397439,926573,CLARKSDALE MUNICIPAL SCHOOL DIST,128534,3045,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,13,1500.0,3186,Fiber,51000.0,2856697-1
397447,926573,CLARKSDALE MUNICIPAL SCHOOL DIST,128534,3045,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,13,1000.0,3186,Fiber,8988.0,2855323-1
397603,926703,STONE CO SCHOOL DIST,128712,1816,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,6,1000.0,2739,Fiber,9000.0,2856623-1
397636,926636,LAUDERDALE CO SCHOOL DIST,128650,3636,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,11,1000.0,6778,Fiber,9360.0,2850444-1
397771,926705,TATE CO SCHOOL DIST,128551,2349,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,7,100.0,2972,Fiber,9720.0,2850432-2
397914,926606,GEORGE CO SCHOOL DIST,128681,3015,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,10,100.0,4205,Fiber,9000.0,2851533-1
397924,926606,GEORGE CO SCHOOL DIST,128681,3015,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,10,1000.0,4205,Fiber,9000.0,2851533-2
398003,926562,CLEVELAND SCHOOL DIST,128559,2851,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,14,1000.0,3726,Fiber,7032.0,2850352-1
398096,926705,TATE CO SCHOOL DIST,128551,2349,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,7,1000.0,2972,Fiber,19440.0,2850432-1
398098,926705,TATE CO SCHOOL DIST,128551,2349,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,7,100.0,2972,Fiber,12630.0,2850432-3
398129,926562,CLEVELAND SCHOOL DIST,128559,2851,"CONTACT NETWORK, LLC",Fiber,MS,Fiber,14,1000.0,3726,Fiber,54000.0,2848940-1
398182,926676,PASCAGOULA  SCHOOL DISTRICT,128709,5358,"Southern Light, LLC",Fiber,MS,Fiber,17,1000.0,6902,Fiber,59400.0,2850605-1
398280,926590,CORINTH SCHOOL DIST,128578,1521,"Telepak Networks, Inc.",Fiber,MS,Fiber,6,1000.0,2490,Fiber,108000.0,2864842-3
398365,926565,BOONEVILLE SCHOOL DIST,128576,662,"Telepak Networks, Inc.",Fiber,MS,Fiber,2,1000.0,1272,Fiber,21900.0,2864628-1
398509,926648,MADISON CO SCHOOL DIST,128616,4473,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,27,5000.0,12507,Fiber,21792.0,2723273-2
398566,926648,MADISON CO SCHOOL DIST,128616,4473,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,27,1000.0,12507,Fiber,9000.0,2723273-1
398607,926648,MADISON CO SCHOOL DIST,128616,4473,AT&T Corp.,Fiber,MS,Fiber,27,1000.0,12507,Fiber,48636.0,2869775-1
399020,929179,WHITEFISH H S,135202,436,"Bresnan Communications, LLC",Fiber,MT,Fiber,1,200.0,1103,Fiber,24960.0,2852660-1
399020,929179,WHITEFISH H S,135202,436,"Bresnan Communications, LLC",Fiber,MT,Fiber,1,200.0,1103,Fiber,24960.0,2852660-1
407401,933778,WILLISTON 1,134684,598,Midcontinent Communications,Other / Uncategorized,ND,Fiber,19,95.0,2844,Fiber,6000.0,2864414-1
407582,935996,GORDON-RUSHVILLE PUBLIC SCHS,16042400,384,"Great Plains Communications, Inc.",Fiber,NE,Fiber,17,1000.0,,Fiber,600.0,2832453-3
407878,937650,PORTSMOUTH SCHOOL DISTRICT,121220,600,Freedom Ring Communications,Fiber,NH,Fiber,8,100.0,2279,Fiber,24000.0,2826180-1
407928,937662,SHAKER REGIONAL SCHOOL DISTRICT,121062,468,"Windstream Communications, LLC",Fiber,NH,Fiber,4,50.0,1380,Fiber,20025.57,2839400-1
407936,937483,BARRINGTON SCHOOL DISTRICT,121243,155,Freedom Ring Communications,Fiber,NH,Fiber,2,40.0,1379,Other / Uncategorized,10500.0,2840954-1
407937,937483,BARRINGTON SCHOOL DISTRICT,121243,155,Freedom Ring Communications,Fiber,NH,Fiber,2,40.0,1379,Fiber,1340.4,2840954-2
408547,937592,KEARSARGE REGIONAL SCHOOL DISTRICT,121009,318,Kearsarge Telephone Company,Fiber,NH,Fiber,14,100.0,1862,Fiber,12000.0,2865538-1
408567,937634,NEWMARKET SCHOOL DISTRICT,121287,241,Enhanced Communications of Northern New England LLC,Other / Uncategorized,NH,Fiber,3,10.0,1030,Fiber,1639.08,2866946-1
408651,937701,PINKERTON ACADEMY SCHOOL DISTRICT,3199,424,Northern New England Telephone Operations LLC,Fiber,NH,Fiber,4,30.0,0,Fiber,7983.3,2867757-1
408677,937592,KEARSARGE REGIONAL SCHOOL DISTRICT,121009,318,Kearsarge Telephone Company,Fiber,NH,Fiber,14,100.0,1862,Fiber,6000.0,2865477-1
412636,942960,SOCORRO CONSOLIDATED SCHOOLS,143303,1261,Integrated Technologies,Fixed Wireless,NM,Fiber,10,10.0,1921,Fixed Wireless,22300.02,2853338-1
412977,943382,CHURCHILL COUNTY SCHOOL DISTRICT,143416,1750,Churchill County Tel & Tel System,Fiber,NV,Fiber,8,50.0,3742,Fiber,12188.16,2772717-1
412979,943382,CHURCHILL COUNTY SCHOOL DISTRICT,143416,1750,Churchill County Tel & Tel System,Fiber,NV,Fiber,8,1000.0,3742,Fiber,3433.8,2772790-1
412979,943382,CHURCHILL COUNTY SCHOOL DISTRICT,143416,1750,Churchill County Tel & Tel System,Fiber,NV,Fiber,8,1000.0,3742,Fiber,3433.8,2772790-1
412980,943389,HUMBOLDT COUNTY SCHOOL DISTRICT,143424,1286,CalNeva Broadband LLC,Fiber,NV,Fiber,24,100.0,3501,Fiber,7810.0,2796574-1
412980,943389,HUMBOLDT COUNTY SCHOOL DISTRICT,143424,1286,CalNeva Broadband LLC,Fiber,NV,Fiber,24,100.0,3501,Fiber,7810.0,2796574-1
412980,943389,HUMBOLDT COUNTY SCHOOL DISTRICT,143424,1286,CalNeva Broadband LLC,Fiber,NV,Fiber,24,100.0,3501,Fiber,7810.0,2796574-1
412983,943389,HUMBOLDT COUNTY SCHOOL DISTRICT,143424,1286,Nevada Bell Telephone Company,Copper,NV,Fiber,24,1.5,3501,Copper,6843.27,2796590-1
412985,943389,HUMBOLDT COUNTY SCHOOL DISTRICT,143424,1286,"Oregon-Idaho Utilities, Inc. DBA Humboldt Telephone Company",Copper,NV,Fiber,24,1.5,3501,Copper,9113.71,2800692-1
412999,943382,CHURCHILL COUNTY SCHOOL DISTRICT,143416,1750,Churchill County Tel & Tel System,Fiber,NV,Fiber,8,100.0,3742,Fiber,2735.4,2772790-2
413397,943404,WASHOE COUNTY SCHOOL DISTRICT,143430,29372,Southwestern Bell Telephone Company,Fiber,NV,Fiber,92,250.0,64995,Fiber,6215.76,2841280-2
428044,951705,STONEWALL,140376,354,"Mid-America Telephone, Inc.",Fiber,OK,Fiber,2,25.0,444,Fiber,33000.0,2863235-1
428059,952210,ELGIN SD 23,145114,242,Inland Development Corporation,Fiber,OR,Fixed Wireless,7,45.0,385,Copper,16800.0,2720158-1
428079,952308,REDMOND SD 2J,145092,3890,TDS Baja Broadband LLC,Fiber,OR,Fiber,34,750.0,7084,Fiber,21000.0,2730820-1
428099,952156,BANDON SD 54,144985,509,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,2,50.0,716,Fiber,8564.16,2783121-1
428104,952229,CENTRAL CURRY SD 1,145010,349,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,3,30.0,503,Fiber,5468.4,2799910-1
428133,952210,ELGIN SD 23,145114,242,"Eastern Oregon Net, Inc.",Fixed Wireless,OR,Fixed Wireless,7,100.0,385,Fixed Wireless,18000.0,2833557-1
428141,952230,GRANTS PASS SD 7,145054,3548,"Hunter Communications, Inc.",Fiber,OR,Fiber,12,1000.0,5779,Fiber,10800.0,2837337-1
428225,952305,POWERS SD 31,145030,0,"Frontier Communications Northwest, Inc.",Fiber,OR,Fiber,2,10.0,131,Other / Uncategorized,9062.4,2847778-1
428226,952246,THREE RIVERS/JOSEPHINE COUNTY SD,145056,3205,"Hunter Communications, Inc.",Fiber,OR,Fiber,44,100.0,4906,Fiber,9392.537142857143,2847676-1
428227,952246,THREE RIVERS/JOSEPHINE COUNTY SD,145056,3205,"Hunter Communications, Inc.",Fiber,OR,Fiber,44,900.0,4906,Fiber,3807.48,2847676-2
428269,952304,PORTLAND SD 1J,144908,19384,City of Portland,Fiber,OR,Fiber,84,2000.0,46748,Fiber,18960.0,2856678-2
428270,952304,PORTLAND SD 1J,144908,19384,City of Portland,Fiber,OR,Fiber,84,2000.0,46748,Fiber,14800.08,2856678-3
428329,952154,BAKER SD 5J,145104,976,CenturyLink Qwest Corporation,Fiber,OR,Fiber,13,1.5,2166,Copper,3753.6,2856612-1
428332,952304,PORTLAND SD 1J,144908,19384,City of Portland,Fiber,OR,Fiber,84,1000.0,46748,Fiber,14534.971612903226,2856678-1
428333,952154,BAKER SD 5J,145104,976,Inland Development Corporation,Fiber,OR,Fiber,13,100.0,2166,Fiber,5136.0,2857503-1
428384,952303,PORT ORFORD-LANGLOIS SD 2CJ,145028,189,"Charter Fiberlink OR-CCVII, LLC",Fiber,OR,Fiber,3,50.0,260,Fiber,7680.0,2851420-1
428392,952314,DOUGLAS COUNTY SD 4,145035,3530,Douglas Sevices Inc,Fiber,OR,Fiber,13,1000.0,6255,Fiber,29358.0,2852433-1
428392,952314,DOUGLAS COUNTY SD 4,145035,3530,Douglas Sevices Inc,Fiber,OR,Fiber,13,1000.0,6255,Fiber,29358.0,2852433-1
428416,952246,THREE RIVERS/JOSEPHINE COUNTY SD,145056,3205,"Hunter Communications, Inc.",Fiber,OR,Fiber,44,900.0,4906,Fiber,3807.48,2849456-2
428475,952246,THREE RIVERS/JOSEPHINE COUNTY SD,145056,3205,"Hunter Communications, Inc.",Fiber,OR,Fiber,44,100.0,4906,Fiber,10063.431428571428,2849456-1
428630,952159,BEND-LAPINE ADMINISTRATIVE SD 1,145071,7281,TDS Baja Broadband LLC,Fiber,OR,Fiber,90,100.0,16586,Fiber,2399.88,2862064-1
428905,952157,BANKS SD 13,144876,341,Comcast of Oregon Washington,Other / Uncategorized,OR,Fiber,1,100.0,1131,Fiber,7349.88,2868249-1
429046,952253,LAKE OSWEGO SD 7J,144840,800,Comcast Business Communications,Fiber,OR,Fiber,13,1000.0,6830,Fiber,11606.4,2870968-1
429087,952159,BEND-LAPINE ADMINISTRATIVE SD 1,145071,7281,TDS Baja Broadband LLC,Fiber,OR,Fiber,90,1000.0,16586,Fiber,17100.0,2862060-1
429088,952159,BEND-LAPINE ADMINISTRATIVE SD 1,145071,7281,TDS Baja Broadband LLC,Fiber,OR,Fiber,90,1000.0,16586,Fiber,17100.0,2862062-1
429090,952159,BEND-LAPINE ADMINISTRATIVE SD 1,145071,7281,TDS Baja Broadband LLC,Fiber,OR,Fiber,90,100.0,16586,Fiber,2399.88,2862065-1
429091,952159,BEND-LAPINE ADMINISTRATIVE SD 1,145071,7281,TDS Baja Broadband LLC,Fiber,OR,Fiber,90,100.0,16586,Fiber,2388.0,2862066-1
429093,952159,BEND-LAPINE ADMINISTRATIVE SD 1,145071,7281,"BendTel, Inc",Other / Uncategorized,OR,Fiber,90,600.0,16586,Fiber,46800.0,2862068-1
429184,952276,NESTUCCA VALLEY SD 101J,144884,350,"CoastCom, Inc",Fiber,OR,Fiber,6,100.0,499,Fiber,3000.0,2867275-1
429185,952276,NESTUCCA VALLEY SD 101J,144884,350,"CoastCom, Inc",Fiber,OR,Fiber,6,40.0,499,Fiber,9600.0,2867276-1
429186,952276,NESTUCCA VALLEY SD 101J,144884,350,"CoastCom, Inc",Fiber,OR,Fiber,6,40.0,499,Fiber,14650.0,2867277-1
429248,952159,BEND-LAPINE ADMINISTRATIVE SD 1,145071,7281,"Fatbeam, LLC",Fiber,OR,Fiber,90,1000.0,16586,Fiber,13140.0,2862070-1
429250,952288,OREGON CITY SD 62,144847,3217,County of Clackamas,Fiber,OR,Fiber,17,10000.0,8138,Fiber,3825.0,2868871-1
429251,952288,OREGON CITY SD 62,144847,3217,Beaver Creek Cooperative Telephone Company,Fiber,OR,Fiber,17,1000.0,8138,Fiber,12767.04,2868872-1
429252,952288,OREGON CITY SD 62,144847,3217,Comcast Business Communications,Fiber,OR,Fiber,17,1000.0,8138,Fiber,21023.76,2868875-1
429252,952288,OREGON CITY SD 62,144847,3217,Comcast Business Communications,Fiber,OR,Fiber,17,1000.0,8138,Fiber,21023.76,2868875-1
429252,952288,OREGON CITY SD 62,144847,3217,Comcast Business Communications,Fiber,OR,Fiber,17,1000.0,8138,Fiber,21023.76,2868875-1
429446,954194,WEST PERRY SD,125682,976,"Affiniti PA ,LLC",Other / Uncategorized,PA,Fiber,7,100.0,2583,Fiber,15732.0,2810118-1
430232,953785,FARRELL AREA SD,125482,736,Data Recovery Services LLC,Fiber,PA,Fiber,2,50.0,781,Fiber,16440.0,2853120-1
435523,959609,EXETER-WEST GREENWICH,120778,248,Oshean Inc,Other / Uncategorized,RI,Fiber,5,250.0,1712,Other / Uncategorized,17700.0,2827826-1
435582,959600,CHARIHO,120832,843,Oshean Inc,Other / Uncategorized,RI,Fiber,6,500.0,3403,Other / Uncategorized,20800.08,2854674-1
435618,959625,PAWTUCKET,120805,6521,Oshean Inc,Other / Uncategorized,RI,Fiber,16,1000.0,8733,Other / Uncategorized,36000.0,2849244-1
435729,959631,TIVERTON,120816,519,Oshean Inc,Other / Uncategorized,RI,Fiber,5,100.0,1895,Other / Uncategorized,14000.04,2854831-1
438721,965914,GARRETSON SCHOOL DISTRICT 49-4,134076,112,"South Dakota Network, LLC",Fiber,SD,Fiber,3,150.0,551,Other / Uncategorized,9880.0,2826927-1
438737,965853,BELLE FOURCHE SCHOOL DISTRICT 09-1,134288,609,Midcontinent Communications,Other / Uncategorized,SD,Fiber,7,50.0,1376,Other / Uncategorized,4800.0,2837597-1
438838,965986,SIOUX FALLS SCHOOL DISTRICT 49-5,134110,10622,"South Dakota Network, LLC",Fiber,SD,Fiber,33,30.0,23227,Fiber,7344.0,2849301-1
438880,966019,WILLOW LAKE SCHOOL DISTRICT 12-3,134147,78,Northern WIreless Communications,Fixed Wireless,SD,Fiber,11,30.0,237,Fixed Wireless,1200.0,2869037-1
438892,966019,WILLOW LAKE SCHOOL DISTRICT 12-3,134147,78,"Interstate Telecommunications Cooperative, Inc.",Cable / DSL,SD,Fiber,11,6.0,237,Cable / DSL,600.0,2868789-1
439840,967187,RICHARD CITY,128304,190,"ENA Services, LLC",Fiber,TN,Fiber,1,50.0,319,Fiber,51000.0,2825758-1
439841,967219,WAYNE COUNTY,128505,1633,"ENA Services, LLC",Fiber,TN,Fiber,9,200.0,2505,Fiber,102000.0,2825196-1
439842,967219,WAYNE COUNTY,128505,1633,"ENA Services, LLC",Fiber,TN,Fiber,9,100.0,2505,Fiber,10200.0,2825196-2
440208,967148,LINCOLN COUNTY,128288,2242,"ENA Services, LLC",Fiber,TN,Fiber,18,500.0,4141,Fiber,111000.0,2852962-1
440259,967142,LAUDERDALE COUNTY,128430,3793,"ENA Services, LLC",Fiber,TN,Fiber,9,200.0,4725,Fiber,79248.0,2856286-3
440323,967128,HUMPHREYS COUNTY,128253,1457,"ENA Services, LLC",Fiber,TN,Fiber,10,200.0,3119,Fiber,72000.0,2857359-2
