"esh_id","name","city","postal_cd","district_size","locale","num_students","discount_rate_c2","outreach_status__c","c2_consultants","c1_consultants"
953708,"Clarion Limestone Area Schools","STRATTANVILLE","PA","Small","Rural",870,0.7,"Not a Prospect",NA,NA
953709,"Claysburg-Kimmel Sd","CLAYSBURG","PA","Small","Rural",835,0.8,"Not a Prospect",NA,NA
953711,"Coatesville Area School District","COATESVILLE","PA","Medium","Suburban",7015,0.8,"Not a Prospect",NA,"Van Strien Consulting, LLC"
953735,"Crawford Central School Dist","MEADVILLE","PA","Medium","Town",3813,0.8,"Not a Prospect","AdvanEdge Solutions Inc. / Intelafunds","AdvanEdge Solutions Inc. / Intelafunds"
953737,"Curwensville Area School Dist","CURWENSVILLE","PA","Small","Town",1077,0.8,"Not a Prospect",NA,NA
953758,"East Penn School District","EMMAUS","PA","Medium","Suburban",8071,0.5,"Not a Prospect","CLIU #21 Consortium CRN","CLIU #21 Consortium CRN"
953761,"East Stroudsburg Area Sch Dist","EAST STROUDSBURG","PA","Medium","Rural",6979,0.8,"Not a Prospect",NA,NA
953785,"Farrell Area School District","FARRELL","PA","Small","Suburban",725,0.85,"Not a Prospect",NA,"Midwestern Intermediate Unit IV"
953787,"Fleetwood Area School District","FLEETWOOD","PA","Small","Suburban",2601,0.5,"Potential Fiber Prospect",NA,NA
953794,"Forest Hills School District","SIDMAN","PA","Small","Rural",1833,0.7,"Not a Prospect",NA,NA
953797,"Fox Chapel Area School Dist","PITTSBURGH","PA","Medium","Suburban",4224,0.4,"Not a Prospect",NA,"AdvanEdge Solutions Inc. / Intelafunds"
953802,"Frazier School District","PERRYOPOLIS","PA","Small","Rural",1196,0.7,"Not a Prospect","Intermediate Unit One","Intermediate Unit One"
953830,"Hampton Township School Dist","ALLISON PARK","PA","Small","Suburban",2952,0.4,"Not a Prospect",NA,NA
953843,"Hermitage School District","HERMITAGE","PA","Small","Suburban",2057,0.6,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
953850,"Iroquois School District","ERIE","PA","Small","Suburban",1218,0.85,"Potential Fiber Prospect",NA,NA
953851,"Jamestown Area School District","JAMESTOWN","PA","Small","Rural",525,0.7,"Potential Fiber Prospect",NA,"Midwestern Intermediate Unit IV"
953861,"Juniata Valley School District","ALEXANDRIA","PA","Small","Rural",758,0.7,"Potential Fiber Prospect",NA,"Tuscarora Intermediate Unit 11"
953870,"Kutztown Area School District","KUTZTOWN","PA","Small","Town",1359,0.6,"Not a Prospect","DEBRA M. KRIETE, ESQ.",NA
953876,"Lakeview School District","STONEBORO","PA","Small","Rural",1129,0.7,"Potential Fiber Prospect",NA,NA
953884,"Lebanon School District","LEBANON","PA","Medium","Urban",4854,0.85,"Not a Prospect","EDTECH STRATEGIES, LLC","EDTECH STRATEGIES, LLC"
953889,"Penn Cambria School District","CRESSON","PA","Small","Town",1691,0.7,"Bandwidth Prospect",NA,"Epic Communications"
953892,"Lower Merion School District","ARDMORE","PA","Medium","Suburban",8002,0.4,"Not a Prospect",NA,NA
953893,"Lower Moreland Twp School Dist","HUNTINGDON VALLEY","PA","Small","Suburban",2152,0.4,"Potential Fiber Prospect",NA,NA
953900,"Marion Center Area School Dist","MARION CENTER","PA","Small","Rural",1355,0.7,"Not a Prospect",NA,"Epic Communications"
953902,"Mars Area School District","MARS","PA","Small","Suburban",3262,0.4,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
953920,"Millville Area School District","MILLVILLE","PA","Small","Rural",653,0.7,"Not a Prospect",NA,"Central Susquehanna Intermediate Unit"
953921,"Milton Area School District","MILTON","PA","Small","Town",2083,0.8,"Potential Fiber Prospect","Central Susquehanna Intermediate Unit","Central Susquehanna Intermediate Unit"
953923,"Minersville Area School Dist","MINERSVILLE","PA","Small","Town",1218,0.8,"Potential Wi-Fi Prospect",NA,NA
953924,"Mohawk Area School District","BESSEMER","PA","Small","Rural",1494,0.7,"Bandwidth Prospect",NA,NA
953934,"Montrose Area School District","MONTROSE","PA","Small","Rural",1408,0.7,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
953935,"Moon Area School District","MOON TOWNSHIP","PA","Medium","Suburban",3770,0.5,"Not a Prospect","AdvanEdge Solutions Inc. / Intelafunds","AdvanEdge Solutions Inc. / Intelafunds"
953940,"Mountain View School District","KINGSLEY","PA","Small","Rural",1025,0.7,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
953949,"Neshannock Twp School District","NEW CASTLE","PA","Small","Rural",1215,0.4,"Not a Prospect","Midwestern Intermediate Unit IV",NA
953950,"Woodland Hills School District","PITTSBURGH","PA","Medium","Suburban",3786,0.85,"Not a Prospect",NA,NA
953957,"Norristown Area School Dist","NORRISTOWN","PA","Medium","Suburban",7089,0.85,"Potential Bandwidth Prospect",NA,NA
953960,"North Clarion Co School Dist","TIONESTA","PA","Small","Rural",549,0.7,"Potential Bandwidth Prospect",NA,NA
953988,"Oil City Area School District","OIL CITY","PA","Small","Town",2037,0.85,"Not a Prospect",NA,NA
954009,"Penns Manor Area School Dist","CLYMER","PA","Small","Rural",864,0.8,"Not a Prospect",NA,"Epic Communications"
954011,"Penns Valley Area School Dist","SPRING MILLS","PA","Small","Rural",1437,0.6,"Not a Prospect",NA,"Educational Consortium for Telecom Savings"
954013,"Pequea Valley School District","KINZERS","PA","Small","Rural",1604,0.8,"Potential Fiber Prospect","Central Susquehanna Intermediate Unit","Central Susquehanna Intermediate Unit"
954031,"Port Allegany School District","PORT ALLEGANY","PA","Small","Rural",868,0.8,"Potential Wi-Fi Prospect",NA,NA
954032,"Portage Area School District","PORTAGE","PA","Small","Rural",918,0.8,"Not a Prospect",NA,"Educational Funding Group"
954063,"Schuylkill Valley School Dist","LEESPORT","PA","Small","Suburban",1978,0.5,"Potential Wi-Fi Prospect",NA,NA
954090,"South Butler County Sch Dist","SAXONBURG","PA","Small","Rural",2526,0.6,"Not a Prospect",NA,"Epic Communications"
954128,"Stroudsburg Area School Dist","STROUDSBURG","PA","Medium","Suburban",4999,0.6,"Potential Fiber Prospect",NA,NA
954139,"Titusville Area School Dist","TITUSVILLE","PA","Medium","Town",2061,0.8,"Not a Prospect",NA,NA
954144,"Troy Area School District","TROY","PA","Small","Rural",1463,0.8,"Not a Prospect",NA,"BLaST Intermediate Unit 17"
954154,"Union School District","RIMERSBURG","PA","Small","Rural",591,0.8,"Not a Prospect",NA,NA
954157,"United School District","ARMAGH","PA","Small","Rural",1073,0.7,"Not a Prospect",NA,NA
954159,"Upper Darby School District","DREXEL HILL","PA","Medium","Suburban",12189,0.8,"Not a Prospect",NA,"DEBRA M. KRIETE, ESQ."
954163,"Upper Merion Area School Dist","KING OF PRUSSIA","PA","Medium","Suburban",3926,0.6,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
954169,"Valley Grove School District","FRANKLIN","PA","Small","Rural",931,0.8,"Not a Prospect",NA,NA
954178,"Wayne Highlands School Dist","HONESDALE","PA","Medium","Town",2643,0.7,"Not a Prospect",NA,NA
954200,"Western Beaver County Sch Dist","MIDLAND","PA","Small","Rural",695,0.7,"Potential Fiber Prospect",NA,NA
954208,"Williamsburg Comm Sch District","WILLIAMSBURG","PA","Small","Rural",483,0.8,"Potential Fiber Prospect",NA,NA
959598,"Central Falls School District","CENTRAL FALLS","RI","Small","Suburban",2569,0.85,"Not a Prospect",NA,"Anthony Terceira"
959617,"Middletown School District","MIDDLETOWN","RI","Small","Suburban",2230,0.5,"Not a Prospect",NA,"E-RATE ONLINE LLC"
959623,"North Providence School Dist","NORTH PROVIDENCE","RI","Medium","Suburban",3410,0.6,"Not a Prospect",NA,"Anthony Terceira"
959626,"Portsmouth School Department","PORTSMOUTH","RI","Small","Suburban",2485,0.4,"Not a Prospect","Anthony Terceira","Anthony Terceira"
962217,"Abbeville County School Dist","ABBEVILLE","SC","Medium","Rural",2956,0.8,"Not a Prospect",NA,"Service Associates Inc"
962218,"Aiken County Schools","AIKEN","SC","Large","Suburban",23420,0.8,"Not a Prospect","Service Associates Inc","Service Associates Inc"
962223,"Anderson County School Dist 2","HONEA PATH","SC","Medium","Town",3755,0.8,"Not a Prospect",NA,"Service Associates Inc"
962232,"Barnwell County School Dist 45","BARNWELL","SC","Small","Town",2291,0.85,"Not a Prospect","Epic Communications","Epic Communications"
962234,"Beaufort County School Dist","BEAUFORT","SC","Large","Urban",20942,0.8,"Not a Prospect","Funds for Learning","Funds for Learning"
962242,"Chesterfield County Sch Dist","CHESTERFIELD","SC","Large","Rural",7134,0.85,"Potential Wi-Fi Prospect","eRate Solutions, L.L.C.","eRate Solutions, L.L.C."
962248,"Colleton County School Dist","WALTERBORO","SC","Medium","Rural",5757,0.85,"Not a Prospect","Service Associates Inc","Service Associates Inc"
962249,"Darlington County School District","DARLINGTON","SC","Large","Suburban",10090,0.85,"Not a Prospect",NA,NA
962252,"Dillon County School Dist 3","LATTA","SC","Small","Rural",1594,0.8,"Potential Fiber Prospect",NA,NA
962261,"Florence County School Dist 2","PAMPLICO","SC","Small","Rural",1165,0.8,"Potential Wi-Fi Prospect",NA,NA
962263,"Florence County School Dist 4","TIMMONSVILLE","SC","Small","Rural",714,0.85,"Not a Prospect",NA,NA
962265,"Florence County School Dist 5","JOHNSONVILLE","SC","Small","Rural",1358,0.8,"Potential Fiber Prospect",NA,NA
962273,"Hampton County School Dist 2","ESTILL","SC","Small","Rural",796,0.85,"Not a Prospect",NA,NA
962280,"Lee County School District","BISHOPVILLE","SC","Small","Rural",2054,0.85,"Not a Prospect",NA,"Epic Communications"
962283,"Lexington County School Dist 3","BATESBURG","SC","Small","Rural",1912,0.8,"Not a Prospect",NA,"Epic Communications"
962290,"Marlboro County School Dist","BENNETTSVILLE","SC","Medium","Town",4100,0.85,"Not a Prospect",NA,"eRate Solutions, L.L.C."
962291,"McCormick County School District","MCCORMICK","SC","Small","Rural",788,0.85,"Not a Prospect","Epic Communications","Epic Communications"
962296,"Orangeburg County Sch Dist 3","HOLLY HILL","SC","Medium","Rural",2808,0.85,"Not a Prospect",NA,NA
962297,"Orangeburg County Sch Dist 4","COPE","SC","Medium","Rural",3734,0.85,"Potential Wi-Fi Prospect",NA,NA
962299,"Orangeburg Consolidated District Five","ORANGEBURG","SC","Medium","Town",6188,0.85,"Potential Wi-Fi Prospect",NA,NA
962300,"Pickens County School District","EASLEY","SC","Large","Suburban",15709,0.6,"Not a Prospect","Elert & Associates","Elert & Associates"
962303,"Richland County School Dist 2","COLUMBIA","SC","Large","Suburban",26446,0.6,"Not a Prospect",NA,NA
962308,"Spartanburg County Sch Dist 1","CAMPOBELLO","SC","Medium","Suburban",4903,0.8,"Not a Prospect","eRate Solutions, L.L.C.","eRate Solutions, L.L.C."
962309,"Spartanburg County School District Two","CHESNEE","SC","Medium","Suburban",9758,0.8,"Potential Wi-Fi Prospect","Service Associates Inc","Service Associates Inc"
962317,"Williamsburg Co School Dist","KINGSTREE","SC","Medium","Rural",3862,0.85,"Not a Prospect","Service Associates Inc","Service Associates Inc"
965876,"Colman-Egan School District 50-5","COLMAN","SD","Small","Rural",254,0.6,"Not a Prospect","E-Rate Funding Services, LLC",NA
965885,"Douglas School District 51-1","BOX ELDER","SD","Small","Town",2674,0.7,"Potential Fiber Prospect","E-RATE AND EDUCATIONAL SERVICES, LLC.","E-RATE AND EDUCATIONAL SERVICES, LLC."
965890,"Edgemont School District 23-1","EDGEMONT","SD","Small","Rural",156,0.8,"Not a Prospect",NA,NA
965915,"Gayville-Volin School District 63-1","GAYVILLE","SD","Small","Rural",274,0.7,"Not a Prospect",NA,"Dakota Academic Consulting"
965942,"Madison Central School District 39-2","MADISON","SD","Small","Town",1125,0.6,"Not a Prospect",NA,"E-Rate Funding Services, LLC"
965948,"Lemmon School District 52-4","LEMMON","SD","Small","Rural",266,0.6,"Potential Fiber Prospect",NA,NA
965971,"Oelrichs School District 23-3","OELRICHS","SD","Small","Rural",111,0.85,"Not a Prospect",NA,"E-RATE AND EDUCATIONAL SERVICES, LLC."
965988,"Sioux Valley School District 5-5","VOLGA","SD","Small","Rural",629,0.6,"Not a Prospect","Dakota Academic Consulting",NA
965996,"Timber Lake School District 20-3","TIMBER LAKE","SD","Small","Rural",340,0.7,"Not a Prospect","E-RATE AND EDUCATIONAL SERVICES, LLC.",NA
966013,"Wessington Springs District 36-2","WESSINGTON SPRINGS","SD","Small","Rural",318,0.6,"Fiber Prospect","E-RATE AND EDUCATIONAL SERVICES, LLC.","E-RATE AND EDUCATIONAL SERVICES, LLC."
966016,"White River School District 47-1","WHITE RIVER","SD","Small","Rural",398,0.85,"Not a Prospect",NA,NA
967048,"Hamblen County School District","MORRISTOWN","TN","Large","Urban",10125,0.8,"Not a Prospect",NA,NA
967050,"Alcoa City School District","ALCOA","TN","Small","Suburban",1890,0.8,"Not a Prospect",NA,NA
967058,"Achievement School District","NASHVILLE","TN","Small","Urban",1713,0.85,"Potential Fiber Prospect","CSM Consulting Inc.","CSM Consulting Inc."
967059,"Bedford County School District","SHELBYVILLE","TN","Medium","Town",8338,0.85,"Not a Prospect",NA,NA
967062,"Benton County School District","CAMDEN","TN","Medium","Town",2182,0.8,"Not a Prospect",NA,NA
967071,"Cannon County School District","WOODBURY","TN","Medium","Town",2008,0.8,"Not a Prospect",NA,NA
967083,"Cocke County Schools","NEWPORT","TN","Medium","Rural",4596,0.85,"Not a Prospect",NA,NA
967095,"Etowah City School District","ETOWAH","TN","Tiny","Town",314,0.85,"Not a Prospect",NA,NA
967098,"Fentress County School Dist","JAMESTOWN","TN","Medium","Rural",2134,0.85,"Not a Prospect",NA,"Swope Educational Consulting"
967105,"Grainger County School District","RUTLEDGE","TN","Medium","Rural",3494,0.8,"Not a Prospect",NA,NA
967107,"Greene County School District","GREENEVILLE","TN","Large","Rural",6875,0.8,"Not a Prospect",NA,"Kellogg & Sovereign Consulting, LLC"
967108,"Greeneville City Schools","GREENEVILLE","TN","Medium","Town",2728,0.8,"Not a Prospect",NA,NA
967116,"Haywood County School District","BROWNSVILLE","TN","Small","Town",3007,0.85,"Not a Prospect",NA,NA
967119,"Henry County School District","PARIS","TN","Medium","Rural",3031,0.8,"Not a Prospect",NA,NA
967128,"Humphreys County Schools","WAVERLY","TN","Medium","Rural",2858,0.8,"Not a Prospect","Swope Educational Consulting","Swope Educational Consulting"
967129,"Huntingdon Special School Dist","HUNTINGDON","TN","Small","Rural",1216,0.8,"Not a Prospect",NA,NA
967141,"Lake County School","TIPTONVILLE","TN","Small","Rural",827,0.85,"Not a Prospect",NA,"Swope Educational Consulting"
967152,"Jackson-Madison County School System","JACKSON","TN","Large","Urban",12603,0.85,"Not a Prospect","Epic Communications","Epic Communications"
967162,"Mcnairy County Board Of Educ","SELMER","TN","Medium","Rural",4192,0.85,"Not a Prospect","Swope Educational Consulting","Swope Educational Consulting"
967163,"Meigs County Schools","DECATUR","TN","Small","Rural",1765,0.85,"Not a Prospect",NA,NA
967165,"Milan Special School District","MILAN","TN","Small","Rural",1936,0.8,"Not a Prospect",NA,NA
967169,"Morgan County School District","WARTBURG","TN","Medium","Rural",3056,0.85,"Not a Prospect","Allen & Allen Consulting LLC","Allen & Allen Consulting LLC"
967176,"Obion County School District","UNION CITY","TN","Medium","Rural",3516,0.8,"Not a Prospect",NA,NA
967177,"Oneida Special School District","ONEIDA","TN","Small","Town",1253,0.8,"Not a Prospect",NA,NA
967185,"Putnam County School District","COOKEVILLE","TN","Large","Town",10772,0.8,"Not a Prospect",NA,NA
967187,"Richard City Indep School Dist","SOUTH PITTSBURG","TN","Tiny","Rural",269,0.8,"Not a Prospect",NA,NA
967190,"Rogersville City School Dist","ROGERSVILLE","TN","Tiny","Town",627,0.8,"Not a Prospect",NA,NA
967207,"Trenton Special School Dist","TRENTON","TN","Small","Town",1314,0.8,"Not a Prospect",NA,NA
967212,"Union City Schools","UNION CITY","TN","Small","Town",1535,0.8,"Not a Prospect","Swope Educational Consulting","Swope Educational Consulting"
967213,"Union County School District","MAYNARDVILLE","TN","Medium","Rural",2889,0.85,"Not a Prospect",NA,NA
967221,"West Carroll Special School District","ATWOOD","TN","Small","Rural",902,0.8,"Not a Prospect",NA,NA
968670,"Spur Isd","SPUR","TX","Tiny","Rural",254,NA,"Closed Won Upgrade Project",NA,NA
968674,"Blackwell Cons Indep Sch Dist","BLACKWELL","TX","Tiny","Rural",121,0.7,"Closed Won Upgrade Project",NA,NA
968677,"Dripping Springs Indep Sch Dist","DRIPPING SPRINGS","TX","Small","Rural",5266,0.5,"Not a Prospect",NA,NA
968682,"Alvarado Indep School District","ALVARADO","TX","Medium","Rural",3392,0.8,"Not a Prospect",NA,"VST Services LP"
968964,"Abbott Indep School District","ABBOTT","TX","Tiny","Rural",251,0.6,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
968972,"Alba-Golden Ind School Dist","Alba","TX","Small","Rural",808,0.8,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
968973,"Albany Indep School District","ALBANY","TX","Small","Rural",462,0.7,"Closed Won Upgrade Project","ESC Region 14",NA
968975,"Aledo Indep School District","ALEDO","TX","Medium","Rural",4991,0.5,"Potential Fiber Prospect",NA,"Texserve"
968985,"Amherst Isd","AMHERST","TX","Tiny","Rural",148,NA,"Fiber Prospect",NA,NA
968991,"Angleton Indep School District","ANGLETON","TX","Medium","Rural",6428,0.8,"Potential Wi-Fi Prospect","Kellogg & Sovereign Consulting, LLC","Kellogg & Sovereign Consulting, LLC"
968993,"Anson Indep School District","ANSON","TX","Small","Rural",675,0.8,"Closed Won Upgrade Project",NA,"ESC Region 14"
968994,"Anthony Indep School District","ANTHONY","TX","Small","Suburban",804,0.85,"Not a Prospect","ESC Region 12 E-Rate Consulting","ESC Region 12 E-Rate Consulting"
968997,"Aquilla Indep School District","AQUILLA","TX","Tiny","Rural",257,0.7,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
969003,"Archer City School District","ARCHER CITY","TX","Small","Rural",453,0.7,"Potential Bandwidth Prospect",NA,NA
969006,"Arp Independent School Dist","ARP","TX","Small","Rural",821,0.8,"Not a Prospect",NA,NA
969007,"Athens Indep School District","ATHENS","TX","Small","Town",3123,0.85,"Not a Prospect","COLLECT-ED LLC","COLLECT-ED LLC"
969009,"Atlanta Indep School District","ATLANTA","TX","Small","Town",1668,0.8,"Not a Prospect","COLLECT-ED LLC","COLLECT-ED LLC"
969010,"Aubrey Indep School District","AUBREY","TX","Small","Rural",2113,0.6,"Potential Fiber Prospect","VST Services LP","VST Services LP"
969012,"Austwell-Tivoli Indep Sch Dist","TIVOLI","TX","Small","Rural",162,0.8,"Upgrade Project","REGION III EDUCATION SERVICE CENTER- BUSINESS ADMINISTRATION","REGION III EDUCATION SERVICE CENTER- BUSINESS ADMINISTRATION"
969014,"Avalon Indep School District","AVALON","TX","Tiny","Rural",334,0.7,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
969016,"Avinger Indep School District","AVINGER","TX","Tiny","Rural",149,0.85,"Not a Prospect",NA,"COLLECT-ED LLC"
969018,"Axtell Indep School District","AXTELL","TX","Small","Rural",660,0.8,"Upgrade Project",NA,NA
969020,"Baird Indep School District","BAIRD","TX","Small","Rural",302,0.8,"Closed Won Upgrade Project",NA,"ESC Region 14"
969026,"Banquete Indep School District","BANQUETE","TX","Small","Rural",877,0.8,"Not a Prospect",NA,"Education Service Center, Region 2"
969028,"Bartlett Indep School District","BARTLETT","TX","Tiny","Town",356,0.85,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
969029,"Bastrop Indep School District","BASTROP","TX","Medium","Rural",9543,0.8,"Support Project",NA,NA
969031,"Bay City Indep School District","BAY CITY","TX","Small","Town",3533,0.8,"Not a Prospect",NA,"True North Consulting Group"
969035,"Beckville Isd","BECKVILLE","TX","Small","Rural",663,0.7,"Not a Prospect",NA,NA
969036,"Beeville Indep School District","BEEVILLE","TX","Medium","Town",3268,0.85,"Not a Prospect","Education Service Center, Region 2","Education Service Center, Region 2"
969045,"Ben Bolt-Palito Blanco I S D","BEN BOLT","TX","Small","Rural",601,0.85,"Not a Prospect",NA,"Education Service Center, Region 2"
969047,"Benjamin Indep School District","BENJAMIN","TX","Tiny","Rural",91,0.8,"Upgrade Project",NA,NA
969049,"Big Sandy Isd","DALLARDSVILLE","TX","Tiny","Rural",474,0.8,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
969052,"Birdville Indep School Dist","HALTOM CITY","TX","Large","Suburban",23421,0.8,"Bandwidth Prospect",NA,"VST Services LP"
969057,"Bloomburg Indep School Dist","BLOOMBURG","TX","Small","Rural",256,0.8,"Not a Prospect","COLLECT-ED LLC","COLLECT-ED LLC"
969064,"Boerne Indep School District","BOERNE","TX","Medium","Rural",7444,0.5,"Fiber Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
969067,"Bonham Indep School District","BONHAM","TX","Small","Town",1726,0.8,"Not a Prospect",NA,"CRW Consulting"
969069,"Booker Indep School District","BOOKER","TX","Small","Rural",391,0.8,"Not a Prospect","Debbie Dempsay","Debbie Dempsay"
969073,"Bovina Indep School District","BOVINA","TX","Small","Rural",453,0.85,"Not a Prospect",NA,NA
969074,"Bowie Independent School District","BOWIE","TX","Small","Town",1615,0.7,"Potential Fiber Prospect",NA,NA
969076,"Boys Ranch Independent School District","BOYS RANCH","TX","Small","Rural",281,0.85,"Not a Prospect","VST Services LP","VST Services LP"
969081,"Breckenridge I.S.D.","BRECKENRIDGE","TX","Small","Town",1396,0.8,"Fiber Prospect",NA,"ESC Region 14"
969088,"Broaddus Indep School District","BROADDUS","TX","Small","Rural",399,0.8,"Not a Prospect","VST Services LP","VST Services LP"
969103,"Bruceville-Eddy School Dist","EDDY","TX","Small","Rural",761,0.8,"Support Project",NA,NA
969107,"Buckholts Indep School Dist","BUCKHOLTS","TX","Tiny","Rural",163,0.85,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
969110,"Buena Vista Indep School Dist","IMPERIAL","TX","Tiny","Rural",168,0.7,"Not a Prospect",NA,"Cathy Morton"
969114,"Buna Indep School District","BUNA","TX","Small","Rural",1419,0.7,"Not a Prospect",NA,"Erate Management Group"
969127,"Callisburg Indep School Dist","CALLISBURG","TX","Small","Rural",1103,0.7,"Not a Prospect","CRW Consulting","CRW Consulting"
969131,"Campbell Indep School District","CAMPBELL","TX","Small","Rural",356,0.8,"Not a Prospect",NA,NA
969133,"Canton Indep School District","CANTON","TX","Small","Town",2023,0.7,"Not a Prospect",NA,NA
969134,"Canutillo Independent School District","EL PASO","TX","Medium","Urban",5370,0.8,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
969136,"Carlisle Indep School District","HENDERSON","TX","Tiny","Rural",610,0.85,"Bandwidth Prospect",NA,NA
969160,"Chapel Hill Indep School Dist","TYLER","TX","Small","Rural",3358,0.8,"Potential Wi-Fi Prospect",NA,NA
969161,"Chapel Hill Indep School Dist","MOUNT PLEASANT","TX","Small","Rural",969,0.8,"Not a Prospect","COLLECT-ED LLC","COLLECT-ED LLC"
969164,"Cherokee Indep School District","CHEROKEE","TX","Tiny","Rural",113,0.8,"Not a Prospect","Milly Summy","Milly Summy"
969170,"Chilton Indep School District","CHILTON","TX","Tiny","Rural",453,0.85,"Not a Prospect",NA,NA
969171,"China Spring Independent School District","WACO","TX","Medium","Rural",2412,0.6,"Not a Prospect",NA,NA
969174,"Cisco Indep School District","CISCO","TX","Small","Town",830,0.8,"Not a Prospect","ESC Region 14","ESC Region 14"
969176,"Clarendon Indep School Dist","CLARENDON","TX","Small","Rural",452,0.8,"Not a Prospect",NA,"Cathy Morton"
969177,"Clarksville Indep School Dist","CLARKSVILLE","TX","Small","Town",547,0.85,"Not a Prospect",NA,NA
969179,"Claude Indep School District","CLAUDE","TX","Small","Rural",339,0.7,"Not a Prospect","ESC Region 14","ESC Region 14"
969181,"Cleburne Indep School District","CLEBURNE","TX","Medium","Rural",6290,0.8,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
969184,"Clifton Indep School District","CLIFTON","TX","Small","Town",1460,0.8,"Upgrade Project",NA,NA
969190,"Coleman Indep School District","COLEMAN","TX","Small","Town",869,0.8,"Fiber Prospect",NA,NA
969191,"Collinsville Indep School Dist","COLLINSVILLE","TX","Small","Rural",510,0.7,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
969192,"Colmesneil Indep School Dist","COLMESNEIL","TX","Small","Rural",379,0.8,"Not a Prospect","ESC Region 12 E-Rate Consulting","ESC Region 12 E-Rate Consulting"
969195,"Columbus Indep School District","COLUMBUS","TX","Small","Town",1559,0.8,"Closed Won Upgrade Project","E-Rate Consulting Specialists Inc","E-Rate Consulting Specialists Inc"
969204,"Como-Pickton Indep School Dist","COMO","TX","Tiny","Rural",723,0.8,"Not a Prospect",NA,"COLLECT-ED LLC"
969209,"Coolidge Indep School District","COOLIDGE","TX","Small","Rural",316,0.85,"Not a Prospect","ESC Region 12 E-Rate Consulting","ESC Region 12 E-Rate Consulting"
969212,"Lubbock-Cooper Isd","LUBBOCK","TX","Medium","Rural",5101,0.6,"Not a Prospect",NA,NA
969218,"Cotton Center Indep Sch Dist","COTTON CENTER","TX","Tiny","Rural",109,0.85,"Closed Won Upgrade Project",NA,"Cathy Morton"
969219,"Cotulla Indep School District","COTULLA","TX","Small","Town",1260,0.85,"Potential Wi-Fi Prospect",NA,"ESC Region 12 E-Rate Consulting"
969222,"Covington Isd","COVINGTON","TX","Tiny","Rural",272,NA,"Potential Wi-Fi Prospect",NA,"ESC Region 12 E-Rate Consulting"
969229,"Crockett Indep School District","CROCKETT","TX","Small","Town",1168,0.85,"Not a Prospect",NA,"Cathy Morton"
969231,"Cross Plains Indep School Dist","CROSS PLAINS","TX","Small","Rural",326,0.8,"Upgrade Project",NA,"ESC Region 14"
969233,"Cross Roads Indep Sch District","MALAKOFF","TX","Small","Rural",575,0.8,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
969238,"Culberson Co-Allamore Schools","VAN HORN","TX","Small","Rural",408,0.85,"Not a Prospect",NA,NA
969239,"Cumby Indep School District","CUMBY","TX","Small","Rural",359,0.8,"Not a Prospect","COLLECT-ED LLC","COLLECT-ED LLC"
969242,"Cypress-Fairbanks Independent School District","HOUSTON","TX","Mega","Suburban",109128,0.6,"Potential Wi-Fi Prospect","ESC Region 12 E-Rate Consulting","ESC Region 12 E-Rate Consulting"
969246,"Dalhart Indep School District","DALHART","TX","Small","Town",1668,0.8,"Not a Prospect",NA,NA
969248,"Damon Indep School District","DAMON","TX","Tiny","Rural",162,0.85,"Closed Won Upgrade Project",NA,"VST Services LP"
969251,"Darrouzett Ind School District","DARROUZETT","TX","Tiny","Rural",102,0.8,"Not a Prospect",NA,"Cathy Morton"
969253,"Dawson Indep School District","WELCH","TX","Tiny","Rural",157,0.7,"Not a Prospect","ESC Region 12 E-Rate Consulting","ESC Region 12 E-Rate Consulting"
969256,"De Leon Indep School District","DE LEON","TX","Small","Rural",606,0.8,"Closed Won Upgrade Project",NA,"ESC Region 14"
969260,"Del Valle Indep School Dist","DEL VALLE","TX","Medium","Rural",11112,0.85,"Potential Bandwidth Prospect","Avant Services","Avant Services"
969261,"Dell City Indep School Dist","DELL CITY","TX","Tiny","Rural",73,0.8,"Not a Prospect",NA,"Cathy Morton"
969267,"Detroit Indep School District","DETROIT","TX","Small","Rural",495,0.8,"Not a Prospect",NA,"COLLECT-ED LLC"
969272,"Dew Indep School District","TEAGUE","TX","Tiny","Rural",137,0.8,"Not a Prospect",NA,"ESC Region 12 E-Rate Consulting"
