bigram,count
"('mbps', '5')",2
"('procedures', 'usac')",2
"('frn', '1699077557')",2
"('mr1', 'spin')",2
"('process', 'correspondence')",2
"('order', 'add')",2
"('message', 'allowance')",2
"('processas', 'bidder')",2
"('frn', '1699116109')",2
"('10', 'one')",2
"('provided', 'shows')",2
"('funds', 'requested')",2
"('10', 'month')",2
"('frn', '1699111964')",2
"('lines', 'line')",2
"('frn', 'accordance')",2
"('message', 'service')",2
"('offering', 'determining')",2
"('nonrotary', 'restricted')",2
"('furthermore', 'director')",2
"('frn', '179915642')",2
"('notified', 'advance')",2
"('messaging', '0')",2
"('documentation', 'identifying')",2
"('dr3', 'review')",2
"('funding', 'state')",2
"('mandatory', '28')",2
"('proficient', 'telecom’s')",2
"('full', 'bill')",2
"('provider', '143029770')",2
"('provider', 'contactinformation')",2
"('nslp', 'modified')",2
"('due', 'lit')",2
"('proposal', 'sell')",2
"('nslp', 'students')",2
"('provider', 'competitive')",2
"('match', 'verification')",2
"('frn', 'fcc')",2
"('messaging', 'vendor')",2
"('matchmaker', '2')",2
"('dupage', 'area')",2
"('may', 'consider')",2
"('frn', '1699032399')",2
"('dupage', 'technology')",2
"('remote', 'call')",2
"('may', 'situations')",2
"('frn', '1699010929')",2
"('mobile', 'insurance')",2
"('frn', '1799044780')",2
"('mr1', 'total')",2
"('provider', 'data')",2
"('prior', 'end')",2
"('documentation', 'validating')",2
"('frn', '1699029624')",2
"('offering', 'cost')",2
"('dr3', 'service')",2
"('mbps', '100')",2
"('move', 'category')",2
"('frn', '17004786')",2
"('provider', '143034129')",2
"('number', 'devices')",2
"('prior', 'selecting')",2
"('order', 'evaluating')",2
"('dr3', 'vendor')",2
"('mary', 'early')",2
"('remove', 'cost')",2
"('provider', '143037005')",2
"('frn', '17007968')",2
"('15', '2016')",2
"('modified', '117')",2
"('documentation', 'demonstrating')",2
"('due', 'applicant')",2
"('governing', 'authority')",2
"('1', 'zayo')",2
"('provider', 'advance')",2
"('mr1', 'phone')",2
"('messaging', 'voice')",2
"('documents', 'able')",2
"('frn', '1699032499')",2
"('mbps', 'similar')",2
"('maintenance', 'internal')",2
"('maintenance', 'non')",2
"('documentation', 'requested')",2
"('occurred', 'bid')",2
"('funded', 'applications')",2
"('proposal', 'also')",2
"('local', 'education')",2
"('dr1', 'program')",2
"('process', 'must')",2
"('provided', 'applicant')",2
"('funding', 'behalf')",2
"('one', 'service')",2
"('llc', 'webby')",2
"('llc', 'violate')",2
"('provided', 'amendment')",2
"('funding', 'commitment')",2
"('one', 'products')",2
"('request', 'auto')",2
"('one', 'line')",2
"('llc', 'requested')",2
"('1', 'agree')",2
"('frn', 'posted')",2
"('meyers', 'representative')",2
"('llc', 'also')",2
"('min', 'storage')",2
"('local', 'law')",2
"('provide', 'without')",2
"('150', '00')",2
"('non', 'responsive')",2
"('frn', '1799045594')",2
"('100', 'mbps')",2
"('located', 'premise')",2
"('representative', 'serviceprovider')",2
"('15', 'phone')",2
"('frn', '17000407')",2
"('1', '225')",2
"('1', '215')",2
"('location', 'justified')",2
"('full', '60')",2
"('documentation', 'reviewed')",2
"('provide', 'service')",2
"('frn', '17000460')",2
"('1', '210')",2
"('frn', '17000491')",2
"('prospective', 'service')",2
"('non', 'listed')",2
"('frn', '17003098')",2
"('proposal', 'fcc')",2
"('frn', '17003684')",2
"('process', 'requests')",2
"('frn', '17003950')",2
"('request', 'appears')",2
"('1', '99')",2
"('frn', '1699123659')",2
"('process', 'dr2')",2
"('occur', 'close')",2
"('funding', 'puerto')",2
"('proof', 'non')",2
"('meetpoint', 'amount')",2
"('listed', 'funding')",2
"('modem', 'internet')",2
"('non', 'telecom')",2
"('frn', 'meet')",2
"('provided', 'responsive')",2
"('dr2', 'criteria')",2
"('documentation', 'mr1')",2
"('mainenance', 'non')",2
"('modem', 'service')",2
"('frn', '1799107272')",2
"('documentation', 'item')",2
"('listed', 'bus')",2
"('proposal', 'met')",2
"('mr1', 'entity')",2
"('productivity', 'center')",2
"('provided', 'school')",2
"('listed', '1')",2
"('guidance', 'state')",2
"('1', '234')",2
"('dr1', '17010564')",2
"('provided', 'created')",2
"('non', 'duplicative')",2
"('removed', 'frn')",2
"('documentation', 'potential')",2
"('process', 'indicated')",2
"('documentation', 'nslp')",2
"('frn', '1799092779')",2
"('non', 'eligible')",2
"('116', '58')",2
"('made', 'prior')",2
"('mr1', 'line')",2
"('listing', 'call')",2
"('minimum', 'commitment')",2
"('frn', 'mr1')",2
"('listing', 'business')",2
"('10', 'mbps')",2
"('listing', 'bus')",2
"('mail', '3rd')",2
"('listed', 'vendor')",2
"('request', 'call')",2
"('meet', 'state')",2
"('funding', 'public')",2
"('omitted', 'frn')",2
"('listed', 'referenced')",2
"('frn', 'service')",2
"('effective', 'compared')",2
"('number', 'mr1')",2
"('recognizes', 'city')",2
"('entity', '16081670')",2
"('posted', 'usac’s')",2
"('postmarked', 'received')",2
"('item', 'requested')",2
"('mr3', 'fcc')",2
"('modified', 'one')",2
"('item', 'school')",2
"('entity', '17000321')",2
"('ineligible', 'funding')",2
"('purposes', 'receiving')",2
"('entities', 'remain')",2
"('purpose', 'frn')",2
"('must', 'postmarked')",2
"('fcc', '471')",2
"('modified', 'remove')",2
"('item', 'proof')",2
"('entities', 'may')",2
"('entity', 'application')",2
"('question', 'could')",2
"('must', 'completed')",2
"('entity', 'building')",2
"('per', 'form')",2
"('must', 'cost')",2
"('factors', 'pre')",2
"('entity', '68659')",2
"('month', '887')",2
"('information', 'dr2')",2
"('receiving', 'e')",2
"('posted', 'form')",2
"('entity', '17008788')",2
"('month', '808')",2
"('modified', 'yes')",2
"('fcc', 'codified')",2
"('entities', 'listed')",2
"('143019354', 'fiber')",2
"('pr', 'statutory')",2
"('published', 'services')",2
"('must', 'therefore')",2
"('fcdl', 'program')",2
"('month', 'ineligibles')",2
"('published', 'non')",2
"('penalized', 'providing')",2
"('pre', 'commitment')",2
"('fccform', '470')",2
"('pre', 'discount')",2
"('provisioned', 'frn')",2
"('indicated', 'bid')",2
"('provision', 'voluntary')",2
"('penalize', 'time')",2
"('mr2', 'service')",2
"('modified', 'internet')",2
"('indicated', 'services')",2
"('item', 'service')",2
"('item', 'tariff')",2
"('mr3', 'establishing')",2
"('per', 'circuit')",2
"('item', 'switched')",2
"('ineligible', 'costs')",2
"('month', 'bid')",2
"('individualrepresenting', 'service')",2
"('individually', 'accounted')",2
"('fcc', 'requirement')",2
"('134', '02')",2
"('item', 'validation')",2
"('recover', 'fee')",2
"('indicates', 'bidders')",2
"('entities', '17010910')",2
"('pr', 'department')",2
"('entity', 'discount')",2
"('information', 'included')",2
"('entity', 'dupage')",2
"('municipality', 'san')",2
"('evaluation', 'primary')",2
"('multiple', 'service')",2
"('item', '1799006128')",2
"('phones', 'ineligible')",2
"('phone', 'voice')",2
"('month', '2')",2
"('item', '2017')",2
"('establishingform', '470')",2
"('insurance', 'premium')",2
"('received', 'absent')",2
"('population', 'closed')",2
"('item', '735')",2
"('item', 'amount')",2
"('portable', 'device')",2
"('points', 'download')",2
"('1', '614')",2
"('entity', 'entities')",2
"('143001192', 'amp')",2
"('involved', 'preparation')",2
"('evaluation', 'contains')",2
"('invoice', 'contract')",2
"('evaluation', 'criterions')",2
"('mtm', 'services')",2
"('evaluated', 'based')",2
"('item', '1699133245')",2
"('item', '1699133282')",2
"('evaluate', 'bid')",2
"('item', '1699133264')",2
"('multiple', 'competing')",2
"('ethernet', 'fiber')",2
"('point', 'scale')",2
"('points', 'criteria')",2
"('instance', 'proposal')",2
"('evaluation', 'shows')",2
"('item', 'centro')",2
"('extensions', 'therefore')",2
"('information', 'requested')",2
"('exorbitant', 'cannot')",2
"('performed', 'webby')",2
"('entity', 'mr1')",2
"('expiration', 'mandatory')",2
"('extension', 'violation')",2
"('item', 'head')",2
"('inquiries', 'fiber')",2
"('item', 'independent')",2
"('face', 'cost')",2
"('received', 'selected')",2
"('entity', 'file')",2
"('must', 'carefully')",2
"('entity', 'fccform')",2
"('received', 'interconnected')",2
"('information', 'services')",2
"('item', 'eligible')",2
"('item', 'duplication')",2
"('exempt', 'requirement')",2
"('excluding', 'data')",2
"('month', '8')",2
"('entity', 'utilized')",2
"('rate', '50')",2
"('month', '796')",2
"('received', 'earlier')",2
"('period', 'frn')",2
"('item', 'copy')",2
"('period', 'occur')",2
"('month', '552')",2
"('exceeds', 'number')",2
"('initiated', 'bidding')",2
"('independent', 'status')",2
"('enrolled', 'students')",2
"('duplication', 'services')",2
"('however', 'products')",2
"('effective', 'absent')",2
"('100', 'point')",2
"('foreign', 'listing')",2
"('hub', 'site')",2
"('number', 'users')",2
"('monthly', 'late')",2
"('however', 'failed')",2
"('prices', 'two')",2
"('library', 'entity')",2
"('pricing', 'based')",2
"('education', 'states')",2
"('education', 'stated')",2
"('form', 'current')",2
"('education', 'governing')",2
"('force', 'funding')",2
"('evaluating', 'bids')",2
"('pricing', 'voice')",2
"('hunting', 'inside')",2
"('regional', 'network')",2
"('legal', 'division')",2
"('monthly', '905')",2
"('modified', '183')",2
"('following', 'category')",2
"('hunting', 'late')",2
"('effective', 'service')",2
"('effective', 'dr2')",2
"('letter', 'fcdl')",2
"('monthly', 'cost')",2
"('provider', 'state')",2
"('prices', 'submitted')",2
"('effective', 'instance')",2
"('effective', 'entities')",2
"('education', 'dr2')",2
"('education', 'consistent')",2
"('payment', 'fee')",2
"('health', 'check')",2
"('provider', 'eligible')",2
"('overlapping', 'current')",2
"('frn', '16072034')",2
"('number', 'name')",2
"('earlier', 'date')",2
"('line', '4')",2
"('relevant', 'factors')",2
"('line', '3')",2
"('prior', 'allowable')",2
"('113', '485')",2
"('duplicative', 'service')",2
"('messaging', 'service')",2
"('messaging', 'services')",2
"('remain', 'ineligible')",2
"('early', 'learning')",2
"('frn', '16054648')",2
"('education', 'commonwealth')",2
"('number', 'requested')",2
"('education', 'authorized')",2
"('hotspots', 'justified')",2
"('messaging', 'data')",2
"('new', 'product')",2
"('likewise', 'time')",2
"('ed', 'center')",2
"('provider', 'participates')",2
"('line', '20')",2
"('high', 'speed')",2
"('provider', 'frn')",2
"('pablo', 'valentín')",2
"('high', 'school')",2
"('free', 'canada')",2
"('free', 'charge')",2
"('either', 'fcc')",2
"('providerfor', 'frn')",2
"('143037005', 'charter')",2
"('includes', 'connection')",2
"('kairos', 'entity')",2
"('present', 'extenuating')",2
"('eligible', 'line')",2
"('fee', 'voicemail')",2
"('fiber', 'agree')",2
"('mr2', 'new')",2
"('included', 'pricing')",2
"('reduced', '20')",2
"('eligible', 'entities')",2
"('kairos', 'ii')",2
"('eligible', 'element')",2
"('key', 'nonrotary')",2
"('143029770', 'telepacific')",2
"('l', 'c')",2
"('eligible', 'monthly')",2
"('eligible', 'services')",2
"('filing', 'window')",2
"('items', 'vendor')",2
"('items', 'frn')",2
"('end', '28')",2
"('items', 'quantity')",2
"('pattern', 'analysis')",2
"('email', 'school')",2
"('providing', 'dedicated')",2
"('party', 'purchases')",2
"('fee', 'toll')",2
"('premise', 'ineligible')",2
"('preparation', 'certification')",2
"('josh', 'meyers')",2
"('juan', 'eligible')",2
"('fee', 'router')",2
"('juan', 'local')",2
"('modified', 'bens')",2
"('l', 'l')",2
"('included', 'fcc')",2
"('lease', 'option')",2
"('lease', 'dark')",2
"('providers', 'either')",2
"('identifying', 'cost')",2
"('modified', '250')",2
"('network', 'internet')",2
"('network', 'substantially')",2
"('143034129', 'star2star')",2
"('pri', 'full')",2
"('file', 'e')",2
"('networks', 'l')",2
"('elementary', 'education')",2
"('price', 'services')",2
"('filed', 'puerto')",2
"('providers', 'applicants')",2
"('fiber', 'transport')",2
"('fiber', 'technologies')",2
"('fiber', 'services')",2
"('lea', 'therefore')",2
"('ld', 'telephone')",2
"('needed', 'verify')",2
"('messaging', 'agree')",2
"('1', 'internet')",2
"('mr2', 'monthly')",2
"('modified', '6')",2
"('include', 'extension')",2
"('law', 'definitions')",2
"('include', 'internal')",2
"('law', '40')",2
"('providers', 'location')",2
"('modified', '820')",2
"('naperville', 'entity')",2
"('item', '001')",2
"('consideration', 'school')",2
"('telepacific', 'communications')",2
"('applicant’s', 'hub')",2
"('00', 'otc')",2
"('stated', 'may')",2
"('stated', 'entity')",2
"('234', '70')",2
"('applicant', 'site')",2
"('applicant', 'selecting')",2
"('unable', 'process')",2
"('225', '41')",2
"('applicant', 'post')",2
"('unit', 'ineligible')",2
"('applicant', 'must')",2
"('telecom’s', 'bid')",2
"('502', '31')",2
"('state', 'selecting')",2
"('applicant', 'move')",2
"('applicant', 'included')",2
"('1699010929', 'dark')",2
"('service', 'ben')",2
"('service', 'billed')",2
"('service', 'campus')",2
"('state', 'regional')",2
"('appears', 'operational')",2
"('state', 'puerto')",2
"('24', '95')",2
"('violate', 'rulerequirement')",2
"('5', '318')",2
"('50', 'mbps')",2
"('voice', 'cellular')",2
"('service', '16')",2
"('states', 'local')",2
"('voc', 'ed')",2
"('17004786', '17004788')",2
"('asked', 'clarify')",2
"('17004788', 'meet')",2
"('service', '18')",2
"('5', '690')",2
"('25', '2016')",2
"('service', '2')",2
"('violation', 'specifically')",2
"('area', 'voc')",2
"('apply', 'purposes')",2
"('applications', 'filed')",2
"('application', 'puerto')",2
"('application', 'hosting')",2
"('violates', 'fcc')",2
"('application', 'asked')",2
"('application', '171041363')",2
"('service', '32')",2
"('stated', 'specs')",2
"('50', 'agree')",2
"('service', 'contractual')",2
"('state', 'pr')",2
"('university', 'meet')",2
"('service', 'directory')",2
"('17010982', '17010985')",2
"('17010985', '17010986')",2
"('17010986', '17010988')",2
"('17010988', '17010989')",2
"('17010989', '17010990')",2
"('17010990', '17011094')",2
"('service', 'made')",2
"('service', 'match')",2
"('17010992', '17011096')",2
"('17011090', '17011091')",2
"('service', 'mismatch')",2
"('17011091', '17010980')",2
"('service', 'mobile')",2
"('17011093', '17010982')",2
"('17011094', '17011095')",2
"('start', 'municipality')",2
"('17011095', '17010992')",2
"('17011096', '17011097')",2
"('17011097', '17011098')",2
"('17011098', '17011099')",2
"('service', 'nationwide')",2
"('17011099', '17011104')",2
"('star2star', 'communications')",2
"('17010980', '17011093')",2
"('service', 'includes')",2
"('17010978', '17011090')",2
"('210', '70')",2
"('service', 'dr2')",2
"('17007968', 'eligible')",2
"('analysis', 'leased')",2
"('analysis', 'information')",2
"('215', '41')",2
"('213', 'agree')",2
"('state', 'education')",2
"('17008786', 'eligible')",2
"('17008788', 'centro')",2
"('17008813', 'meet')",2
"('service', 'fcc')",2
"('17010977', '17010978')",2
"('amp', 'frn')",2
"('amp', 'corp')",2
"('amp', 'cellular')",2
"('service', 'feature')",2
"('52', 'service')",2
"('amp', '002')",2
"('17010564', 'head')",2
"('service', 'foreign')",2
"('17010910', '17010975')",2
"('17010975', '17010977')",2
"('voice', 'excluding')",2
"('service', '10')",2
"('amendment', 'rfp')",2
"('471', 'submitted')",2
"('16080423', 'agree')",2
"('16080423', 'ben')",2
"('16080475', '16080476')",2
"('schools', 'furthermore')",2
"('16080476', '17002252')",2
"('bidders', 'evaluated')",2
"('16080477', '16080423')",2
"('16080478', '16080477')",2
"('26', 'per')",2
"('bidder', 'cannot')",2
"('tri', 'county')",2
"('16081670', 'closed')",2
"('bid', 'two')",2
"('bid', 'selection')",2
"('16082457', 'st')",2
"('trk', 'features')",2
"('bid', 'review')",2
"('bid', 'response')",2
"('bid', 'proposal')",2
"('bid', 'proficient')",2
"('bid', 'period')",2
"('vpn', 'ineligible')",2
"('schools', 'puerto')",2
"('48', 'service')",2
"('bidding', 'documentation')",2
"('separately', 'agree')",2
"('7', '29')",2
"('submitted', 'must')",2
"('transport', 'program')",2
"('broadband', 'service')",2
"('submitted', 'expiration')",2
"('treated', 'frn')",2
"('submitted', 'bid')",2
"('warner', 'cable')",2
"('471', 'filing')",2
"('bridges', '471')",2
"('471', 'form')",2
"('school', 'notified')",2
"('471', 'mr3')",2
"('471', 'narrative')",2
"('school', 'requesting')",2
"('binghamton', 'university')",2
"('school', 'seeking')",2
"('billed', 'separately')",2
"('school', 'service')",2
"('school', 'shows')",2
"('bids', 'provided')",2
"('bids', 'prospective')",2
"('bids', 'chose')",2
"('bidding', 'processas')",2
"('048', '95')",2
"('student', 'population')",2
"('schools', 'secretary')",2
"('bid', 'must')",2
"('seeking', 'internet')",2
"('00', '45')",2
"('based', '100')",2
"('seeking', 'school')",2
"('voice', 'pots')",2
"('5', '2')",2
"('statutory', 'requirements')",2
"('voice', 'lines')",2
"('selecting', 'provider')",2
"('awarded', 'full')",2
"('awarded', '18')",2
"('available', 'commercially')",2
"('available', 'commercial')",2
"('auto', 'attendant')",2
"('authorized', 'apply')",2
"('authority', 'puerto')",2
"('sell', 'prices')",2
"('authority', '16051553')",2
"('006', '98')",2
"('attendant', 'phones')",2
"('sent', 'email')",2
"('voice', 'line')",2
"('two', 'fcc')",2
"('storage', 'listed')",2
"('5', '10')",2
"('based', 'specific')",2
"('seat', 'education')",2
"('schools', 'state')",2
"('bid', 'meetpoint')",2
"('bid', 'determined')",2
