,frn,fcdl_comment_cleaned,fcdl_comment_array,trigram_array,fixed_category
212,1699049273,dr1 funding request denied result cost effectiveness review determined request cellular service justified cost effective required fcc rules mobile broadband mifi unlimited wi police fire protection ineligible,"['dr1', 'funding', 'request', 'denied', 'result', 'cost', 'effectiveness', 'review', 'determined', 'request', 'cellular', 'service', 'justified', 'cost', 'effective', 'required', 'fcc', 'rules', 'mobile', 'broadband', 'mifi', 'unlimited', 'wi', 'police', 'fire', 'protection', 'ineligible']","Counter({('dr1', 'funding', 'request'): 1, ('funding', 'request', 'denied'): 1, ('request', 'denied', 'result'): 1, ('denied', 'result', 'cost'): 1, ('result', 'cost', 'effectiveness'): 1, ('cost', 'effectiveness', 'review'): 1, ('effectiveness', 'review', 'determined'): 1, ('review', 'determined', 'request'): 1, ('determined', 'request', 'cellular'): 1, ('request', 'cellular', 'service'): 1, ('cellular', 'service', 'justified'): 1, ('service', 'justified', 'cost'): 1, ('justified', 'cost', 'effective'): 1, ('cost', 'effective', 'required'): 1, ('effective', 'required', 'fcc'): 1, ('required', 'fcc', 'rules'): 1, ('fcc', 'rules', 'mobile'): 1, ('rules', 'mobile', 'broadband'): 1, ('mobile', 'broadband', 'mifi'): 1, ('broadband', 'mifi', 'unlimited'): 1, ('mifi', 'unlimited', 'wi'): 1, ('unlimited', 'wi', 'police'): 1, ('wi', 'police', 'fire'): 1, ('police', 'fire', 'protection'): 1, ('fire', 'protection', 'ineligible'): 1})",
219,1699020898,dr1 frn denied since frn requesting maintenance operation associated self provisioned fiber request denied,"['dr1', 'frn', 'denied', 'since', 'frn', 'requesting', 'maintenance', 'operation', 'associated', 'self', 'provisioned', 'fiber', 'request', 'denied']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'since'): 1, ('denied', 'since', 'frn'): 1, ('since', 'frn', 'requesting'): 1, ('frn', 'requesting', 'maintenance'): 1, ('requesting', 'maintenance', 'operation'): 1, ('maintenance', 'operation', 'associated'): 1, ('operation', 'associated', 'self'): 1, ('associated', 'self', 'provisioned'): 1, ('self', 'provisioned', 'fiber'): 1, ('provisioned', 'fiber', 'request'): 1, ('fiber', 'request', 'denied'): 1})",
246,1699029639,dr1 6 22 2017 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '6', '22', '2017', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '6', '22'): 1, ('6', '22', '2017'): 1, ('22', '2017', 'application'): 1, ('2017', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
247,1699029649,dr1 6 22 2017 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '6', '22', '2017', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '6', '22'): 1, ('6', '22', '2017'): 1, ('22', '2017', 'application'): 1, ('2017', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
248,1699029659,dr1 6 22 2017 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '6', '22', '2017', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '6', '22'): 1, ('6', '22', '2017'): 1, ('22', '2017', 'application'): 1, ('2017', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
252,1699053609,dr1 contract new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied,"['dr1', 'contract', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied']","Counter({('dr1', 'contract', 'new'): 1, ('contract', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1})",
253,1699053629,dr1 contract new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied,"['dr1', 'contract', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied']","Counter({('dr1', 'contract', 'new'): 1, ('contract', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1})",
254,1699053643,dr1 contract new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied,"['dr1', 'contract', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied']","Counter({('dr1', 'contract', 'new'): 1, ('contract', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1})",
255,1699102842,dr1 contract new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied,"['dr1', 'contract', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied']","Counter({('dr1', 'contract', 'new'): 1, ('contract', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1})",
256,1699102898,dr1 contract new service signed entered prior expiration required 28 day waiting period computed date posting fcc form 470 usac’s web site violates program rules since requirement met frn denied,"['dr1', 'contract', 'new', 'service', 'signed', 'entered', 'prior', 'expiration', 'required', '28', 'day', 'waiting', 'period', 'computed', 'date', 'posting', 'fcc', 'form', '470', 'usac’s', 'web', 'site', 'violates', 'program', 'rules', 'since', 'requirement', 'met', 'frn', 'denied']","Counter({('dr1', 'contract', 'new'): 1, ('contract', 'new', 'service'): 1, ('new', 'service', 'signed'): 1, ('service', 'signed', 'entered'): 1, ('signed', 'entered', 'prior'): 1, ('entered', 'prior', 'expiration'): 1, ('prior', 'expiration', 'required'): 1, ('expiration', 'required', '28'): 1, ('required', '28', 'day'): 1, ('28', 'day', 'waiting'): 1, ('day', 'waiting', 'period'): 1, ('waiting', 'period', 'computed'): 1, ('period', 'computed', 'date'): 1, ('computed', 'date', 'posting'): 1, ('date', 'posting', 'fcc'): 1, ('posting', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'usac’s'): 1, ('470', 'usac’s', 'web'): 1, ('usac’s', 'web', 'site'): 1, ('web', 'site', 'violates'): 1, ('site', 'violates', 'program'): 1, ('violates', 'program', 'rules'): 1, ('program', 'rules', 'since'): 1, ('rules', 'since', 'requirement'): 1, ('since', 'requirement', 'met'): 1, ('requirement', 'met', 'frn'): 1, ('met', 'frn', 'denied'): 1})",
260,1699144523,dr1 new frn split frn 1699032499 frn denied product service requested ineligible items cannot receive funding frn contains following ineligible product service additional listing bus 2 caller id bus mr1 new frn split frn 1699032399 new frn contains following product service additional listing business 2 caller id bus,"['dr1', 'new', 'frn', 'split', 'frn', '1699032499', 'frn', 'denied', 'product', 'service', 'requested', 'ineligible', 'items', 'cannot', 'receive', 'funding', 'frn', 'contains', 'following', 'ineligible', 'product', 'service', 'additional', 'listing', 'bus', '2', 'caller', 'id', 'bus', 'mr1', 'new', 'frn', 'split', 'frn', '1699032399', 'new', 'frn', 'contains', 'following', 'product', 'service', 'additional', 'listing', 'business', '2', 'caller', 'id', 'bus']","Counter({('new', 'frn', 'split'): 2, ('frn', 'split', 'frn'): 2, ('frn', 'contains', 'following'): 2, ('product', 'service', 'additional'): 2, ('service', 'additional', 'listing'): 2, ('2', 'caller', 'id'): 2, ('caller', 'id', 'bus'): 2, ('dr1', 'new', 'frn'): 1, ('split', 'frn', '1699032499'): 1, ('frn', '1699032499', 'frn'): 1, ('1699032499', 'frn', 'denied'): 1, ('frn', 'denied', 'product'): 1, ('denied', 'product', 'service'): 1, ('product', 'service', 'requested'): 1, ('service', 'requested', 'ineligible'): 1, ('requested', 'ineligible', 'items'): 1, ('ineligible', 'items', 'cannot'): 1, ('items', 'cannot', 'receive'): 1, ('cannot', 'receive', 'funding'): 1, ('receive', 'funding', 'frn'): 1, ('funding', 'frn', 'contains'): 1, ('contains', 'following', 'ineligible'): 1, ('following', 'ineligible', 'product'): 1, ('ineligible', 'product', 'service'): 1, ('additional', 'listing', 'bus'): 1, ('listing', 'bus', '2'): 1, ('bus', '2', 'caller'): 1, ('id', 'bus', 'mr1'): 1, ('bus', 'mr1', 'new'): 1, ('mr1', 'new', 'frn'): 1, ('split', 'frn', '1699032399'): 1, ('frn', '1699032399', 'new'): 1, ('1699032399', 'new', 'frn'): 1, ('new', 'frn', 'contains'): 1, ('contains', 'following', 'product'): 1, ('following', 'product', 'service'): 1, ('additional', 'listing', 'business'): 1, ('listing', 'business', '2'): 1, ('business', '2', 'caller'): 1})",
261,1699144523,dr1 new frn split frn 1699032499 frn denied product service requested ineligible items cannot receive funding frn contains following ineligible product service additional listing bus 2 caller id bus mr1 new frn split frn 1699032399 new frn contains following product service additional listing business 2 caller id bus,"['dr1', 'new', 'frn', 'split', 'frn', '1699032499', 'frn', 'denied', 'product', 'service', 'requested', 'ineligible', 'items', 'cannot', 'receive', 'funding', 'frn', 'contains', 'following', 'ineligible', 'product', 'service', 'additional', 'listing', 'bus', '2', 'caller', 'id', 'bus', 'mr1', 'new', 'frn', 'split', 'frn', '1699032399', 'new', 'frn', 'contains', 'following', 'product', 'service', 'additional', 'listing', 'business', '2', 'caller', 'id', 'bus']","Counter({('new', 'frn', 'split'): 2, ('frn', 'split', 'frn'): 2, ('frn', 'contains', 'following'): 2, ('product', 'service', 'additional'): 2, ('service', 'additional', 'listing'): 2, ('2', 'caller', 'id'): 2, ('caller', 'id', 'bus'): 2, ('dr1', 'new', 'frn'): 1, ('split', 'frn', '1699032499'): 1, ('frn', '1699032499', 'frn'): 1, ('1699032499', 'frn', 'denied'): 1, ('frn', 'denied', 'product'): 1, ('denied', 'product', 'service'): 1, ('product', 'service', 'requested'): 1, ('service', 'requested', 'ineligible'): 1, ('requested', 'ineligible', 'items'): 1, ('ineligible', 'items', 'cannot'): 1, ('items', 'cannot', 'receive'): 1, ('cannot', 'receive', 'funding'): 1, ('receive', 'funding', 'frn'): 1, ('funding', 'frn', 'contains'): 1, ('contains', 'following', 'ineligible'): 1, ('following', 'ineligible', 'product'): 1, ('ineligible', 'product', 'service'): 1, ('additional', 'listing', 'bus'): 1, ('listing', 'bus', '2'): 1, ('bus', '2', 'caller'): 1, ('id', 'bus', 'mr1'): 1, ('bus', 'mr1', 'new'): 1, ('mr1', 'new', 'frn'): 1, ('split', 'frn', '1699032399'): 1, ('frn', '1699032399', 'new'): 1, ('1699032399', 'new', 'frn'): 1, ('new', 'frn', 'contains'): 1, ('contains', 'following', 'product'): 1, ('following', 'product', 'service'): 1, ('additional', 'listing', 'business'): 1, ('listing', 'business', '2'): 1, ('business', '2', 'caller'): 1})",
263,1699033416,dr1 frn denied due documentation provided response request,"['dr1', 'frn', 'denied', 'due', 'documentation', 'provided', 'response', 'request']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'due'): 1, ('denied', 'due', 'documentation'): 1, ('due', 'documentation', 'provided'): 1, ('documentation', 'provided', 'response'): 1, ('provided', 'response', 'request'): 1})",
276,1699036663,dr1 contract expiration date current fcc form 471 different contract expiration date reported previous year fcc form 471 identical contract indicates contract extended without extension requested referenced fcc form 470 rfp applicable violation program rules therefore frn denied,"['dr1', 'contract', 'expiration', 'date', 'current', 'fcc', 'form', '471', 'different', 'contract', 'expiration', 'date', 'reported', 'previous', 'year', 'fcc', 'form', '471', 'identical', 'contract', 'indicates', 'contract', 'extended', 'without', 'extension', 'requested', 'referenced', 'fcc', 'form', '470', 'rfp', 'applicable', 'violation', 'program', 'rules', 'therefore', 'frn', 'denied']","Counter({('contract', 'expiration', 'date'): 2, ('fcc', 'form', '471'): 2, ('dr1', 'contract', 'expiration'): 1, ('expiration', 'date', 'current'): 1, ('date', 'current', 'fcc'): 1, ('current', 'fcc', 'form'): 1, ('form', '471', 'different'): 1, ('471', 'different', 'contract'): 1, ('different', 'contract', 'expiration'): 1, ('expiration', 'date', 'reported'): 1, ('date', 'reported', 'previous'): 1, ('reported', 'previous', 'year'): 1, ('previous', 'year', 'fcc'): 1, ('year', 'fcc', 'form'): 1, ('form', '471', 'identical'): 1, ('471', 'identical', 'contract'): 1, ('identical', 'contract', 'indicates'): 1, ('contract', 'indicates', 'contract'): 1, ('indicates', 'contract', 'extended'): 1, ('contract', 'extended', 'without'): 1, ('extended', 'without', 'extension'): 1, ('without', 'extension', 'requested'): 1, ('extension', 'requested', 'referenced'): 1, ('requested', 'referenced', 'fcc'): 1, ('referenced', 'fcc', 'form'): 1, ('fcc', 'form', '470'): 1, ('form', '470', 'rfp'): 1, ('470', 'rfp', 'applicable'): 1, ('rfp', 'applicable', 'violation'): 1, ('applicable', 'violation', 'program'): 1, ('violation', 'program', 'rules'): 1, ('program', 'rules', 'therefore'): 1, ('rules', 'therefore', 'frn'): 1, ('therefore', 'frn', 'denied'): 1})",
285,1699037367,dr1 frn denied due competitive bidding violation msd lawrence township failed respond potential bidders violation program rules,"['dr1', 'frn', 'denied', 'due', 'competitive', 'bidding', 'violation', 'msd', 'lawrence', 'township', 'failed', 'respond', 'potential', 'bidders', 'violation', 'program', 'rules']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'due'): 1, ('denied', 'due', 'competitive'): 1, ('due', 'competitive', 'bidding'): 1, ('competitive', 'bidding', 'violation'): 1, ('bidding', 'violation', 'msd'): 1, ('violation', 'msd', 'lawrence'): 1, ('msd', 'lawrence', 'township'): 1, ('lawrence', 'township', 'failed'): 1, ('township', 'failed', 'respond'): 1, ('failed', 'respond', 'potential'): 1, ('respond', 'potential', 'bidders'): 1, ('potential', 'bidders', 'violation'): 1, ('bidders', 'violation', 'program'): 1, ('violation', 'program', 'rules'): 1})",
286,1699038152,dr1 9 1 2016 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004 mr1 quantity frn line item 1 modified 1 6 agree applicant documentation,"['dr1', '9', '1', '2016', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004', 'mr1', 'quantity', 'frn', 'line', 'item', '1', 'modified', '1', '6', 'agree', 'applicant', 'documentation']","Counter({('dr1', '9', '1'): 1, ('9', '1', '2016'): 1, ('1', '2016', 'application'): 1, ('2016', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1, ('13', '2004', 'mr1'): 1, ('2004', 'mr1', 'quantity'): 1, ('mr1', 'quantity', 'frn'): 1, ('quantity', 'frn', 'line'): 1, ('frn', 'line', 'item'): 1, ('line', 'item', '1'): 1, ('item', '1', 'modified'): 1, ('1', 'modified', '1'): 1, ('modified', '1', '6'): 1, ('1', '6', 'agree'): 1, ('6', 'agree', 'applicant'): 1, ('agree', 'applicant', 'documentation'): 1})",
305,1699041334,dr1 winning vendor selected accordance vendor evaluation process described rfp rpf indicated “proposals received time date 2 15 2016 considered ” adhere criteria vendor selection process therefore frn denied,"['dr1', 'winning', 'vendor', 'selected', 'accordance', 'vendor', 'evaluation', 'process', 'described', 'rfp', 'rpf', 'indicated', '“proposals', 'received', 'time', 'date', '2', '15', '2016', 'considered', '”', 'adhere', 'criteria', 'vendor', 'selection', 'process', 'therefore', 'frn', 'denied']","Counter({('dr1', 'winning', 'vendor'): 1, ('winning', 'vendor', 'selected'): 1, ('vendor', 'selected', 'accordance'): 1, ('selected', 'accordance', 'vendor'): 1, ('accordance', 'vendor', 'evaluation'): 1, ('vendor', 'evaluation', 'process'): 1, ('evaluation', 'process', 'described'): 1, ('process', 'described', 'rfp'): 1, ('described', 'rfp', 'rpf'): 1, ('rfp', 'rpf', 'indicated'): 1, ('rpf', 'indicated', '“proposals'): 1, ('indicated', '“proposals', 'received'): 1, ('“proposals', 'received', 'time'): 1, ('received', 'time', 'date'): 1, ('time', 'date', '2'): 1, ('date', '2', '15'): 1, ('2', '15', '2016'): 1, ('15', '2016', 'considered'): 1, ('2016', 'considered', '”'): 1, ('considered', '”', 'adhere'): 1, ('”', 'adhere', 'criteria'): 1, ('adhere', 'criteria', 'vendor'): 1, ('criteria', 'vendor', 'selection'): 1, ('vendor', 'selection', 'process'): 1, ('selection', 'process', 'therefore'): 1, ('process', 'therefore', 'frn'): 1, ('therefore', 'frn', 'denied'): 1})",
