,text,count,category_arrays
913,kairos,4,[]
914,juan,4,[]
915,08,4,"['Category 2 budget exceeded', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Applicant ineligible', 'Missing documentation needed to determine eligible service', 'c']"
916,116,4,[]
917,feature,4,['Competitive Bidding Violation']
918,features,4,[]
919,tier,4,[]
920,frontier,4,[]
921,implementation,4,[]
922,decreased,4,[]
923,decision,4,[]
924,cox,4,['Voice - no discount remaining']
925,120,4,[]
926,021,4,['Missing documentation needed to determine eligible service']
927,16075783,4,['Applicant ineligible']
928,reference,4,"['Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service']"
929,154,4,[]
930,recognized,4,[]
931,similar,4,['Competitive Bidding Violation - price not primary factor']
932,143046663,4,[]
933,16080423,4,[]
934,buses,4,[]
935,published,4,[]
936,case,4,[]
937,16083172,4,[]
938,children,4,[]
939,cites,4,[]
940,commonwealth,4,[]
941,pr,4,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Missing form 470', 'Voice - no discount remaining', 'Duplicate FRN', 'Red light rule violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'c']"
942,037,4,[]
943,policy,4,[]
944,conferencing,4,['Ineligible Service']
945,consideration,4,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
946,percentage,4,[]
947,139,4,[]
948,utilization,4,[]
949,correspondence,4,['Competitive Bidding Violation - price not primary factor']
950,user,4,[]
951,violating,4,[]
952,17006371,4,[]
953,17006358,4,[]
954,17006403,4,[]
955,17006415,4,[]
956,17006336,4,[]
957,17006414,4,[]
958,17006413,4,[]
959,17006412,4,[]
960,17006362,4,[]
961,17006411,4,[]
962,17006332,4,[]
963,520,4,['470 / 471 Mismatch']
964,17006410,4,[]
965,17006354,4,[]
966,17006409,4,[]
967,743,4,[]
968,17008909,4,[]
969,17006337,4,[]
970,35,4,"['Competitive Bidding Violation', 'Category 2 budget exceeded']"
971,17009994,4,[]
972,17006408,4,[]
973,17006369,4,[]
974,17006406,4,[]
975,196,4,[]
976,17006366,4,[]
977,17006365,4,[]
978,17006417,4,[]
979,215,4,[]
980,66,4,"['470 / 471 Mismatch', 'Category 2 budget exceeded']"
981,17006425,4,[]
982,17006431,4,[]
983,17006430,4,[]
984,17006429,4,[]
985,17006428,4,[]
986,17006427,4,[]
987,17006352,4,[]
988,17006433,4,[]
989,17006434,4,[]
990,17006351,4,[]
991,17006426,4,[]
992,17006424,4,[]
993,314,4,[]
994,17007194,4,[]
995,17006350,4,[]
996,17006335,4,[]
997,57,4,"['Applicant ineligible', 'Category 2 budget exceeded', 'Missing documentation needed to determine eligible service']"
998,17006423,4,[]
999,17006353,4,[]
1000,17006422,4,[]
1001,17006333,4,[]
1002,17006420,4,[]
1003,17006419,4,[]
1004,17006405,4,[]
1005,250,4,"['Category 2 budget exceeded', 'Ineligible Service']"
1006,17006383,4,[]
1007,17006386,4,[]
1008,17006382,4,[]
1009,436,4,[]
1010,17006361,4,[]
1011,17006379,4,[]
1012,17006380,4,[]
1013,17006357,4,[]
1014,17006360,4,[]
1015,3rd,4,[]
1016,17006349,4,[]
1017,17006359,4,[]
1018,77,4,['Missing documentation to determin competitive bidding']
1019,17006381,4,[]
1020,17006356,4,[]
1021,17006385,4,[]
1022,17006341,4,[]
1023,17006402,4,[]
1024,39,4,"['Category 2 budget exceeded', 'Ineligible Service', 'Missing documentation needed to determine eligible service']"
1025,17006394,4,[]
1026,17006375,4,[]
1027,445,4,[]
1028,17006364,4,[]
1029,17006338,4,[]
1030,17006340,4,[]
1031,17006398,4,[]
1032,17006396,4,[]
1033,2019,4,[]
1034,17006388,4,[]
1035,17006342,4,[]
1036,44,4,"['Category 2 budget exceeded', 'Ineligible Service', '470 / 471 Mismatch']"
1037,17006384,4,[]
1038,17006378,4,[]
1039,17006391,4,[]
1040,17006390,4,[]
1041,560,3,['Missing documentation needed to determine eligible service']
1042,calling,3,['Competitive Bidding Violation']
1043,quality,3,[]
1044,purposes,3,[]
1045,garvanza,3,[]
1046,55,3,"['Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - 28 day failure', 'Ineligible Service', 'Category 2 budget exceeded']"
1047,provision,3,['470 / 471 Mismatch']
1048,1799044780,3,[]
1049,143025240,3,[]
1050,scores,3,[]
1051,hosting,3,[]
1052,irving,3,[]
1053,inwood,3,[]
1054,troika,3,[]
1055,5d15,3,[]
1056,directly,3,[]
1057,return,3,[]
1058,ruled,3,[]
1059,doc,3,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Missing form 470', 'Red light rule violation', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded', 'Fiber review failure', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'c']"
1060,baumgart,3,[]
1061,indicate,3,"['Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service', 'Competitive Bidding Violation - price not primary factor']"
1062,408,3,['Category 2 budget exceeded']
1063,17006592,3,[]
1064,160041565,3,[]
1065,bidder,3,"['Competitive Bidding Violation', 'Competitive Bidding Violation - 28 day failure', 'Competitive Bidding Violation - price not primary factor']"
1066,tiers,3,[]
1067,hotspot,3,['Missing documentation needed to determine eligible service']
1068,scored,3,[]
1069,protection,3,[]
1070,17008114,3,[]
1071,funded,3,[]
1072,commercial,3,['Competitive Bidding Violation - price not primary factor']
1073,regional,3,[]
1074,corp,3,[]
1075,status,3,['Missing documentation needed to determine eligible service']
1076,clarification,3,[]
1077,jon,3,[]
1078,349,3,['470 / 471 Mismatch']
1079,combined,3,['Competitive Bidding Violation - price not primary factor']
1080,cordillera,3,[]
1081,commercially,3,['Competitive Bidding Violation - price not primary factor']
1082,17003098,3,['Applicant ineligible']
1083,extensions,3,[]
1084,502,3,['Missing documentation needed to determine eligible service']
1085,356,3,[]
1086,relying,3,[]
1087,360,3,[]
1088,4g,3,[]
1089,49,3,"['Competitive Bidding Violation', 'Ineligible Service', 'Category 2 budget exceeded', '470 / 471 Mismatch']"
1090,excessive,3,['Competitive Bidding Violation - specified vendor in 470']
1091,circuit,3,[]
1092,fifth,3,[]
1093,duplication,3,[]
1094,forwarding,3,[]
1095,tdm,3,[]
1096,rather,3,[]
1097,tabulation,3,[]
1098,54,3,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Missing documentation to determin competitive bidding']"
1099,cellco,3,[]
1100,17008117,3,[]
1101,rebid,3,[]
1102,supported,3,[]
1103,forward,3,[]
1104,134,3,[]
1105,suplidores,3,[]
1106,1708116,3,[]
1107,force,3,[]
1108,recommendations,3,[]
1109,151596,3,['Applicant ineligible']
1110,150,3,[]
1111,527,3,[]
1112,corporation,3,[]
1113,states,3,['Ineligible Service']
1114,reviews,3,[]
1115,9030,3,[]
1116,multi,3,[]
1117,via,3,[]
1118,allotment,3,[]
1119,occur,3,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470']"
1120,phones,3,[]
1121,las,3,"['Ineligible Service', 'Applicant ineligible']"
1122,octavia,3,[]
1123,allowance,3,[]
1124,achernar,3,[]
1125,amendment,3,['No signed contract in place']
1126,appeal,3,[]
1127,using,3,['470 / 471 Mismatch']
1128,november,3,[]
1129,leadership,3,[]
1130,across,3,[]
1131,mresc,3,[]
1132,worksheets,3,[]
1133,adherence,3,[]
1134,769,3,[]
1135,android,3,[]
1136,205,3,[]
1137,model,3,"['Missing required fields on 471', 'Ineligible Service', 'Missing documentation needed to determine eligible service']"
1138,la,3,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', '470 / 471 Mismatch', 'Competitive Bidding Violation - specified vendor in 470', 'Voice - no discount remaining', 'Competitive Bidding Violation - price not primary factor', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Missing documentation needed to determine eligible service']"
1139,advanced,3,[]
1140,validating,3,[]
1141,judge,3,[]
1142,ordered,3,[]
1143,arrangement,3,[]
1144,longer,3,[]
1145,vegas,3,"['Ineligible Service', 'Applicant ineligible']"
1146,located,3,[]
1147,mobility,3,[]
1148,750,3,['Category 2 budget exceeded']
1149,81,3,"['Competitive Bidding Violation - specified vendor in 470', 'Missing documentation needed to determine eligible service', 'Applicant ineligible', 'Category 2 budget exceeded']"
1150,mrc,3,[]
1151,missing,3,['Missing form 470']
1152,yeshivaday,3,"['Ineligible Service', 'Applicant ineligible']"
1153,lte,3,[]
1154,license,3,[]
1155,1699092691,3,[]
1156,party,3,[]
1157,underlying,3,[]
1158,63,3,"['Competitive Bidding Violation', 'Category 2 budget exceeded']"
1159,384,2,['Competitive Bidding Violation']
1160,17003970,2,[]
1161,16060393,2,[]
1162,josh,2,[]
1163,omitted,2,[]
1164,move,2,"['470 / 471 Mismatch', 'Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470', 'Missing required fields on 471', 'Category 2 budget exceeded', 'Applicant ineligible', 'Missing documentation needed to determine eligible service', 'c']"
1165,moved,2,"['Missing required fields on 471', 'Category 2 budget exceeded', 'Applicant ineligible', 'Missing documentation needed to determine eligible service', 'c']"
1166,1699077557,2,[]
1167,17003971,2,[]
1168,17003972,2,[]
1169,16060391,2,[]
1170,17003969,2,[]
1171,17003964,2,[]
1172,16060612,2,[]
1173,17003959,2,[]
1174,17003958,2,[]
1175,exorbitant,2,['Competitive Bidding Violation - price not primary factor']
1176,mini,2,"['Competitive Bidding Violation', 'Ineligible Service', 'Competitive Bidding Violation - price not primary factor', 'Fiber review failure', 'Applicant ineligible', 'Missing documentation to determin competitive bidding']"
1177,exempt,2,[]
1178,remain,2,['Voice - no discount remaining']
1179,minimum,2,[]
1180,mismatch,2,[]
1181,mitigates,2,['Competitive Bidding Violation - price not primary factor']
1182,1699111964,2,[]
1183,excluding,2,[]
1184,17011127,2,[]
1185,exceeds,2,['Category 2 budget exceeded']
1186,remote,2,[]
1187,17011121,2,[]
1188,17003968,2,[]
1189,17003960,2,[]
1190,evaluating,2,['Competitive Bidding Violation - price not primary factor']
1191,368,2,['Ineligible Service']
1192,17003962,2,[]
1193,383,2,['Competitive Bidding Violation - price not primary factor']
1194,establishingform,2,[]
1195,17003963,2,[]
1196,enhanced,2,['Competitive Bidding Violation']
1197,17003965,2,[]
1198,17011117,2,[]
1199,17011116,2,[]
1200,17003966,2,[]
1201,17003967,2,[]
1202,enrolled,2,[]
1203,17003977,2,[]
1204,end,2,"['Competitive Bidding Violation', 'Applicant ineligible', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Ineligible Service', 'Voice - no discount remaining', 'Competitive Bidding Violation - specified vendor in 470', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation needed to determine eligible service']"
1205,17011113,2,[]
1206,17011107,2,[]
1207,nationwide,2,[]
1208,notified,2,['Competitive Bidding Violation - price not primary factor']
1209,17011105,2,[]
1210,17011104,2,[]
1211,restricted,2,[]
1212,nonrotary,2,[]
1213,17003995,2,[]
1214,17003996,2,[]
1215,17003997,2,[]
1216,restriction,2,[]
1217,16051553,2,[]
1218,2012,2,[]
1219,17004001,2,[]
1220,17004003,2,[]
1221,division,2,[]
1222,17011099,2,[]
1223,17004004,2,[]
1224,17004005,2,[]
1225,17004007,2,[]
1226,17004008,2,[]
1227,17004009,2,[]
1228,reverendo,2,[]
1229,17011098,2,[]
1230,reviewed,2,[]
1231,director,2,['Competitive Bidding Violation']
1232,networks,2,['Competitive Bidding Violation']
1233,naperville,2,[]
1234,municipality,2,[]
1235,17003992,2,[]
1236,17003982,2,[]
1237,17011112,2,[]
1238,399,2,[]
1239,17003973,2,[]
1240,17003974,2,[]
1241,17011111,2,[]
1242,17003975,2,[]
1243,17003957,2,[]
1244,element,2,['Applicant ineligible']
1245,16054648,2,[]
1246,17011110,2,[]
1247,17003979,2,[]
1248,17003980,2,[]
1249,17003983,2,[]
1250,numbers,2,[]
1251,17003984,2,[]
1252,17003987,2,[]
1253,educational,2,[]
1254,17003988,2,[]
1255,ed,2,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Voice - no discount remaining', 'Missing form 470', 'Duplicate FRN', 'Red light rule violation', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'c']"
1256,17011109,2,[]
1257,3gb,2,[]
1258,earlier,2,[]
1259,17003990,2,[]
1260,msg,2,[]
1261,17003991,2,[]
1262,17011108,2,[]
1263,min,2,"['Ineligible Service', 'Applicant ineligible', 'Competitive Bidding Violation', 'Missing required fields on 471', 'Competitive Bidding Violation - specified vendor in 470', 'Missing form 470', 'Competitive Bidding Violation - price not primary factor', 'Category 2 budget exceeded', 'Fiber review failure', 'No signed contract in place', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding']"
1264,17003954,2,[]
1265,17003956,2,[]
1266,17000407,2,[]
1267,hunt,2,[]
1268,providerfor,2,[]
1269,hotspots,2,[]
1270,225,2,['470 / 471 Mismatch']
1271,picture,2,[]
1272,16082457,2,[]
1273,16081670,2,[]
1274,letter,2,[]
1275,300,2,['Category 2 budget exceeded']
1276,303,2,"['Competitive Bidding Violation - specified vendor in 470', '470 / 471 Mismatch']"
1277,health,2,[]
1278,17004010,2,[]
1279,16080477,2,[]
1280,purchases,2,[]
1281,guidance,2,[]
1282,purpose,2,[]
1283,1699029624,2,[]
1284,1799045594,2,[]
1285,170,2,"['Category 2 budget exceeded', 'Applicant ineligible', 'Missing required fields on 471', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service']"
1286,16080476,2,[]
1287,likewise,2,['Competitive Bidding Violation - price not primary factor']
1288,governing,2,[]
1289,16080475,2,[]
1290,1699032399,2,[]
1291,global,2,[]
1292,gb,2,[]
1293,performed,2,[]
1294,lea,2,"['Competitive Bidding Violation - price not primary factor', '470 / 471 Mismatch', 'Competitive Bidding Violation', 'Ineligible Service']"
1295,227,2,[]
1296,identifying,2,[]
1297,present,2,['Competitive Bidding Violation - price not primary factor']
1298,1699010929,2,[]
1299,251,2,['Competitive Bidding Violation']
1300,postmarked,2,[]
1301,involved,2,[]
1302,portable,2,[]
1303,252,2,[]
1304,international,2,[]
1305,258,2,['470 / 471 Mismatch']
1306,premium,2,[]
1307,population,2,[]
1308,insurance,2,[]
1309,preparation,2,[]
1310,inquiry,2,[]
1311,284,2,[]
1312,inquiries,2,[]
1313,initiated,2,['Competitive Bidding Violation - price not primary factor']
1314,272,2,['Category 2 budget exceeded']
1315,individualrepresenting,2,[]
1316,1799092779,2,[]
1317,163,2,[]
1318,processas,2,[]
1319,273,2,[]
1320,1799107272,2,[]
1321,proof,2,[]
1322,234,2,[]
1323,point,2,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470']"
1324,17000321,2,[]
1325,funds,2,[]
1326,relevant,2,['Competitive Bidding Violation - price not primary factor']
1327,179915642,2,[]
1328,17011147,2,[]
1329,mary,2,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470']"
1330,210,2,['Missing documentation to determin competitive bidding']
1331,17011146,2,[]
1332,19,2,"['Competitive Bidding Violation', 'Red light rule violation', 'Competitive Bidding Violation - price not primary factor', 'Category 2 budget exceeded']"
1333,fcdl,2,[]
1334,fccform,2,[]
1335,17003684,2,[]
1336,17011145,2,[]
1337,17011141,2,[]
1338,17011138,2,[]
1339,matchmaker,2,[]
1340,17011134,2,[]
1341,17011130,2,[]
1342,17003950,2,[]
1343,17003951,2,[]
1344,796,2,[]
1345,pablo,2,[]
1346,17011129,2,[]
1347,overlapping,2,[]
1348,1699123659,2,[]
1349,meetpoint,2,['Competitive Bidding Violation - price not primary factor']
1350,17003955,2,[]
1351,face,2,['Competitive Bidding Violation - price not primary factor']
1352,otc,2,[]
1353,1699116109,2,[]
1354,meyers,2,[]
1355,17011148,2,[]
1356,17011149,2,[]
1357,package,2,[]
1358,1699133282,2,[]
1359,17000460,2,[]
1360,1699032499,2,[]
1361,318,2,[]
1362,17000491,2,[]
1363,locations,2,[]
1364,327,2,[]
1365,penalized,2,['Competitive Bidding Violation - price not primary factor']
1366,1799006128,2,[]
1367,penalize,2,['Competitive Bidding Violation - price not primary factor']
1368,pattern,2,[]
1369,171041363,2,[]
1370,171,2,[]
1371,recognizes,2,[]
1372,17011152,2,[]
1373,foreign,2,[]
1374,1699133264,2,[]
1375,partnership,2,[]
1376,recover,2,[]
1377,mainenance,2,[]
1378,17014322,2,[]
1379,redundant,2,[]
1380,1699133245,2,[]
1381,17002252,2,[]
1382,file,2,"['Competitive Bidding Violation', 'No signed contract in place', 'Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
1383,183,2,[]
1384,mandatory,2,[]
1385,16080478,2,[]
1386,79766,2,[]
1387,17011097,2,[]
1388,tecnologico,2,[]
1389,check,2,[]
1390,529,2,[]
1391,chargeable,2,['Voice - no discount remaining']
1392,voc,2,[]
1393,532,2,[]
1394,123,2,['Missing documentation needed to determine eligible service']
1395,surcharge,2,[]
1396,acceptable,2,[]
1397,technologies,2,['Competitive Bidding Violation']
1398,117,2,[]
1399,canada,2,[]
1400,115,2,"['Competitive Bidding Violation', 'Category 2 budget exceeded']"
1401,17007968,2,[]
1402,calls,2,[]
1403,548,2,[]
1404,746,2,['Voice - no discount remaining']
1405,74,2,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Voice - no discount remaining']"
1406,552,2,[]
1407,accounted,2,['Competitive Bidding Violation - price not primary factor']
1408,ca,2,"['Competitive Bidding Violation', 'Ineligible Service', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Missing form 470', 'Voice - no discount remaining', 'Duplicate FRN', 'Red light rule violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation needed to determine eligible service', 'Missing documentation to determin competitive bidding', 'c']"
1409,telecommunications,2,[]
1410,telepacific,2,[]
1411,76,2,"['Competitive Bidding Violation', 'Category 2 budget exceeded']"
1412,030,2,['Applicant ineligible']
1413,03,2,"['Ineligible Service', 'Applicant ineligible', 'Competitive Bidding Violation', 'Category 2 budget exceeded', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - price not primary factor', '470 / 471 Mismatch']"
1414,vpn,2,[]
1415,st,2,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Competitive Bidding Violation - price not primary factor', 'Category 2 budget exceeded', 'Voice - no discount remaining', 'Duplicate FRN', 'Competitive Bidding Violation - specified vendor in 470', 'No signed contract in place', 'No 470', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing required fields on 471', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'c']"
1416,504,2,['Category 2 budget exceeded']
1417,communication,2,"['Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Missing documentation to determin competitive bidding']"
1418,506,2,[]
1419,509,2,['Competitive Bidding Violation']
1420,star2star,2,[]
1421,codified,2,['Competitive Bidding Violation - price not primary factor']
1422,co,2,"['Ineligible Service', 'Competitive Bidding Violation', 'Applicant ineligible', '470 / 471 Mismatch', 'Missing required fields on 471', 'Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Voice - no discount remaining', 'Red light rule violation', 'No signed contract in place', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service']"
1423,143001192,2,[]
1424,closing,2,[]
1425,warranty,2,[]
1426,close,2,['Applicant ineligible']
1427,968,2,[]
1428,17008813,2,[]
1429,clarify,2,[]
1430,142,2,['Missing documentation to determin competitive bidding']
1431,storage,2,[]
1432,17008788,2,[]
1433,17008786,2,[]
1434,chosen,2,['Competitive Bidding Violation - price not primary factor']
1435,chose,2,['Competitive Bidding Violation - price not primary factor']
1436,735,2,[]
1437,violate,2,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor']"
1438,compared,2,['Competitive Bidding Violation - price not primary factor']
1439,backup,2,[]
1440,allow,2,"['470 / 471 Mismatch', 'Competitive Bidding Violation - specified vendor in 470', 'Category 2 budget exceeded', 'Competitive Bidding Violation', 'c']"
1441,users,2,[]
1442,behalf,2,[]
1443,06,2,"['Ineligible Service', 'Applicant ineligible', 'Missing documentation needed to determine eligible service', 'Category 2 budget exceeded', 'c']"
1444,america,2,[]
1445,07,2,"['Ineligible Service', 'Applicant ineligible', 'Competitive Bidding Violation - price not primary factor', 'Category 2 budget exceeded', '470 / 471 Mismatch', 'Missing documentation to determin competitive bidding']"
1446,barrio,2,[]
1447,bandwidth,2,[]
1448,5gb,2,[]
1449,103,2,['Competitive Bidding Violation']
1450,treated,2,"['Ineligible Service', 'Competitive Bidding Violation', '470 / 471 Mismatch']"
1451,720,2,"['Ineligible Service', 'Applicant ineligible']"
1452,tri,2,"['470 / 471 Mismatch', 'Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470']"
1453,trk,2,[]
1454,trunk,2,[]
1455,appears,2,[]
1456,614,2,[]
1457,auto,2,[]
1458,authorized,2,['Category 2 budget exceeded']
1459,attendant,2,[]
1460,university,2,[]
1461,1000,2,[]
1462,650,2,['Category 2 budget exceeded']
1463,660,2,[]
1464,valentín,2,[]
1465,053,2,[]
1466,bundled,2,[]
1467,564,2,[]
1468,actions,2,[]
1469,113,2,['Competitive Bidding Violation']
1470,add,2,"['Competitive Bidding Violation', 'Competitive Bidding Violation - 28 day failure', 'Fiber review failure', 'Competitive Bidding Violation - price not primary factor']"
1471,bridges,2,[]
1472,texting,2,[]
1473,viii,2,[]
1474,the,2,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor', 'Voice - no discount remaining', 'Ineligible Service', 'Competitive Bidding Violation - 28 day failure', '470 / 471 Mismatch', 'Competitive Bidding Violation - specified vendor in 470', 'Applicant ineligible', 'Missing documentation needed to determine eligible service']"
1475,binghamton,2,[]
1476,59,2,"['Ineligible Service', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation - 28 day failure', 'Category 2 budget exceeded', 'Applicant ineligible', 'c', 'Missing documentation needed to determine eligible service']"
1477,additionally,2,['Competitive Bidding Violation - price not primary factor']
1478,690,2,[]
1479,68659,2,[]
1480,038,2,[]
1481,17004786,2,[]
1482,timing,2,[]
1483,040,2,['Category 2 budget exceeded']
1484,17004788,2,[]
1485,048,2,['Voice - no discount remaining']
1486,67,2,"['Competitive Bidding Violation', 'Category 2 budget exceeded']"
1487,025,2,['Missing documentation needed to determine eligible service']
1488,7599,2,[]
1489,definitions,2,[]
1490,written,2,[]
1491,17011090,2,[]
1492,17011093,2,[]
1493,corrected,2,[]
1494,467,2,[]
1495,006,2,['Ineligible Service']
1496,143048275,2,[]
1497,demonstrating,2,[]
1498,17010978,2,[]
1499,485,2,['Competitive Bidding Violation']
1500,887,2,[]
1501,160022042,2,[]
1502,829,2,[]
1503,rulerequirement,2,[]
1504,17010977,2,[]
1505,820,2,[]
1506,17010975,2,[]
1507,datapro,2,[]
1508,scale,2,['Competitive Bidding Violation - price not primary factor']
1509,17010980,2,[]
1510,costly,2,['Competitive Bidding Violation - price not primary factor']
1511,46,2,"['Competitive Bidding Violation', 'Category 2 budget exceeded', 'Voice - no discount remaining']"
1512,deny,2,[]
1513,17010986,2,[]
1514,sell,2,['Competitive Bidding Violation - price not primary factor']
1515,custom,2,[]
1516,008,2,['Category 2 budget exceeded']
1517,croom,2,[]
1518,sent,2,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']"
1519,17010985,2,[]
1520,separately,2,[]
1521,serviceprovider,2,[]
1522,worth,2,['Competitive Bidding Violation - price not primary factor']
1523,450,2,[]
1524,160,2,"['Ineligible Service', 'Applicant ineligible', 'Category 2 budget exceeded', 'Competitive Bidding Violation - specified vendor in 470', 'Competitive Bidding Violation', 'Missing documentation to determin competitive bidding', 'Missing documentation needed to determine eligible service', 'c']"
1525,17010982,2,[]
1526,160008834,2,[]
1527,17010988,2,[]
1528,show,2,['Competitive Bidding Violation - price not primary factor']
1529,17011091,2,[]
1530,17010989,2,[]
1531,143037005,2,[]
1532,contactinformation,2,[]
1533,160095,2,[]
1534,911,2,['Competitive Bidding Violation - specified vendor in 470']
1535,17004012,2,[]
1536,windstream,2,['Competitive Bidding Violation - price not primary factor']
1537,92,2,"['Ineligible Service', 'Category 2 budget exceeded', 'Missing documentation needed to determine eligible service']"
1538,143029770,2,[]
1539,determining,2,['Competitive Bidding Violation - price not primary factor']
1540,17011095,2,[]
1541,921,2,[]
1542,17011096,2,[]
1543,905,2,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor']"
1544,window,2,[]
1545,17010992,2,[]
1546,143019354,2,['Competitive Bidding Violation']
1547,420,2,[]
1548,completed,2,[]
1549,seat,2,[]
1550,79,2,"['Category 2 budget exceeded', '470 / 471 Mismatch']"
1551,17010990,2,[]
1552,143034129,2,[]
1553,17010564,2,[]
1554,smartphone,2,[]
1555,situations,2,['Competitive Bidding Violation - price not primary factor']
1556,sch,2,"['Ineligible Service', 'Applicant ineligible', 'Competitive Bidding Violation', 'Missing documentation needed to determine eligible service', 'Competitive Bidding Violation - price not primary factor']"
1557,section,2,['Competitive Bidding Violation - specified vendor in 470']
1558,sis,2,"['Competitive Bidding Violation', 'Competitive Bidding Violation - price not primary factor', 'Applicant ineligible']"
1559,17010910,2,[]
1560,17011094,2,[]
1561,010,2,['Applicant ineligible']
1562,consistent,2,[]
1563,cyber,2,[]
1564,rollover,2,[]
1565,013,2,"['Ineligible Service', 'Applicant ineligible']"
1566,secretary,2,[]
1567,160038787,2,[]
1568,900,2,"['Ineligible Service', 'Category 2 budget exceeded']"
1569,1699031690,1,[]
1570,phn,1,[]
1571,perform,1,[]
1572,v2,1,[]
1573,pesas,1,[]
1574,ph,1,"['Voice - no discount remaining', 'Ineligible Service', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470']"
1575,performing,1,[]
1576,1699091196,1,[]
1577,059,1,"['Ineligible Service', 'Competitive Bidding Violation - specified vendor in 470']"
1578,oklahoma,1,['Voice - no discount remaining']
1579,060,1,"['Ineligible Service', 'Category 2 budget exceeded', 'c']"
1580,unsubstantiated,1,[]
1581,100mb,1,[]
1582,port,1,"['Applicant ineligible', '470 / 471 Mismatch', 'Competitive Bidding Violation', 'Competitive Bidding Violation - specified vendor in 470', 'Ineligible Service', 'Voice - no discount remaining', 'Competitive Bidding Violation - 28 day failure', 'Competitive Bidding Violation - price not primary factor', 'Missing required fields on 471', 'Missing documentation needed to determine eligible service']"
1583,pop,1,[]
1584,unknown,1,[]
1585,pooled,1,[]
1586,unl,1,['Ineligible Service']
1587,police,1,[]
