,trigram,count,phrase_array,category_arrays,evan_ids
8663,"('frn', '17003187', 'eligible')",1,frn 17003187 eligible,[],[]
8664,"('frn', '17002244', 'meet')",1,frn 17002244 meet,[],[]
8665,"('frn', '17002081', 'meet')",1,frn 17002081 meet,['Applicant ineligible'],[167]
8666,"('frn', '17001375', 'eligible')",1,frn 17001375 eligible,[],[]
8667,"('frn', '17001304', 'eligible')",1,frn 17001304 eligible,['Applicant ineligible'],[108]
8668,"('frn', '17000596', 'eligible')",1,frn 17000596 eligible,[],[]
8669,"('frn', '17000500', '17000501')",1,frn 17000500 17000501,[],[]
8670,"('frn', '17000450', '17008877')",1,frn 17000450 17008877,[],[]
8671,"('frn', '17000407', 'meet')",1,frn 17000407 meet,[],[]
8672,"('frn', '17000090', 'eligible')",1,frn 17000090 eligible,[],[]
8673,"('frn', 'amount', 'requested')",1,frn amount requested,[],[]
8674,"('frn', '1699145592', 'total')",1,frn 1699145592 total,[],[]
8675,"('frn', '1699145591', 'total')",1,frn 1699145591 total,[],[]
8676,"('frn', '1699145590', 'total')",1,frn 1699145590 total,[],[]
8677,"('frn', '1699145589', 'total')",1,frn 1699145589 total,[],[]
8678,"('frn', '1699145588', 'total')",1,frn 1699145588 total,[],[]
8679,"('frn', '1699145587', 'total')",1,frn 1699145587 total,[],[]
8680,"('frn', '1699145586', 'total')",1,frn 1699145586 total,[],[]
8681,"('frn', '1699145585', 'total')",1,frn 1699145585 total,[],[]
8682,"('frn', '1699145584', 'total')",1,frn 1699145584 total,[],[]
8683,"('frn', '1699145583', 'total')",1,frn 1699145583 total,[],[]
8684,"('frn', '1699145582', 'total')",1,frn 1699145582 total,[],[]
8685,"('frn', '17004435', '17004394')",1,frn 17004435 17004394,[],[]
8686,"('frn', '17004677', 'meet')",1,frn 17004677 meet,[],[]
8687,"('frn', '17005960', 'meet')",1,frn 17005960 meet,[],[]
8688,"('frn', '17006604', 'meet')",1,frn 17006604 meet,[],[]
8689,"('frn', '98515', 'ineligible')",1,frn 98515 ineligible,[],[]
8690,"('frn', '699001259', 'frn')",1,frn 699001259 frn,[],[]
8691,"('frn', '1799112564', '0')",1,frn 1799112564 0,[],[]
8692,"('frn', '1799112483', '0')",1,frn 1799112483 0,[],[]
8693,"('frn', '1799107272', 'voice')",1,frn 1799107272 voice,[],[]
8694,"('frn', '1799107272', 'new')",1,frn 1799107272 new,[],[]
8695,"('frn', '1799097114', 'copper')",1,frn 1799097114 copper,[],[]
8696,"('frn', '1799088626', 'order')",1,frn 1799088626 order,[],[]
8697,"('frn', '1799082550', 'new')",1,frn 1799082550 new,[],[]
8698,"('frn', '1799081939', 'voice')",1,frn 1799081939 voice,[],[]
8699,"('frn', '1799075802', 'voice')",1,frn 1799075802 voice,[],[]
8700,"('frn', '1799072914', 'denied')",1,frn 1799072914 denied,[],[]
8701,"('frn', '179906679', 'voice')",1,frn 179906679 voice,[],[]
8702,"('frn', '1799063158', 'new')",1,frn 1799063158 new,[],[]
8703,"('frn', '1799060241', 'new')",1,frn 1799060241 new,[],[]
8704,"('frn', '1799054158', 'voice')",1,frn 1799054158 voice,[],[]
8705,"('frn', '1799045070', 'order')",1,frn 1799045070 order,[],[]
8706,"('frn', '17012422', 'adult')",1,frn 17012422 adult,[],[]
8707,"('frn', '17008378', 'meet')",1,frn 17008378 meet,[],[]
8708,"('frn', '17008301', 'meet')",1,frn 17008301 meet,[],[]
8709,"('frn', '17008041', 'meet')",1,frn 17008041 meet,[],[]
8710,"('frn', '17007477', 'eligible')",1,frn 17007477 eligible,[],[]
8711,"('frn', '17007419', 'meet')",1,frn 17007419 meet,[],[]
8712,"('frn', 'modified', 'based')",1,frn modified based,[],[]
8713,"('frn', 'modified', 'cellular')",1,frn modified cellular,[],[]
8714,"('frn', 'modified', 'change')",1,frn modified change,['Missing documentation needed to determine eligible service'],[183]
8715,"('high', 'meadows', 'school')",1,high meadows school,[],[]
8716,"('however', 'agreement', 'mitigate')",1,however agreement mitigate,[],[]
8717,"('hotspot', 'picture', 'video')",1,hotspot picture video,[],[]
8718,"('hotspot', 'ineligible', 'service')",1,hotspot ineligible service,[],[]
8719,"('hosting', 'license', 'messenger')",1,hosting license messenger,[],[]
8720,"('hosting', 'ineligible', 'product')",1,hosting ineligible product,[],[]
8721,"('hosting', 'data', 'health')",1,hosting data health,[],[]
8722,"('home', 'office', 'meet')",1,home office meet,[],[]
8723,"('high', 'speed', 'internet')",1,high speed internet,[],[]
8724,"('high', 'speed', 'commercially')",1,high speed commercially,[],[]
8725,"('high', 'school', 'agree')",1,high school agree,[],[]
8726,"('high', 'school', '22321')",1,high school 22321,[],[]
8727,"('health', 'check', 'health')",1,health check health,[],[]
8728,"('frn', 'modified', 'line')",1,frn modified line,[],[]
8729,"('health', 'check', 'associated')",1,health check associated,[],[]
8730,"('hardware', 'ineligible', 'products')",1,hardware ineligible products,[],[]
8731,"('hall', 'anexo', 'ii')",1,hall anexo ii,[],[]
8732,"('hagans', 'competitive', 'bidding')",1,hagans competitive bidding,[],[]
8733,"('guayanilla', 'entity', '17003689')",1,guayanilla entity 17003689,[],[]
8734,"('guayaney', 'biblioteca', 'satélite')",1,guayaney biblioteca satélite,[],[]
8735,"('ground', 'construction', 'program')",1,ground construction program,[],[]
8736,"('green', 'valley', 'instructional')",1,green valley instructional,[],[]
8737,"('greater', 'price', 'available')",1,greater price available,['Competitive Bidding Violation - price not primary factor'],[64]
8738,"('greater', '3', '600')",1,greater 3 600,[],[]
8739,"('gov', 'indicates', 'state')",1,gov indicates state,[],[]
8740,"('however', 'documentation', 'provided')",1,however documentation provided,[],[]
8741,"('however', 'referenced', 'fcc')",1,however referenced fcc,[],[]
8742,"('hunt', 'call', 'waiting')",1,hunt call waiting,[],[]
8743,"('hunt', 'telecommunications', 'llc')",1,hunt telecommunications llc,[],[]
8744,"('inc', 'tyh', 'communication')",1,inc tyh communication,['Missing documentation to determin competitive bidding'],[125]
8745,"('inc', 'spin', '143032173')",1,inc spin 143032173,['Competitive Bidding Violation - specified vendor in 470'],[103]
8746,"('inc', 'spin', '143026181')",1,inc spin 143026181,[],[]
8747,"('inc', 'product', 'remaining')",1,inc product remaining,[],[]
8748,"('implemented', 'allowable', 'changes')",1,implemented allowable changes,[],[]
8749,"('immediate', 'need', 'case')",1,immediate need case,[],[]
8750,"('illinois', 'bell', 'telephone')",1,illinois bell telephone,[],[]
8751,"('illegibility', 'products', 'services')",1,illegibility products services,[],[]
8752,"('ii', 'entity', '17008372')",1,ii entity 17008372,[],[]
8753,"('ii', 'entity', '17003688')",1,ii entity 17003688,[],[]
8754,"('ii', 'america', 'choice')",1,ii america choice,[],[]
8755,"('ies', 'demonstrated', 'met')",1,ies demonstrated met,[],[]
8756,"('ies', '17004991', '17004992')",1,ies 17004991 17004992,[],[]
8757,"('identical', 'contract', 'without')",1,identical contract without,[],[]
8758,"('id', 'texting', 'deduction')",1,id texting deduction,[],[]
8759,"('id', 'number', 'listed')",1,id number listed,[],[]
8760,"('id', 'national', 'da')",1,id national da,[],[]
8761,"('id', 'internet', 'equipment')",1,id internet equipment,[],[]
8762,"('id', 'direct', 'trunk')",1,id direct trunk,[],[]
8763,"('id', 'deluxe', 'press')",1,id deluxe press,[],[]
8764,"('id', 'cwida', 'bus')",1,id cwida bus,[],[]
8765,"('hunting', 'caller', 'id')",1,hunting caller id,[],[]
8766,"('hunting', 'call', 'waiting')",1,hunting call waiting,[],[]
8767,"('global', 'llc', 'added')",1,global llc added,[],[]
8768,"('global', 'data', '25')",1,global data 25,[],[]
8769,"('given', 'value', '25')",1,given value 25,[],[]
8770,"('fund', 'year', 'mr1')",1,fund year mr1,[],[]
8771,"('frn’s', 'item', '21')",1,frn’s item 21,[],[]
8772,"('frns', 'previously', 'denied')",1,frns previously denied,[],[]
8773,"('frns', '1699144356', '1699144357')",1,frns 1699144356 1699144357,[],[]
8774,"('frns', '1699082857', '1699105025')",1,frns 1699082857 1699105025,['Missing documentation needed to determine eligible service'],[193]
8775,"('frn1799075817', 'voice', 'services')",1,frn1799075817 voice services,[],[]
8776,"('frn', 'yeshiva', 'chok')",1,frn yeshiva chok,['Applicant ineligible'],[163]
8777,"('frn', 'thus', 'obligated')",1,frn thus obligated,[],[]
8778,"('frn', 'supports', 'self')",1,frn supports self,[],[]
8779,"('frn', 'states', 'district')",1,frn states district,[],[]
8780,"('frn', 'split', 'conduct')",1,frn split conduct,[],[]
8781,"('frn', 'required', 'fcc')",1,frn required fcc,[],[]
8782,"('frn', 'requesting', 'recurring')",1,frn requesting recurring,[],[]
8783,"('frn', 'reduced', '40')",1,frn reduced 40,[],[]
8784,"('frn', 'recurring', 'cost')",1,frn recurring cost,['Voice - no discount remaining'],[60]
8785,"('frn', 'providing', 'products')",1,frn providing products,[],[]
8786,"('frn', 'one', 'time')",1,frn one time,['Voice - no discount remaining'],[60]
8787,"('frn', 'new', 'frns')",1,frn new frns,[],[]
8788,"('frn', 'mr1', 'monthly')",1,frn mr1 monthly,[],[]
8789,"('frn', 'mr1', 'contract')",1,frn mr1 contract,[],[]
8790,"('frn', 'monthly', 'one')",1,frn monthly one,['Voice - no discount remaining'],[60]
8791,"('frn', 'modified', 'remove')",1,frn modified remove,[],[]
8792,"('frn', 'modified', 'reference')",1,frn modified reference,[],[]
8793,"('frn', 'modified', 'local')",1,frn modified local,[],[]
8794,"('full', 'time', 'students')",1,full time students,[],[]
8795,"('funded', 'category', 'service')",1,funded category service,[],[]
8796,"('generation', 'christian', 'school')",1,generation christian school,[],[]
8797,"('funding', '3', '645')",1,funding 3 645,['Missing documentation needed to determine eligible service'],[148]
8798,"('gbps', 'ethernet', '8')",1,gbps ethernet 8,[],[]
8799,"('gb', 'smart', 'phone')",1,gb smart phone,[],[]
8800,"('gb', 'share', 'ineligible')",1,gb share ineligible,[],[]
8801,"('g', 'mobile', 'broadband')",1,g mobile broadband,[],[]
8802,"('g', 'illinois', 'bell')",1,g illinois bell,[],[]
8803,"('furthermore', 'failed', 'produce')",1,furthermore failed produce,[],[]
8804,"('funds', 'requested', 'removing')",1,funds requested removing,[],[]
8805,"('funding', 'year', 'place')",1,funding year place,['Competitive Bidding Violation'],[17]
8806,"('funding', 'year', 'fcc')",1,funding year fcc,[],[]
8807,"('funding', 'year', '2016')",1,funding year 2016,['No signed contract in place'],[80]
8808,"('funding', 'specifically', 'failed')",1,funding specifically failed,[],[]
8809,"('funding', 'services', 'location')",1,funding services location,[],[]
8810,"('funding', 'secondary', 'locations')",1,funding secondary locations,[],[]
8811,"('funding', 'request', 'supported')",1,funding request supported,[],[]
8812,"('funding', 'request', 'modified')",1,funding request modified,[],[]
8813,"('funding', 'request', 'funding')",1,funding request funding,[],[]
8814,"('funding', 'request', 'dr3')",1,funding request dr3,[],[]
8815,"('funding', 'per', 'fcc')",1,funding per fcc,[],[]
8816,"('funding', 'narrative', 'line')",1,funding narrative line,[],[]
8817,"('funding', 'longer', 'require')",1,funding longer require,[],[]
8818,"('funding', 'following', 'closed')",1,funding following closed,[],[]
8819,"('funding', 'denied', 'dr3')",1,funding denied dr3,[],[]
8820,"('funding', 'amount', 'dr2')",1,funding amount dr2,[],[]
8821,"('item', 'number', 'cell')",1,item number cell,[],[]
8822,"('item', 'number', 'voip')",1,item number voip,[],[]
8823,"('item', 'oc', 'n')",1,item oc n,[],[]
8824,"('modified', '1', '20')",1,modified 1 20,[],[]
8825,"('modified', '1', '56')",1,modified 1 56,[],[]
8826,"('modified', '1', '52')",1,modified 1 52,[],[]
8827,"('modified', '1', '500')",1,modified 1 500,['Missing documentation needed to determine eligible service'],[183]
8828,"('modified', '1', '45')",1,modified 1 45,[],[]
8829,"('modified', '1', '440')",1,modified 1 440,[],[]
8830,"('modified', '1', '40')",1,modified 1 40,[],[]
8831,"('modified', '1', '37')",1,modified 1 37,[],[]
8832,"('modified', '1', '360')",1,modified 1 360,[],[]
8833,"('modified', '1', '30')",1,modified 1 30,[],[]
8834,"('modified', '1', '3')",1,modified 1 3,[],[]
8835,"('modified', '1', '25')",1,modified 1 25,[],[]
8836,"('modified', '1', '163')",1,modified 1 163,[],[]
8837,"('modem', 'service', '1699144908')",1,modem service 1699144908,[],[]
8838,"('modified', '1', '142')",1,modified 1 142,[],[]
8839,"('modified', '1', '115')",1,modified 1 115,[],[]
8840,"('modified', '1', '11')",1,modified 1 11,[],[]
8841,"('modified', '1', '103')",1,modified 1 103,[],[]
8842,"('modified', '1', '040')",1,modified 1 040,[],[]
8843,"('modified', '1', '000')",1,modified 1 000,[],[]
8844,"('modified', '00', '00')",1,modified 00 00,[],[]
8845,"('modified', '0', '62')",1,modified 0 62,[],[]
8846,"('modified', '0', '31')",1,modified 0 31,[],[]
8847,"('modified', '0', '28')",1,modified 0 28,[],[]
8848,"('modem', 'vendor', 'doc')",1,modem vendor doc,[],[]
8849,"('modified', '1', '666')",1,modified 1 666,[],[]
8850,"('modified', '1', '7')",1,modified 1 7,[],[]
8851,"('modified', '1', '746')",1,modified 1 746,[],[]
8852,"('modified', '1', '800')",1,modified 1 800,[],[]
8853,"('modified', '250', '00')",1,modified 250 00,[],[]
8854,"('modified', '23', '952')",1,modified 23 952,[],[]
8855,"('modified', '2269', '03')",1,modified 2269 03,[],[]
8856,"('modified', '215', '88')",1,modified 215 88,[],[]
8857,"('modified', '21', '947')",1,modified 21 947,[],[]
8858,"('modified', '2025', '00')",1,modified 2025 00,[],[]
8859,"('modified', '2', '506')",1,modified 2 506,[],[]
8860,"('modified', '171', '37')",1,modified 171 37,[],[]
8861,"('modified', '170', '70')",1,modified 170 70,[],[]
8862,"('modified', '163', '86')",1,modified 163 86,[],[]
8863,"('modified', '151', '68')",1,modified 151 68,[],[]
8864,"('modified', '15', '200')",1,modified 15 200,[],[]
8865,"('modified', '130', '00')",1,modified 130 00,[],[]
8866,"('modified', '12', '650')",1,modified 12 650,[],[]
8867,"('modified', '119', '116')",1,modified 119 116,[],[]
8868,"('modified', '117', '90')",1,modified 117 90,[],[]
8869,"('modified', '117', '504')",1,modified 117 504,[],[]
8870,"('modified', '116', '32')",1,modified 116 32,[],[]
8871,"('modified', '115', '384')",1,modified 115 384,['Competitive Bidding Violation'],[29]
8872,"('modified', '1', 'voice')",1,modified 1 voice,[],[]
8873,"('modified', '1', 'circuit')",1,modified 1 circuit,[],[]
8874,"('modified', '1', '99')",1,modified 1 99,[],[]
8875,"('modified', '1', '9')",1,modified 1 9,[],[]
8876,"('modem', 'service', 'split')",1,modem service split,[],[]
8877,"('modem', 'equipment', 'fee')",1,modem equipment fee,[],[]
8878,"('messaging', 'charges', 'agree')",1,messaging charges agree,[],[]
8879,"('met', 'program', 'requirements')",1,met program requirements,[],[]
8880,"('mo', '123', '50')",1,mo 123 50,[],[]
8881,"('mitigate', 'requirement', 'consider')",1,mitigate requirement consider,[],[]
8882,"('mismatch', 'frn', 'form')",1,mismatch frn form,[],[]
8883,"('mismatch', 'form', '470')",1,mismatch form 470,[],[]
8884,"('mini', 'bid', 'multiple')",1,mini bid multiple,[],[]
8885,"('might', 'occur', 'primary')",1,might occur primary,[],[]
8886,"('mifi', 'unlimited', 'wi')",1,mifi unlimited wi,[],[]
8887,"('middlesex', 'regional', 'educational')",1,middlesex regional educational,[],[]
8888,"('mi', 'llc', 'agree')",1,mi llc agree,[],[]
8889,"('met', 'total', 'cost')",1,met total cost,[],[]
8890,"('met', 'requirements', 'state’s')",1,met requirements state’s,[],[]
8891,"('messenger', 'cloud', 'application')",1,messenger cloud application,[],[]
8892,"('modem', 'data', 'transmission')",1,modem data transmission,[],[]
8893,"('messaging', 'well', 'vendor')",1,messaging well vendor,[],[]
8894,"('messaging', 'text', 'instant')",1,messaging text instant,[],[]
8895,"('messaging', 'services', 'datapro')",1,messaging services datapro,[],[]
8896,"('messaging', 'portion', 'share')",1,messaging portion share,[],[]
8897,"('messaging', 'phn', '142')",1,messaging phn 142,[],[]
8898,"('messaging', 'mr1', 'frn')",1,messaging mr1 frn,[],[]
8899,"('messaging', 'medium', 'plan')",1,messaging medium plan,[],[]
8900,"('messaging', 'justified', 'cost')",1,messaging justified cost,[],[]
8901,"('messaging', 'frn', 'line')",1,messaging frn line,[],[]
8902,"('messaging', 'eligible', 'data')",1,messaging eligible data,[],[]
8903,"('messaging', 'custom', 'calling')",1,messaging custom calling,[],[]
8904,"('mo', '314', '43')",1,mo 314 43,[],[]
8905,"('mo', '548', '31')",1,mo 548 31,[],[]
8906,"('mo', 'agree', 'applicant')",1,mo agree applicant,[],[]
8907,"('mo', 'data', 'transmission')",1,mo data transmission,[],[]
8908,"('modem', 'based', 'supporting')",1,modem based supporting,[],[]
8909,"('mobile', 'usa', 'inc')",1,mobile usa inc,[],[]
8910,"('mobile', 'unlimited', 'justified')",1,mobile unlimited justified,[],[]
8911,"('mobile', 'related', 'form')",1,mobile related form,[],[]
8912,"('mobile', 'protection', '16')",1,mobile protection 16,[],[]
8913,"('mobile', 'hotspots', 'justified')",1,mobile hotspots justified,[],[]
8914,"('mobile', 'hotspot', 'picture')",1,mobile hotspot picture,[],[]
8915,"('mobile', 'devices', 'ineligible')",1,mobile devices ineligible,[],[]
8916,"('mobile', 'data', 'justified')",1,mobile data justified,[],[]
8917,"('mobile', 'broadband', 'text')",1,mobile broadband text,[],[]
8918,"('mobile', 'broadband', 'services')",1,mobile broadband services,[],[]
8919,"('mobile', 'broadband', 'service')",1,mobile broadband service,[],[]
8920,"('mobile', 'broadband', 'router')",1,mobile broadband router,['Missing documentation needed to determine eligible service'],[165]
8921,"('mobile', 'broadband', 'mifi')",1,mobile broadband mifi,[],[]
8922,"('mobile', 'broadband', 'ineligible')",1,mobile broadband ineligible,[],[]
8923,"('mobile', 'broadband', 'cellular')",1,mobile broadband cellular,[],[]
8924,"('mobile', 'broadband', '5')",1,mobile broadband 5,[],[]
8925,"('mobile', 'broadband', '39')",1,mobile broadband 39,[],[]
8926,"('mo', 'text', 'messaging')",1,mo text messaging,[],[]
8927,"('mo', 'mobile', 'broadband')",1,mo mobile broadband,[],[]
8928,"('mo', 'long', 'distance')",1,mo long distance,[],[]
8929,"('mo', 'interconnected', 'voip')",1,mo interconnected voip,[],[]
8930,"('mo', 'email', 'amp')",1,mo email amp,[],[]
8931,"('modified', '250', '92')",1,modified 250 92,[],[]
8932,"('modified', '273', '03')",1,modified 273 03,[],[]
8933,"('modified', '3', '240')",1,modified 3 240,['470 / 471 Mismatch'],[44]
8934,"('month', '134', '02')",1,month 134 02,[],[]
8935,"('month', '400', '00')",1,month 400 00,[],[]
8936,"('month', '4', '926')",1,month 4 926,[],[]
8937,"('month', '360', '00')",1,month 360 00,[],[]
8938,"('month', '336', '17')",1,month 336 17,[],[]
8939,"('month', '3', '954')",1,month 3 954,[],[]
8940,"('month', '251', '37')",1,month 251 37,[],[]
8941,"('month', '201', '50')",1,month 201 50,[],[]
8942,"('month', '2', 'lines')",1,month 2 lines,['Missing documentation needed to determine eligible service'],[183]
8943,"('month', '2', '829')",1,month 2 829,[],[]
8944,"('month', '196', '20')",1,month 196 20,[],[]
8945,"('month', '17', '99')",1,month 17 99,[],[]
8946,"('month', '116', '58')",1,month 116 58,[],[]
8947,"('modified', '3', '356')",1,modified 3 356,[],[]
8948,"('month', '113', '485')",1,month 113 485,['Competitive Bidding Violation'],[29]
8949,"('month', '110', '45')",1,month 110 45,[],[]
8950,"('month', '11', '180')",1,month 11 180,[],[]
8951,"('month', '103', '309')",1,month 103 309,['Competitive Bidding Violation'],[29]
8952,"('month', '102', '60')",1,month 102 60,[],[]
8953,"('month', '100', 'month')",1,month 100 month,[],[]
8954,"('month', '10', 'per')",1,month 10 per,[],[]
8955,"('month', '1', 'line')",1,month 1 line,['Missing documentation needed to determine eligible service'],[183]
8956,"('month', '1', '774')",1,month 1 774,[],[]
8957,"('month', '0', '00')",1,month 0 00,[],[]
8958,"('monetary', 'agreement', 'section')",1,monetary agreement section,[],[]
8959,"('month', '429', '98')",1,month 429 98,[],[]
8960,"('month', '48', 'lines')",1,month 48 lines,[],[]
8961,"('month', '529', '68')",1,month 529 68,[],[]
8962,"('month', '546', 'month')",1,month 546 month,[],[]
8963,"('month', 'cost', 'allocation')",1,month cost allocation,[],[]
8964,"('month', 'cellular', 'data')",1,month cellular data,[],[]
8965,"('month', 'broadband', 'power')",1,month broadband power,[],[]
8966,"('month', 'arrangement', 'review')",1,month arrangement review,[],[]
8967,"('month', 'arrangement', '11')",1,month arrangement 11,[],[]
8968,"('month', 'arrangement', '07')",1,month arrangement 07,[],[]
8969,"('month', '96', '20')",1,month 96 20,[],[]
8970,"('month', '94', '47')",1,month 94 47,[],[]
8971,"('month', '939', '11')",1,month 939 11,[],[]
8972,"('month', '898', '67')",1,month 898 67,[],[]
8973,"('month', '89', '40')",1,month 89 40,[],[]
8974,"('month', '840', '84')",1,month 840 84,[],[]
8975,"('month', '84', '20')",1,month 84 20,[],[]
8976,"('month', '829', '05')",1,month 829 05,[],[]
8977,"('month', '813', '70')",1,month 813 70,[],[]
8978,"('month', '8', 'lines')",1,month 8 lines,[],[]
8979,"('month', '8', '521')",1,month 8 521,[],[]
8980,"('month', '762', '75')",1,month 762 75,[],[]
8981,"('month', '750', 'one')",1,month 750 one,[],[]
8982,"('month', '74', '160')",1,month 74 160,[],[]
8983,"('month', '72', '81')",1,month 72 81,[],[]
8984,"('month', '695', '95')",1,month 695 95,[],[]
8985,"('month', '57', '77')",1,month 57 77,[],[]
8986,"('modifies', 'rfp', 'similar')",1,modifies rfp similar,[],[]
8987,"('modified', 'service', 'provider')",1,modified service provider,['Missing documentation to determin competitive bidding'],[125]
8988,"('modified', 'remove', 'cost')",1,modified remove cost,[],[]
8989,"('modified', '667', '75')",1,modified 667 75,[],[]
8990,"('modified', '6', 'lines')",1,modified 6 lines,[],[]
8991,"('modified', '6', '30')",1,modified 6 30,[],[]
8992,"('modified', '598', '1')",1,modified 598 1,[],[]
8993,"('modified', '59', '62')",1,modified 59 62,[],[]
8994,"('modified', '580', '00')",1,modified 580 00,[],[]
8995,"('modified', '57', '778')",1,modified 57 778,[],[]
8996,"('modified', '563', '00')",1,modified 563 00,[],[]
8997,"('modified', '560', '6')",1,modified 560 6,[],[]
8998,"('modified', '5', 'lines')",1,modified 5 lines,[],[]
8999,"('modified', '5', '690')",1,modified 5 690,[],[]
9000,"('modified', '5', '400')",1,modified 5 400,[],[]
9001,"('modified', '5', '392')",1,modified 5 392,[],[]
9002,"('modified', '5', '073')",1,modified 5 073,[],[]
9003,"('modified', '4250', '00')",1,modified 4250 00,[],[]
9004,"('modified', '418', '02')",1,modified 418 02,[],[]
9005,"('modified', '4', '800')",1,modified 4 800,[],[]
9006,"('modified', '4', '679')",1,modified 4 679,[],[]
9007,"('modified', '4', '511')",1,modified 4 511,[],[]
9008,"('modified', '4', '406')",1,modified 4 406,[],[]
9009,"('modified', '368', 'mo')",1,modified 368 mo,[],[]
9010,"('modified', '357', '604')",1,modified 357 604,[],[]
9011,"('modified', '30', '072')",1,modified 30 072,[],[]
9012,"('modified', '3', '600')",1,modified 3 600,[],[]
9013,"('modified', '615', '00')",1,modified 615 00,[],[]
9014,"('modified', '7', '1')",1,modified 7 1,[],[]
9015,"('modified', 'remove', '22012')",1,modified remove 22012,[],[]
9016,"('modified', '746', '496')",1,modified 746 496,[],[]
9017,"('modified', 'reference', 'fcc')",1,modified reference fcc,[],[]
9018,"('modified', 'one', 'line')",1,modified one line,[],[]
9019,"('modified', 'one', '35')",1,modified one 35,[],[]
9020,"('modified', 'locations', 'recipients')",1,modified locations recipients,[],[]
9021,"('modified', 'local', 'long')",1,modified local long,[],[]
9022,"('modified', 'list', 'recipients')",1,modified list recipients,[],[]
9023,"('modified', 'line', 'quantity')",1,modified line quantity,[],[]
9024,"('modified', 'entities', '16032752')",1,modified entities 16032752,[],[]
9025,"('modified', 'charter', 'fiberlink')",1,modified charter fiberlink,[],[]
9026,"('modified', 'change', 'recipients')",1,modified change recipients,['Missing documentation needed to determine eligible service'],[183]
9027,"('modified', 'centurylink', 'spin')",1,modified centurylink spin,[],[]
9028,"('modified', 'cellular', 'data')",1,modified cellular data,[],[]
9029,"('modified', 'based', 'ral')",1,modified based ral,[],[]
9030,"('modified', 'bandwidth', '12mb')",1,modified bandwidth 12mb,[],[]
9031,"('modified', 'accurately', 'reflect')",1,modified accurately reflect,[],[]
9032,"('modified', '99', '960')",1,modified 99 960,[],[]
9033,"('modified', '900', '00')",1,modified 900 00,[],[]
9034,"('modified', '884', '00')",1,modified 884 00,[],[]
9035,"('modified', '864', '1')",1,modified 864 1,[],[]
9036,"('modified', '828', 'enrolled')",1,modified 828 enrolled,[],[]
9037,"('modified', '825', '00')",1,modified 825 00,[],[]
9038,"('modified', '800', '00')",1,modified 800 00,[],[]
9039,"('modified', '767', '28')",1,modified 767 28,[],[]
9040,"('messaging', 'charges', 'ineligible')",1,messaging charges ineligible,[],[]
9041,"('messaging', 'basic', 'phone')",1,messaging basic phone,[],[]
9042,"('item', 'pages', 'vendor')",1,item pages vendor,['Ineligible Service'],[39]
9043,"('line', '44', 'lines')",1,line 44 lines,[],[]
9044,"('line', 'count', 'one')",1,line count one,[],[]
9045,"('line', 'cellular', 'voice')",1,line cellular voice,[],[]
9046,"('line', 'access', '52')",1,line access 52,[],[]
9047,"('line', '92', 'lines')",1,line 92 lines,[],[]
9048,"('line', '84', '20')",1,line 84 20,[],[]
9049,"('line', '8', 'lines')",1,line 8 lines,['Ineligible Service'],[113]
9050,"('line', '7', 'lines')",1,line 7 lines,[],[]
9051,"('line', '6', 'lines')",1,line 6 lines,[],[]
9052,"('line', '57', '77')",1,line 57 77,[],[]
9053,"('line', '561', '26')",1,line 561 26,[],[]
9054,"('line', '51', '01')",1,line 51 01,[],[]
9055,"('line', '40', 'lines')",1,line 40 lines,[],[]
9056,"('license', 'messenger', 'cloud')",1,license messenger cloud,[],[]
9057,"('line', '31', 'lines')",1,line 31 lines,[],[]
9058,"('line', '304', 'lines')",1,line 304 lines,[],[]
9059,"('line', '21', 'lines')",1,line 21 lines,[],[]
9060,"('line', '20', 'voice')",1,line 20 voice,[],[]
9061,"('line', '20', 'lines')",1,line 20 lines,[],[]
9062,"('line', '15', 'phone')",1,line 15 phone,[],[]
9063,"('line', '12', 'lines')",1,line 12 lines,[],[]
9064,"('line', '11', 'lines')",1,line 11 lines,[],[]
9065,"('line', '10', 'lines')",1,line 10 lines,[],[]
9066,"('limited', 'partnership', 'spin')",1,limited partnership spin,[],[]
9067,"('license', 'student', 'information')",1,license student information,[],[]
9068,"('line', 'count', 'voice')",1,line count voice,[],[]
9069,"('line', 'dsl', 'internet')",1,line dsl internet,[],[]
9070,"('line', 'hunting', 'caller')",1,line hunting caller,[],[]
9071,"('line', 'item', '16199132887')",1,line item 16199132887,[],[]
9072,"('line', 'port', 'high')",1,line port high,[],[]
9073,"('line', 'item', '1799106371')",1,line item 1799106371,[],[]
9074,"('line', 'item', '1799106307')",1,line item 1799106307,[],[]
9075,"('line', 'item', '1799106205')",1,line item 1799106205,[],[]
9076,"('line', 'item', '1799098424')",1,line item 1799098424,[],[]
9077,"('line', 'item', '1799087166')",1,line item 1799087166,[],[]
9078,"('line', 'item', '1799081395')",1,line item 1799081395,[],[]
9079,"('line', 'item', '1799081349')",1,line item 1799081349,[],[]
9080,"('line', 'item', '1799081273')",1,line item 1799081273,[],[]
9081,"('line', 'item', '1799072096')",1,line item 1799072096,[],[]
9082,"('line', 'item', '1799067017')",1,line item 1799067017,[],[]
9083,"('line', 'item', '1799056889')",1,line item 1799056889,[],[]
9084,"('line', 'item', '1799056885')",1,line item 1799056885,[],[]
9085,"('line', 'item', '1799044780')",1,line item 1799044780,[],[]
