new_ben_type,postal_cd,ben,name,usac_type,usac_attributes,street_address,city,zip_code,applicant_ben,applicant_name,applicant_usac_type,applicant_usac_attributes,applicant_esh_type,applicant_esh_id
recipient,MI,17012573,GALESBURG-AUGUSTA ALTERNATIVE EDUCATION,School,Public School;,1076 N 37TH ST,GALESBURG,MI,131334,GALESBURG-AUGUSTA COMM SCHOOLS,School District,Public School District;,District,919681
recipient,MI,17012803,Flat Rock Academic Virtual Academy,School,Public School;,25600 SENECA ST,FLAT ROCK,MI,130880,FLAT ROCK COMM SCHOOL DISTRICT,School District,Public School District;,District,919553
recipient,MI,17012908,EAU CLAIRE MIDDLE SCHOOL,School,Public School;,7450 HOCHBERGER RD,EAU CLAIRE,MI,131398,EAU CLAIRE PUBLIC SCHOOL DIST,School District,Public School District;,District,919646
recipient,MI,17012940,W-A-Y NILES,School,Public School;,111 SPRUCE STREET,NILES,MI,131406,NILES COMM SCHOOL DISTRICT,School District,Public School District;,District,919873
recipient,MI,17012964,Wyoming Regional Center,School,Public School;,3600 BYRON CENTER AVE SW,WYOMING,MI,131580,WYOMING PUBLIC SCHOOL DISTRICT,School District,Public School District;,District,920057
recipient,MI,17013079,Manistee Harbor Academy,School,Public School;,525 12th Street,Manistee,MI,131631,MANISTEE AREA PUBLIC SCHOOLS,School District,Public School District;,District,919813
recipient,MI,17013282,Regional Center for Agriscience and Career Advancement,School,Public School;,5479 W 72ND ST,FREMONT,MI,131521,NEWAYGO CO REGIONAL EDUCATIONAL SERVICE AGENCY,School District,Public School District;,Consortium,1019073
recipient,MI,17013432,DEXTER ALTERNATIVE SCHOOL,School,Public School;,7714 ANN ARBOR ST,DEXTER,MI,130877,DEXTER COMMUNITY SCHOOLS,School District,Public School District;,District,919632
applicant,MI,17013447,Woodley Leadership Academy,School,Charter School;New Construction School;Public School;,#N/A,#N/A,#N/A,17013447,Woodley Leadership Academy,School,Charter School;New Construction School;Public School;,,
recipient,MI,17013513,SCHOFIELD ELEMENTARY SCHOOL,School,Public School;,21555 WARNER AVENUE,WARREN,MI,130849,FITZGERALD PUBLIC SCHOOLS,School District,Public School District;,District,919664
applicant,MI,17013956,Kalamazoo Covenant Academy,School,Public School;,400 W CROSSTOWN PKWY,KALAMAZOO,MI,17013956,Kalamazoo Covenant Academy,School,Public School;,,
applicant,MI,17014161,Pathways Global Leadership Academy,School,Charter School;Public School;,30053 PARKWOOD ST,INKSTER,MI,17014161,Pathways Global Leadership Academy,School,Charter School;Public School;,,
applicant,MI,17014171,Detroit Collegiate High School,School,Charter School;Public School;,#N/A,#N/A,#N/A,17014171,Detroit Collegiate High School,School,Charter School;Public School;,,
recipient,MN,203950,HIBBING ALTERNATIVE LEARNING CENTER,School,Public School;,800 E 21ST STREET,HIBBING,MN,133674,HIBBING INDEP SCH DISTRICT 701,School District,Public School District;,District,922626
recipient,MN,17009722,HILLTOP HEADSTART,School,Head Start;Public School;,3203 68TH ST E,INVER GROVE HEIGHTS,MN,16051402,"SCOTT CARVER DAKOTA CAP AGENCY, INC.",School District,Public School District;,OtherLocation,1016576
recipient,MN,17011631,NLC ISD 361 ALC Prog,School,Public School;,1201 13th Avenue South,Virginia,MN,17008992,ISD 6076 NLC,School District,Public School District;,OtherLocation,1076058
recipient,MN,17011632,NLC NSEC Trans Prog,School,Public School;,1201 13th Avenue South,Virginia ,MN,17008992,ISD 6076 NLC,School District,Public School District;,OtherLocation,1076058
recipient,MN,17011633,NLC Day Treatment,School,Public School;,1201 13th Avenue South,Virginia,MN,17008992,ISD 6076 NLC,School District,Public School District;,OtherLocation,1076058
recipient,MN,17011655,Lynd Public School,School,Public School;,106 SAINT ALBANS ST,LYND,MN,133836,LYND SCHOOL DISTRICT 415,School District,Public School District;,District,922669
recipient,MN,17011832,Cooperative Area Learning Program,School,Public School;,4629 144TH ST W,APPLE VALLEY,MN,133544,ROSEMOUNT IND. SCHOOL DIST 196,School District,Public School District;,District,922753
recipient,MN,17011896,Pride Transitions ,School,Public School;,15 1st ave south suite 4,Buffalo,MN,133587,BUFFALO SCHOOL DISTRICT 877,School District,Public School District;,District,922541
recipient,MN,17011897,NEXT STEP TRANSITION PROGRAM,School,Public School;,7155 80TH ST S,COTTAGE GROVE,MN,133519,SOUTH WASHINGTON CO SCH D 833,School District,Public School District;,District,922783
applicant,MN,17012809,Marine Area Community School,School,Charter School;Public School;,#N/A,#N/A,#N/A,17012809,Marine Area Community School,School,Charter School;Public School;,,
recipient,MN,17013129,OWATONNA ECSE ,School,Public School;,338 E MAIN ST,OWATONNA,MN,133538,OWATONNA SCHOOL DISTRICT 761,School District,Public School District;,District,922724
recipient,MN,17013242,LAKETOWN ELEMENTARY,School,Public School;,960 AIRPORT RD,WACONIA,MN,133621,WACONIA SCHOOL DISTRICT 110,School District,Public School District;,District,922804
recipient,MN,17013338,LAKELAND ELEMENTARY,School,New Construction School;Public School;,1001 LAKELAND DR SE,WILLMAR,MN,133854,WILLMAR INDEP SCHOOL DIST 347,School District,Public School District;,District,922813
recipient,MN,17013360,Red Rock Ridge-SUN,School,Public School;,68 10th st,Windom,MN,133878,SWWC Service Cooperative,School District,ESA School District;Public School District;,Consortium,922261
recipient,MN,17013410,Saint Academy,School,Public School;,4111 Ambassador Boulevard NW St,St Francis,MN,209584,ISD 15,School District,Public School District;,District,922777
recipient,MN,17013415,Minneapolis Academy & Career Center,School,Public School;,800 W BROADWAY AVE,MINNEAPOLIS,MN,133625,MINNEAPOLIS SCHOOL DISTRICT 1,School District,Public School District;,District,922687
recipient,MN,17013712,Otsego E8,School,New Construction School;Public School;,12200 80TH ST NE,OTSEGO,MN,133595,ELK RIVER INDEPENDENCE SCHOOL DISTRICT 728,School District,Public School District;,District,922590
applicant,MN,17013845,FIT ACADEMY,School,Public School;,7200 147TH ST W,APPLE VALLEY,MN,17013845,FIT ACADEMY,School,Public School;,,
applicant,MN,17013874,Parnassus Preparatory School,School,Public School;,11201 96TH AVE N,MAPLE GROVE,MN,17013874,Parnassus Preparatory School,School,Public School;,,
applicant,MN,17013875,Art and Science Academy,School,Public School;,#N/A,#N/A,#N/A,17013875,Art and Science Academy,School,Public School;,,
applicant,MN,17013993,"AUSTIN AREA, ALBERT LEA SPECIAL EDUCATION COOPERATIVE",School,Public School;,2001 2nd Ave SW,Austin,MN,17013993,"AUSTIN AREA, ALBERT LEA SPECIAL EDUCATION COOPERATIVE",School,Public School;,,
applicant,MN,17014041,LEVEL UP ACADEMY ,School,Charter School;Public School;,2600 EAST COUNTY ROAD E,WHITE BEAR LAKE,MN,17014041,LEVEL UP ACADEMY ,School,Charter School;Public School;,,
applicant,MN,17014108,ATHLOS ACADEMY ST CLOUD,School,Charter School;Public School;,#N/A,#N/A,#N/A,17014108,ATHLOS ACADEMY ST CLOUD,School,Charter School;Public School;,,
recipient,MO,17011489,Early Education Center,School,Public School;,1005 WATERFORD DR,FLORISSANT,MO,136880,FERGUSON-FLORISSANT SCH DIST,School District,Public School District;,District,924224
applicant,MO,17012027,EAGLE College Prep Gravois Park,School,Charter School;Public School;,#N/A,#N/A,#N/A,17012027,EAGLE College Prep Gravois Park,School,Charter School;Public School;,,
recipient,MO,17012523,Golden Gate Elementary School ,School,Public School;,100 GOLDEN GATE PKWY,FORISTELL,MO,136957,WENTZVILLE  R-IV SCHOOL DISTRICT,School District,Public School District;,District,924630
recipient,MO,17012525,Hwy Z Elementary School ,School,Public School;,1850 HIGHWAY Z,WENTZVILLE,MO,136957,WENTZVILLE  R-IV SCHOOL DISTRICT,School District,Public School District;,District,924630
recipient,MO,17012687,Lead Innovation Studio HS,School,New Construction School;Public School;,10150 N Ambassador Dr.,Kansas City,MO,137156,PARK HILL SCHOOL DISTRICT,School District,Public School District;,District,924463
applicant,MO,17012744,Kansas City International Academy,School,Charter School;Public School;,414 Wallace Avenue,Kansas City,MO,17012744,Kansas City International Academy,School,Charter School;Public School;,,
recipient,MO,17013589,KIPP High School,School,Public School;,#N/A,#N/A,#N/A,16057578,KIPP ST. LOUIS,School District,Charter School District;Public School District;,OtherLocation,1076076
recipient,MO,17013590,KIPP Triumph Academy,School,Public School;,#N/A,#N/A,#N/A,16057578,KIPP ST. LOUIS,School District,Charter School District;Public School District;,OtherLocation,1076076
recipient,MS,43074,TISHOMINGO CO VOC-TECH CENTER,School,Public School;,1421 Hwy 25 N,TISHOMINGO,MS,128583,TISHOMINGO CO SCHOOL DISTRICT,School District,Public School District;,District,926706
recipient,MS,43173,CAREER AND TECHNICAL CENTER,School,Public School;,#N/A,#N/A,#N/A,128616,MADISON COUNTY SCHOOL DISTRICT,School District,Public School District;,District,926648
recipient,MS,233103,NORTH PONTOTOC MIDDLE SCHOOL,School,Public School;,8234 HWY 15 NORTH,ECRU,MS,128588,PONTOTOC CO SCHOOL DISTRICT,School District,Public School District;,District,926686
recipient,MS,17011638,Pearl Upper Elementary,School,New Construction School;Public School;,400 TREASURE CV,PEARL,MS,128646,PEARL PUBLIC SCHOOL DISTRICT,School District,Public School District;,District,926678
recipient,MS,17012166,FabLab Jackson County,School,Public School;,10208 HIGHWAY 57,VANCLEAVE,MS,128706,JACKSON COUNTY SCHOOL DISTRICT,School District,Public School District;,District,926627
recipient,MS,17012491,Lowndes County Career Technology Center ,School,Public School;,1085 N LEHMBERG RD,COLUMBUS,MS,128728,LOWNDES COUNTY SCHOOLS,School District,Public School District;,District,926646
recipient,MS,17012769,BILOXI JUNIOR HIGH SCHOOL,School,Public School;,1421 JAM LANE  BILOXI,BILOXI,MS,128700,BILOXI SCHOOL DISTRICT,School District,Public School District;,District,926558
recipient,MS,17012927,East Jasper School District Alternative School,School,Public School;,#N/A,#N/A,#N/A,128677,EAST JASPER CONSOL SCHOOL DIST,School District,Public School District;,District,926595
recipient,MS,17012958,GEORGE COUNTY ALTERNATIVE SCHOOL,School,Public School;,330 CHURCH ST,LUCEDALE,MS,128681,GEORGE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,926606
recipient,MS,17012959,GEORGE COUNTY LEAD ACADEMY,School,Public School;,689 CHURCH ST,LUCEDALE,MS,128681,GEORGE COUNTY SCHOOL DISTRICT,School District,Public School District;,District,926606
recipient,MS,17013143,CLEVELAND CENTRAL HIGH SCHOOL,School,Public School;,300 W SUNFLOWER RD,CLEVELAND,MS,128559,CLEVELAND SCHOOL DISTRICT,School District,Public School District;,District,926562
recipient,MS,17013145,CLEVELAND CENTRAL MIDDLE SCHOOL,School,Public School;,601 LUCY SEABERRY BLVD,CLEVELAND,MS,128559,CLEVELAND SCHOOL DISTRICT,School District,Public School District;,District,926562
recipient,MS,17013148,D.M. SMITH ELEMENTARY,School,Public School;,715 S MARTIN LUTHER KING DR,CLEVELAND,MS,128559,CLEVELAND SCHOOL DISTRICT,School District,Public School District;,District,926562
recipient,MS,17013296,BALDWYN VOCATIONAL TRAINING SCHOOL ,School,New Construction School;Public School;,120 Vandiver Street,BALDWYN,MS,128574,BALDWYN SCHOOL DISTRICT,School District,Public School District;,District,926555
recipient,MS,17013364,TISHOMINGO ALTERNATIVE SCHOOL,School,Public School;,34A MONROE ST,TISHOMINGO,MS,128583,TISHOMINGO CO SCHOOL DISTRICT,School District,Public School District;,District,926706
recipient,MT,67558,UTTERBACK 4-6 SCHOOL,School,Public School;,24 2nd Ave SW,CONRAD,MT,134926,CONRAD SCHOOL DISTRICT 10,School District,Public School District;,District,928857
recipient,MT,17012712,KALISPELL SOUTH ELEM SCHOOL,School,New Construction School;Public School;,2155 AIRPORT RD,KALISPELL,MT,135173,KALISPELL SCHOOL DISTRICT 5,School District,Public School District;,District,928998
recipient,MT,17013136,FRED MOODRY INTERMEDIATE SCHOOL,School,Public School;,219 E 3RD ST,ANACONDA,MT,135047,ANACONDA SCHOOL DISTRICT 10,School District,Charter School District;Public School District;,District,928768
recipient,MT,17014784,SPRING CREEK SD 1 & 17,School,Public School;,LAKESHORE DR,DECKER,MT,134714,SPRING CREEK SD 1 & 17,School District,Public School District;,District,928792
recipient,MT,17014875,GARRISON SCHOOL,School,Public School;,33 SCHOOL HOUSE RD,GARRISON,MT,135080,GARRISON SCHOOL DISTRICT 20,School District,Public School District;,District,929087
recipient,NC,17010292,CROSSROADS FLEX HIGH SCHOOL,School,Public School;,5651 DILLARD DR,CARY,NC,126877,WAKE COUNTY PUBLIC SCHOOL SYSTEM,School District,Public School District;,District,929615
recipient,NC,17011749,Elementary C,School,Public School;,500 Scott King Road,Durham,NC,126878,DURHAM PUBLIC SCHOOL DISTRICT,School District,Public School District;,District,929543
recipient,NC,17011750,Whitted School,School,Public School;,200 East Umstead Street,Durham,NC,126878,DURHAM PUBLIC SCHOOL DISTRICT,School District,Public School District;,District,929543
recipient,NC,17011883,Merancas Middle College,School,New Construction School;Public School;,11930 VERHOEFF DR,HUNTERSVILLE,NC,126973,CHARLOTTE-MECKLENBURG SCHOOLS,School District,Public School District;,District,929576
recipient,NC,17012266,HORTONS CREEK ELEMENTARY SCHOOL,School,Public School;,2374 Yates Store Road,Cary,NC,126877,WAKE COUNTY PUBLIC SCHOOL SYSTEM,School District,Public School District;,District,929615
recipient,NC,17012267,ROGERS LANE ELEMENTARY SCHOOL,School,Public School;,201 N. Rogers Lane,Raleigh,NC,126877,WAKE COUNTY PUBLIC SCHOOL SYSTEM,School District,Public School District;,District,929615
recipient,NC,17012268,RIVER BEND MIDDLE SCHOOL,School,Public School;,6620 Perry Creek Road,Raleigh,NC,126877,WAKE COUNTY PUBLIC SCHOOL SYSTEM,School District,Public School District;,District,929615
recipient,NC,17012269,NORTH WAKE COLLEGE AND CAREER ACADEMY,School,Public School;,931 Durham Road,Wake Forest,NC,126877,WAKE COUNTY PUBLIC SCHOOL SYSTEM,School District,Public School District;,District,929615
recipient,NC,17012275,SWIFT CREEK MIDDLE SCHOOL,School,New Construction School;Public School;,325 Norris Road,Clayton,NC,126867,JOHNSTON COUNTY SCHOOL DIST,School District,Public School District;,District,929565
recipient,NC,17012713,Secondary Montessori School,School,New Construction School;Public School;,2400 CARMINE ST,CHARLOTTE,NC,126973,CHARLOTTE-MECKLENBURG SCHOOLS,School District,Public School District;,District,929576
recipient,NC,17012946,Hawks Nest Steam Academy,School,Public School;,3430 ROBINWOOD RD,GASTONIA,NC,126946,GASTON COUNTY SCHOOL DISTRICT,School District,Public School District;,District,929548
recipient,NC,17013070,University Area Computer Coding Magnet,School,New Construction School;Public School;,8601 OLD CONCORD RD,CHARLOTTE,NC,126973,CHARLOTTE-MECKLENBURG SCHOOLS,School District,Public School District;,District,929576
recipient,NC,17013071,eLearning,School,New Construction School;Public School;,800 EVERETT PL,CHARLOTTE,NC,126973,CHARLOTTE-MECKLENBURG SCHOOLS,School District,Public School District;,District,929576
recipient,NC,17013221,SOUTH EAST AREA TECHNICAL HIGH SCHOOL,School,Public School;,4500 BLUE CLAY RD,CASTLE HAYNE,NC,127005,NEW HANOVER COUNTY BOARD OF ED,School District,Public School District;,District,929584
applicant,NC,17013561,Emereau Bladen,School,Public School;,118 W BROAD ST,ELIZABETHTOWN,NC,17013561,Emereau Bladen,School,Public School;,,
recipient,ND,17014331,Killdeer High School,School,Public School;,#N/A,#N/A,#N/A,134610,Killdeer Public School District #16,School District,Public School District;,District,933690
recipient,NE,17012874,Verdigre Middle School,School,Public School;,201 S 3rd St.,Verdigre,NE,16064135,NEBRASKA UNIFIED DISTRICT 1,School District,Public School District;,District,935964
recipient,NE,17012898,CHASE COUNTY MIDDLE SCHOOL,School,Public School;,520 EAST 9TH ST,IMPERIAL,NE,138948,CHASE COUNTY SCHOOLS,School District,Public School District;,District,935991
recipient,NE,17012899,Eastward Elementary ,School,Public School;,600 J Street ,Neligh,NE,138633,NELIGH-OAKDALE SCHOOL DISTRICT,School District,Public School District;,District,936129
recipient,NE,17012901,West Boyd Middle School,School,Public School;,106 East Greig St. ,Spencer ,NE,16049437,WEST BOYD SCHOOL DISTRICT,School District,Public School District;,District,936007
recipient,NE,17013064,Bennington Middle School,School,Public School;,11201 N 168TH ST,Bennington,NE,138225,BENNINGTON PUBLIC SCHOOLS,School District,Public School District;,District,936033
recipient,NH,3730,ROLLINSFORD GRADE SCHOOL,School,Public School;,487 LOCUST ST,ROLLINSFORD,NH,121311,ROLLINSFORD SCHOOL DISTRICT,School District,Public School District;,District,937654
recipient,NH,17012158,Middleton Elementary School,School,Public School;,116 KINGS HWY,MIDDLETON,NH,121257,MIDDLETON SCHOOL DISTRICT,School District,Public School District;,District,937618
applicant,NH,17012431,SEACOAST CHARTER SCHOOL,School,Charter School;Public School;,#N/A,#N/A,#N/A,17012431,SEACOAST CHARTER SCHOOL,School,Charter School;Public School;,,
applicant,NH,17014504,School Administrative Unit 101,School District,Public School District;,#N/A,#N/A,#N/A,17014504,School Administrative Unit 101,School District,Public School District;,,
recipient,NJ,235417,NEW BRUNSWICK HEALTH SCIENCE TECHNOLOGY HIGH SCHOOL,School,Public School;,#N/A,#N/A,#N/A,123590,NEW BRUNSWICK SCHOOL DISTRICT,School District,Public School District;,District,941454
recipient,NJ,16058631,COUNTY PREP HIGH SCHOOL,School,Public School;,525 MONTGOMERY STREET,JERSEY CITY,NJ,122711,HUDSON COUNTY SCHOOLS OF TECHNOLOGY,School District,Public School District;,District,941317
applicant,NJ,17001826,Union Arts and Science Charter School,School,Charter School;Public School;,179 HUSSA ST,LINDEN,NJ,17001826,Union Arts and Science Charter School,School,Charter School;Public School;,,
recipient,NJ,17001862,Patricia M. Noonan Elementary School,School,New Construction School;Public School;,Laidlaw Ave. & Sumit Ave ,Jersey City,NJ,122798,JERSEY CITY SCHOOL DISTRICT,School District,Public School District;,District,941325
recipient,NJ,17011405,Atlantic County Elementary and Middle Schools,School,Public School;,4805 NAWAKWA BLVD,MAYS LANDING,NJ,123405,ATLANTIC CO SPECIAL SERV DIST,School District,Public School District;,District,940941
recipient,NJ,17011406,Atlantic County High School,School,Public School;,4805 NAWAKWA BLVD,MAYS LANDING,NJ,123405,ATLANTIC CO SPECIAL SERV DIST,School District,Public School District;,District,940941
recipient,NJ,17011593,Moss School,School,Public School;,#N/A,#N/A,#N/A,123538,METUCHEN SCHOOL DISTRICT,School District,Public School District;,District,941410
applicant,NJ,17011781,Great Oaks Legacy Charter School,School,Charter School;Public School;,823 S 16TH ST,NEWARK,NJ,17011781,Great Oaks Legacy Charter School,School,Charter School;Public School;,,
recipient,NJ,17011892,Alternative SchoolYes Academy,School,Public School;,#N/A,#N/A,#N/A,122871,PATERSON PUBLIC SCHOOLS,School District,Public School District;,District,941514
recipient,NJ,17012028,WASHINGTON SCHOOL,School,Public School;,70 SPRING ST,MILLBURN,NJ,122700,MILLBURN TWP SCHOOL DISTRICT,School District,Public School District;,District,941418
recipient,NJ,17012937,Oak Tree Road Elementary School,School,New Construction School;Public School;,#N/A,#N/A,#N/A,122774,WOODBRIDGE TWP SCHOOL DISTRICT,School District,Public School District;,District,941732
recipient,NJ,17013489,Jerome Dunn Academy School No. 5,School,Public School;,#N/A,#N/A,#N/A,122796,ELIZABETH PUBLIC SCHOOLS,School District,Public School District;,District,941203
recipient,NJ,17013490,School No. 31,School,New Construction School;Public School;,#N/A,#N/A,#N/A,122796,ELIZABETH PUBLIC SCHOOLS,School District,Public School District;,District,941203
recipient,NJ,17013535,WOODROW WILSON SCHOOL,School,Public School;,80 HAUXHURST AVENUE,WEEHAWKEN,NJ,122761,WEEHAWKEN TOWNSHIP SCHOOL DIST,School District,Public School District;,District,941698
applicant,NJ,17013769,GRAY CHARTER SCHOOL,School,Public School;,55 LIBERTY ST,NEWARK,NJ,17013769,GRAY CHARTER SCHOOL,School,Public School;,,
applicant,NJ,17013844,Achieve Community Charter School,School,Charter School;Public School;,#N/A,#N/A,#N/A,17013844,Achieve Community Charter School,School,Charter School;Public School;,,
applicant,NJ,17013888,LEAD Charter School,School,Charter School;Public School;,571 CENTRAL AVE FL 2,NEWARK,NJ,17013888,LEAD Charter School,School,Charter School;Public School;,,
applicant,NJ,17013980,International Academy of Trenton Charter School,School,Charter School;Public School;,500 PERRY ST,TRENTON,NJ,17013980,International Academy of Trenton Charter School,School,Charter School;Public School;,,
applicant,NJ,17015035,BRIDGETON PUBLIC CHARTER SCHOOL,School,Public School;,790 EAST COMMERCE STREET,BRIDGETON,NJ,17015035,BRIDGETON PUBLIC CHARTER SCHOOL,School,Public School;,,
recipient,NM,17004527,Desert Willow Elementary School,School,New Construction School;Public School;,2100 Primrose Street,Carlsbad,NM,143347,CARLSBAD MUNICIPAL SCHOOL DIST,School District,Public School District;,District,942880
recipient,NM,17004529,Ocotillo Elementary School,School,New Construction School;Public School;,2106 Captain Williams Lane,Carlsbad,NM,143347,CARLSBAD MUNICIPAL SCHOOL DIST,School District,Public School District;,District,942880
recipient,NM,17013175,Milagro Middle School,School,New Construction School;Public School;,351 W ZIA RD,SANTA FE,NM,143272,SANTA FE SCHOOL DISTRICT,School District,Public School District;,District,942957
recipient,NM,17013662,Early College High School,School,Public School;,23 West Mathis St. ,Roswell,NM,143342,ROSWELL INDEP SCHOOL DISTRICT,School District,Public School District;,District,942953
applicant,NM,17014319,Siembra Leadership Highschool,School,Charter School;Public School;,#N/A,#N/A,#N/A,17014319,Siembra Leadership Highschool,School,Charter School;Public School;,,
recipient,NM,17014798, Mandela International Magnet ,School,Public School;,1720 LLANO ST,SANTA FE,NM,143272,SANTA FE SCHOOL DISTRICT,School District,Public School District;,District,942957
applicant,NV,17012923,Founders Academy of Las Vegas,School,Charter School;Public School;,#N/A,#N/A,#N/A,17012923,Founders Academy of Las Vegas,School,Charter School;Public School;,,
applicant,NV,17013307,Futuro Academy Incorporated ,School,Charter School;Public School;,#N/A,#N/A,#N/A,17013307,Futuro Academy Incorporated ,School,Charter School;Public School;,,
applicant,NV,17013719,Mater Academy of Northern Nevada,School,Charter School;Public School;,2680 E 9TH ST,RENO,NV,17013719,Mater Academy of Northern Nevada,School,Charter School;Public School;,,
applicant,NV,17013720,Doral Academy of Northern Nevada,School,Charter School;Public School;,385 TERAMO DR,RENO,NV,17013720,Doral Academy of Northern Nevada,School,Charter School;Public School;,,
applicant,NY,17008336,Hyde Leadership charter School - Brooklyn,School,Charter School;Public School;,330 ALABAMA AVE,BROOKLYN,NY,17008336,Hyde Leadership charter School - Brooklyn,School,Charter School;Public School;,,
recipient,NY,17008814,JOSEPH AVENUE HEADSTART,School,Head Start;Public School;,251 JOSEPH AVE,ROCHESTER,NY,17002311,Action For a Better Community,School District,Public School District;,OtherLocation,1076132
recipient,NY,17011475,Children's Aid Society-Charter-Temporary,School,Public School;,1734 WILLIAMSBRIDGE RD,BRONX,NY,16050307,CHILDRENS AID SOCIETY INC,School District,Charter School District;Public School District;,OtherLocation,1042054
recipient,NY,17011573,Corning-Painted Post High School Learning Center,School,Public School;,#N/A,#N/A,#N/A,125113,CORNING CITY SCHOOL DISTRICT,School District,Public School District;,District,946326
applicant,NY,17011636,Brooklyn Emerging Leaders Academy Charter High School,School,Charter School;Public School;,111 BROADWAY RM 604,NEW YORK,NY,17011636,Brooklyn Emerging Leaders Academy Charter High School,School,Charter School;Public School;,,
recipient,NY,17011708,SACS-HUDSON YARDS,School,New Construction School;Public School;,#N/A,#N/A,#N/A,16075238,SUCCESS ACADEMY CHARTER SCHOOLS,School District,Charter School District;Public School District;,Consortium,1046992
recipient,NY,17011709,SACS-HARLEM 6,School,New Construction School;Public School;,#N/A,#N/A,#N/A,16075238,SUCCESS ACADEMY CHARTER SCHOOLS,School District,Charter School District;Public School District;,Consortium,1046992
applicant,NY,17011820,Legacy College Prep Charter High School,School,Charter School;Public School;,111 BROADWAY RM 604,NEW YORK,NY,17011820,Legacy College Prep Charter High School,School,Charter School;Public School;,,
applicant,NY,17011881, Forte Prep Academy Charter School,School,Charter School;Public School;,111 BROADWAY RM 604,NEW YORK,NY,17011881, Forte Prep Academy Charter School,School,Charter School;Public School;,,
applicant,NY,17012220,Elmwood Village Charter School - Hertel,School,Charter School;Public School;,40 DAYS PARK,BUFFALO,NY,17012220,Elmwood Village Charter School - Hertel,School,Charter School;Public School;,,
recipient,NY,17012286, BEGINNING WITH CHILDREN CHARTER SCHOOL 2-MIDDLE SCHOOL ,School,Charter School;Public School;,#N/A,#N/A,#N/A,16072733,BEGINNING WITH CHILDREN FOUNDATION,School District,Charter School District;Public School District;,OtherLocation,1043514
applicant,NY,17012516,Hebrew Language Academy 2,School,Charter School;Public School;,#N/A,#N/A,#N/A,17012516,Hebrew Language Academy 2,School,Charter School;Public School;,,
applicant,NY,17012517,REACH Academy Charter School,School,Charter School;Public School;,115 ASH ST,BUFFALO,NY,17012517,REACH Academy Charter School,School,Charter School;Public School;,,
recipient,NY,17012527,AF-Comprehensive Academy Elementary ,School,Charter School;Public School;,125 Covert Street,Brooklyn,NY,16027027,ACHIEVEMENT FIRST,School District,Charter School District;Public School District;,OtherLocation,1042934
recipient,NY,17012542,Canarsie Ascend Charter School,School,Charter School;Public School;,757 E 86TH ST,BROOKLYN,NY,16046462,Ascend Charter Schools,School District,Charter School District;Public School District;,District,946060
recipient,NY,17012543,P-Tech Program,School,Public School;,61 MONROE ST,ST JOHNSVILLE,NY,16075828,OPPENHEIM-EPHRATAH-ST JOHNSVILLE CENTRAL SCH DIST,School District,Public School District;,District,1073570
recipient,NY,17012667,Port Richmond School for Visionary Learning,School,Public School;,1625 FOREST AVE,STATEN ISLAND,NY,153135,NEW YORK CITY DEPARTMENT OF EDUCATION,School District,Public School District;,OtherLocation,1043473
recipient,NY,17012865,Troy Prep High School,School,Public School;,2 Polk Street,Troy,NY,16049708,UNCOMMON SCHOOLS,School District,Charter School District;Public School District;,OtherLocation,1043385
recipient,NY,17012866,Camden Prep Elementary School 2,School,Public School;,1575 Mt. Ephraim Avenue,Camden,NJ,16049708,UNCOMMON SCHOOLS,School District,Charter School District;Public School District;,OtherLocation,1043385
recipient,NY,17012867,Uncommon High School 4,School,Public School;,1575 Mt. Ephraim Avenue,Brooklyn,NY,16049708,UNCOMMON SCHOOLS,School District,Charter School District;Public School District;,OtherLocation,1043385
recipient,NY,17012909,AF-ASPIRE MIDDLE SCHOOL,School,Charter School;Public School;,982 HEGEMAN AVENUE,BROOKLYN,NY,16027027,ACHIEVEMENT FIRST,School District,Charter School District;Public School District;,OtherLocation,1042934
recipient,NY,17012911,AF-PROVIDENCE MAYORAL MIDDLE,School,Charter School;Public School;,370 HARTFORD AVENUE,PROVIDENCE,RI,16027027,ACHIEVEMENT FIRST,School District,Charter School District;Public School District;,OtherLocation,1042934
recipient,NY,17013029,Bronx Charter School for Excellence 3,School,Charter School;Public School;,#N/A,#N/A,#N/A,17005045,Bronx Charter School for Excellence,School District,Charter School District;Public School District;,OtherLocation,1082649
recipient,NY,17013154,LONGWOOD CAREER CENTER,School,Public School;,138 MAIN ST,YAPHANK,NY,124013,LONGWOOD CENTRAL SCH DISTRICT,School District,Public School District;,District,946616
recipient,NY,17013615,PS #040,School,Public School;,#N/A,#N/A,#N/A,124849,BUFFALO CITY SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,946258
recipient,NY,17013619,PS #078,School,Public School;,#N/A,#N/A,#N/A,124849,BUFFALO CITY SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,946258
applicant,NY,17013833,Exploration Elementary Charter School for Science and Technology,School,Charter School;Public School;,#N/A,#N/A,#N/A,17013833,Exploration Elementary Charter School for Science and Technology,School,Charter School;Public School;,,
applicant,NY,17014050,Syracuse Academy of Science and Citizenship Charter School ,School,Charter School;Public School;,301 VALLEY DR,SYRACUSE,NY,17014050,Syracuse Academy of Science and Citizenship Charter School ,School,Charter School;Public School;,,
