postal_cd,ben,name,org_address1,org_address2,org_city,org_state,org_zipcode,organization_entity_type_name,location.coordinates
CO,17011739,Early Beginnings,812 N JAMAICA ST,,AURORA,CO,80010,School,
CO,17011996,EAGLE COUNTY SCHOOL DISTRICT--OFFICE #2,757 East 3rd Street,,Eagle,CO,81631,Non-Instructional Facility (NIF),
CO,17013707,Global Village Academy West,16401 E ALAMEDA PL,,AURORA,CO,80017,School,
CO,17013323,Wild Plum  Admin Bldg,1650 Pace St,,Longmont,CO,80501,Non-Instructional Facility (NIF),
CO,17011997,EAGLE COUNTY SCHOOL DISTRICT EAST BUS BARN,600 Eagle Road,,Avon,CO,81620,Non-Instructional Facility (NIF),
CO,17013185,KEPNER BEACON MIDDLE SCHOOL,911 S HAZEL CT,,DENVER,CO,80219,School,
CO,17011697,EL JEBEL TRANSPORTATION FACILITY,857 JW DRIVE,,CARBONDALE,CO,81623,Non-Instructional Facility (NIF),
CO,17011740,AXL Aurora Expeditionary Learning Academy,14100 EAST JEWEL AVENUE #21,,AURORA,CO,80012,School,
CO,17011696,EASTBANK SCHOOL,123 FLYING M RANCH ROAD,,GLENWOOD SPRINGS,CO,81601,School,
CO,17013702,Aurora Public Schools Warehouse,80 Airport Blvd,,Aurora,CO,80011,Non-Instructional Facility (NIF),
CO,17013703,Facilities Complex,1369 Airport Blvd,,Aurora,CO,80011,Non-Instructional Facility (NIF),
CO,17011744,LOTUS SCHOOL FOR EXCELLENCE,11001 E ALAMEDA AVE,,AURORA,CO,80012,School,
CO,17013705,Intercept Center,16905 E 2nd Ave,,Aurora,CO,80011,Non-Instructional Facility (NIF),
CO,17011465,MANCOS SCHOOL DISTRICT ADMINISTRATIVE OFFICE,395 WEST GRAND AVENUE,,MANCOS,CO,81328,Non-Instructional Facility (NIF),
CO,17013183,DR. MARTIN LUTHER KING JR. EARLY COLLEGE,19535 E 46TH AVE,,DENVER,CO,80249,School,
CO,17011741,FACILITIES WITH DISTRICT RUN EDUCATION,82 AIRPORT BLVD,,AURORA,CO,80010,School,
CO,17013531,Pueblo School for Arts and Sciences at Fulton Heights,1411 SANTA ROSA ST,,PUEBLO,CO,81006,School,
CO,17011855,LEAP School,950 N. Cleveland Ave,,Loveland,CO,80537,School,
CO,17012473,Colorado Early Colleges Fort Collins Middle School,4512 MCMURRY AVE,,FORT COLLINS,CO,80525,School,
CO,17013700,Aurora Public Schools Transportation,160 Airport Blvd,,Aurora,CO,80011,Non-Instructional Facility (NIF),
CO,17011742,Global Village Academy East,403 South Airport Boulevard,,AURORA,CO,80017,School,
CO,17013186,MARIE L. GREENWOOD ACADEMY,5130 DURHAM CT,,DENVER,CO,80239,School,
CT,17011587,Trumbull Alternate School,4630 Madison Avenue,,Trumbull,CT,6611,Non-Instructional Facility (NIF),
CT,17011022,Loveland Hill School,70 LOVELAND HILL RD,,VERNON,CT,6066,School,
CT,166082,SHEPAUG VALLEY HIGH SCHOOL,159 SOUTH STREET,,WASHINGTON,CT,6793,School,
CT,17013550,LULAC Observatory,400 CANNER ST,,NEW HAVEN,CT,6511,School,
CT,17013555,LULAC State Street,1000 STATE ST,,NEW HAVEN,CT,6511,School,
CT,17013552,LULAC East Haven,54 GERRISH AVE,,EAST HAVEN,CT,6512,School,
CT,17013573,CT Institute  Park Avenue Center,29 PARK AVE,,DANBURY,CT,6810,School,
CT,17011426,FARMINGTON COLLABORATIVE PK,1 MONTIETH DR,,FARMINGTON,CT,6032,School,
CT,17012060,Learning Academy at Bloomfield ,20 Sargeant St. ,,Heartford,CT,6105,School,
CT,5237,SOMERS HIGH SCHOOL,59 NINTH DISTRICT RD,,SOMERS,CT,6071,School,
CT,5235,MABELLE B AVERY MIDDLE SCHOOL,47 NINTH DISTRICT RD,,SOMERS,CT,6071,School,
CT,6113,Fairchild Nichols Memorial Library,1718 HUNTINGTON TPKE,,TRUMBULL,CT,6611,Library,
CT,17012481,NEW ORCHARD HILL,380 FOSTER ST,,SOUTH WINDSOR,CT,6074,School,
CT,6043,BETHANY COMMUNITY SCHOOL,44 PECK RD,,BETHANY,CT,6524,School,
CT,17012207,Raise Academy,75 Chatfield Street ,,Derby,CT,6418,School,
CT,16061816,CANTON MIDDLE SCHOOL,76 SIMONDS AVE,,CANTON,CT,6019,School,
CT,17013512,Landmark Preschool,44 VILLAGE GRN,,BEDFORD,NY,10506,School,
CT,17012995,Career & Craftsmanship Alternative School,418 KOSSUTH ST FL B,,BRIDGEPORT,CT,6608,School,
CT,17011588,REACH,4630 Madison Avenue,,Trumbull,CT,6611,Non-Instructional Facility (NIF),
CT,17012204,AccessGertrude Fielding Learning Center,103 MIRY BROOK RD,,DANBURY,CT,6810,School,
CT,5236,SOMERS ELEMENTRY SCHOOL,55 NINTH DISTRICT RD,,SOMERS,CT,6071,School,
DC,21633,MACFARLAND MIDDLE SCHOOL,4400 IOWA AVE NW,,WASHINGTON,DC,20011,School,
DC,17013111,MCKINLEY MIDDLE SCHOOL,151 T ST NE,,WASHINGTON,DC,20002,School,
DE,16068706,NETWORKS SCHOOL,30 BLUE HEN DR.,,NEWARK,DE,19713,School,
FL,17011639,Southwest Florida Public Service Academy,4312 MICHIGAN AVE,,FORT MYERS,FL,33905,School,
FL,17011738,Success Academy,3650 Michigan Avenue,,Fort Myers,FL,33916,School,
FL,17013344,Cantonment,470 S HIGHWAY 29,,CANTONMENT,FL,32533,School,
FL,36403,ST BERNADETTE CATHOLIC SCHOOL,7450 STIRLING RD,,HOLLYWOOD,FL,33024,School,
FL,37236,ST MARK CATHOLIC SCHOOL,5601 S FLAMINGO RD,,FT LAUDERDALE,FL,33330,School,
FL,38262,NORTH MYERS ACADEMY FOR THE ARTS - ELEMENTARY,1856 Arts Way,,North Fort Myers,FL,33917,School,
FL,17013226,ACADMEY ,18300 COCHRAN BLVD,,PORT CHARLOTTE,FL,33948,School,
FL,17012610,Bexley Elementary School ,4380 Ballantrae Blvd,,Land O’ Lakes,FL,34638,School,
FL,36762,ST THOMAS THE APOSTLE SCHOOL,7303 SW 64TH ST,,MIAMI,FL,33143,School,
FL,17013356,BONIFAY K-8 SCHOOL,825 W HIGHWAY 90,,BONIFAY,FL,32425,School,
FL,17013009,Electronic Library at Cyrus Greene Center,2101 E DR MARTIN LUTHER KING JR BLVD,,TAMPA,FL,33610,Library,
FL,17010461,Warehouse ,1025 Carmalita st,,Punta Gorda,FL,33950,Non-Instructional Facility (NIF),
FL,17002439,ESCAMBIA VIRTUAL ACADEMY FRANCHISE,30 E. Texar Dr,,Pensacola,FL,32503,School,
FL,17012662,Achieve Center of Pasco,18950 MICHIGAN LN,,SPRING HILL,FL,34610,School,
FL,17002442,ESCAMBIA VIRTUAL INSTRUCTIONAL PROGRAM (DISTRICT PROVIDED),30 E. Texar Dr,,Pensacola,FL,32503,School,
FL,17012655,Riverview Learning Center,801 N WILD OLIVE AVE,,DAYTONA BEACH,FL,32118,School,
FL,203968,LOMAX ELEMENTARY SCHOOL,4207 26TH STREET,,TAMPA,FL,33610,School,
FL,36988,ST KEVIN'S CATHOLIC SCHOOL,4001 SW 127TH AVE,,MIAMI,FL,33175,School,
FL,17012864, Plato Academy Schools - IT Center,7904 Hopi Pl,,Tampa,FL,33634,Non-Instructional Facility (NIF),
FL,224827,RANDALL MIDDLE SCHOOL,16510 FISHHAWKE BLVD,,LITIA,FL,33547,School,
FL,17012614,Cypress Creek Middle High School,8701 OLD PASCO RD,,WESLEY CHAPEL,FL,33544,School,
FL,17012654,Deland Administrative Complex,200 North Clara Ave,,Deland,FL,32720,Non-Instructional Facility (NIF),
FL,17012931,Longwood Elementary School,840 ORANGE AVE,,LONGWOOD,FL,32750,School,
FL,37681,STEWART MIDDLE SCHOOL,1125 W SPRUCE ST,,TAMPA,FL,33607,School,
FL,17004858,Hospital Homebound,1817 E. University Ave.,,Gainesville ,FL,32601,School,
FL,17008163,COLUMBIA COUNTY PUBLIC LIBRARY,308 NW COLUMBIA AVE,,LAKE CITY,FL,32055,Library,
FL,37666,BT WASHINGTON ELEMENTARY,1407 ESTELLE ST,,TAMPA,FL,33605,School,
FL,17007856,GILCHRIST COUNTY SCHOOL DIST BUILDING ,310 NW 11TH AVE,,TRENTON,FL,32693,Non-Instructional Facility (NIF),
FL,36539,ST COLEMAN SCHOOL,2250 SE 12TH ST,,POMPANO BEACH,FL,33062,School,
FL,17002441,ESCAMBIA VIRTUAL INSTRUCTION PROGRAM,30 E. Texar Dr,,Pensacola,FL,32503,School,
FL,35530,CAMELOT ACADEMY OF ESCAMBIA COUNTY,216 HAWTHORN DR,,PENSACOLA,FL,32507,School,
FL,17013343,Gonzales Court,2800 Nth 9th Ave,,Pensacola,FL,32503,School,
FL,17012656,Transportation-Ormond Beach,208 Central Ave ,,Ormond  Beach,FL,32174,Non-Instructional Facility (NIF),
FL,17012001,PLATO ACADEMY SCHOOLS - CLEARWATER,2045 PALMETTO STREET,,CLEARWATER,FL,33765,School,
FL,17002440,ESCAMBIA VIRTUAL INSTRUCTION (COURSE OFFERINGS),30 E. Texar Dr,,Pensacola,FL,32503,School,
FL,17012003,PLATO ACADEMY SCHOOLS - TRINITY,8812 OLD COUNTRY RD 54,,NEW PORT RICHEY,FL,33782,School,
FL,17012881,DAVID LAWRENCE JR PLC,12175 NE 12TH CT,,NORTH MIAMI,FL,33161,School,
FL,17013475,PAHOKEE STADIUM,1205 LARRIMORE RD,,PAHOKEE,FL,33476,Non-Instructional Facility (NIF),
FL,17012477,INDIANAPOLIS LIGHTHOUSE CHARTER SCHOOL - SOUTH SLOAN,1780 Sloan Avenue,,INDIANAPOLIS,IN,46203,School,
FL,35533,JUDY ANDREWS SECOND CHANCE CENTER,129 N MERRITT ST,,PENSACOLA,FL,32507,School,
FL,17012002,PLATO ACADEMY SCHOOLS - PINELLAS PARK,9200 49TH ST N,,PINELAS PARK,FL,33782,School,
FL,37616,LOPEZ EXCEPTIONAL CENTER,315 E Old Hillsborough Ave,,SEFFNER,FL,33584,School,
FL,202873,HOSPITAL & HOMEBOUND,30 EAST TEXAR DRIVE,,PENSACOLA,FL,32503,School,
FL,36400,ANNUNCIATION SCHOOL,3751 SW 39TH ST,,HOLLYWOOD,FL,33023,School,
FL,17013010,University Area Community Library,13619 N 22nd St,,Tampa,FL,33619,Library,
FL,17011724,West Lakes Preparatory Academy ,13835 NW 97TH AVE,,HIALEAH,FL,33018,School,
FL,17012539,WILDLIGHT ELEMENTARY,76500 CURIOSITY AVENUE,,YULEE,FL,32097,School,
FL,17011723,SCHOOL FOR ADVANCED STUDIES-WEST,3800 NW 115TH AVE,,DORAL,FL,33178,School,
GA,17003642,Martha Ellen Stilwell School for the Performing Arts,2580 MOUNT ZION PKWY,,JONESBORO,GA,30236,School,
GA,17013403,Garden City Branch,104 Sunshine Avenue,,Garden City,GA,31405,Library,
GA,17012681,MICHAEL HOLLIS INNOVATION ACADEMY,225 JAMES P BRAWLEY DR SW,,ATLANTA,GA,30314,School,
GA,17014872,Southwest Georgia Stem Charter,185 Tecan Street,,Shellman,GA,39886,School,
GA,17013487,New Martha Rawls Smith Elementary School,1206 N 4TH ST,,JESUP,GA,31545,School,
GA,17012673,TUSKEGEE AIRMEN GLOBAL ACADEMY,654 ALVARADO TERRACE SW,,ATLANTA,GA,30311,School,
GA,34134,Hinesville Branch Library,236 MEMORIAL DR,,HINESVILLE,GA,31313,Library,
GA,17011837,INTERNATIONAL TRANSITION CENTER,52 Gwinnett Drive,,Lawrenceville,GA,30043,School,
GA,17013696,New Pleasantdale Elementary School,3695 NORTHLAKE DR,,DORAVILLE,GA,30340,School,
GA,17011714,Hart County Agriculture Facility,1951 Bowman Highway,,Hartwell,GA,30643,Non-Instructional Facility (NIF),
GA,17013491,Worth County Achievement Center,103 ELDRIDGE ST,,SYLVESTER,GA,31791,School,
GA,17013261,Mevers School of Excellence,7750 Henry E. Brown Blvd,,Goose Creek,SC,29445,School,
GA,17013484,New Appling Middle School,1221 Shurling Drive,,Macon,GA,31211,School,
GA,17013220,Bus Barn,707 WIREGRASS ST,,HIOMERVILLE,GA,31634,Non-Instructional Facility (NIF),
GA,17011808,STEPHENS COUNTY MAINTENANCE DEPARTMENT,2332 MIZE ROAD,,TOCCOA,GA,30577,Non-Instructional Facility (NIF),
GA,17012890,Greene County Pre-K,1100 WITCHER ST,,UNION POINT,GA,30669,School,
GA,17013485,New Northeast High School,1657 Upper River Road,,Macon,GA,31211,School,
GA,17013426,Hinesville Branch Library,236 Memorial Drive,,Hinesville,GA,31313,Library,
GA,17013422,West Broad Branch,1110 May Street,,Savannah,GA,31415,Library,
GA,17013321,Ruth Holder Public Library ,337 Sage St.,,Temple,GA,30179,Library,
GA,17013401,Bull Street Branch,2002 Bull Street,,Savannah,GA,31401,Library,
GA,17003659,PERFORMANCE LEARNING CENTER,1740 WALTON WAY,,AUGUSTA,GA,30904,School,
GA,17014871,Liberty Tech Charter,119 Price Road,,Brooks,GA,30205,School,
GA,17011487,Jeff David DOE Annex,52 YELLOW JACKET DR,,HAZLEHURST,GA,31539,Non-Instructional Facility (NIF),
GA,17013180,VALDOSTA HIGH SCHOOL,4590 INNER PERIMETER RD,,Valdosta,GA,31601,Non-Instructional Facility (NIF),
GA,17013260,Waterset Charter School,210 APOLLO BEACH BLVD,,APOLLO BEACH,FL,33572,School,
GA,17014216,GENESIS INNOVATION ACADEMY FOR GIRLS,1049 CUSTER AVE SE,,ATLANTA,GA,30316,School,
GA,17012609,PARKWAY ELEMENTARY SCHOOL ,2660 WILLIAM FEW PKWY,,EVANS,GA,30809,School,
GA,33258,WHEELER COUNTY MIDDLE SCHOOL,50 SNOWHILL RD,,ALAMO,GA,30411,School,
GA,17011842,Clarke County Career Academy,440 DEARING EXT BLDG 1,,ATHENS,GA,30606,School,
GA,17012675,WOODSON PARK ACADEMY,20 EVELYN WAY NW,,ATLANTA,GA,30318,School,
GA,17014217,GENESIS INNOVATION ACADEMY FOR BOYS,1049 CUSTER AVE SE,,ATLANTA,GA,30316,School,
GA,17013193,Burwell GNETS,307 FORT DR,,LAGRANGE,GA,30240,School,
GA,17013258,Duval Charter School at Coastal,12800 BEACH BLVD,,JACKSONVILLE,FL,32246,School,
GA,17013695,New Austin Elementary School,5435 ROBERTS DR,,DUNWOODY,GA,30338,School,
GA,17013257,Collier Charter Academy,12101 Immokalee Rd,,Naples,FL,34120,School,
GA,17012578,Zebulon High School,7360 HIGHWAY 19 S,,ZEBULON,GA,30295,School,
GA,17003662,Sumter County Intermediate School,439 BUMPHEAD RD,,AMERICUS,GA,31719,School,
GA,17012891,GREENE COUNTY BUS BARN,2061 EAST BROAD STREET,,GREENSBORO,GA,30642,Non-Instructional Facility (NIF),
GA,17011877,Clarke County Transient School,280 Gaines School Road,,Athens,GA,30605,School,
GA,17013259,Renaissance Charter School at Boggy Creek,4480 BOGGY CREEK RD,,KISSIMMEE,FL,34744,School,
HI,144808,HAWAII SCHOOL DISTRICT,75 AUPUNI ST,,HILO,HI,96720,Non-Instructional Facility (NIF),
HI,17012762,KA PUA I & II,87-790 KULAUKU ST,,WAIANAE,HI,96792,School,
HI,144812,CENTRAL OAHU SCHOOL DISTRICT (HIGH CORE),801 Center Street,,Wahiawa,HI,96786,Non-Instructional Facility (NIF),
HI,144811,KAUAI SCHOOL DISTRICT,3060 EIWA ST,,LIHUE,HI,96766,Non-Instructional Facility (NIF),
HI,144813,MAUI SCHOOL DISTRICT,54 S HIGH ST FL 4,,WAILUKU,HI,96793,Non-Instructional Facility (NIF),
HI,17012763,KALIHI KAI,"626 MCNEILLST, F2",,HONOLULU,HI,96817,School,
IA,17012537,Nevada Community School District Bus Barn,121 S 11th Street ,,Nevada,IA,50201,Non-Instructional Facility (NIF),
IA,17012364,HERITAGE ELEMENTARY ,500 NE Beaverbrooke BLVD ,,Grimes,IA,50111,School,
IA,17012625,East Herbert Hoover Elementary ,1355 BARRINGTON RD,,IOWA CITY,IA,52245,School,
IA,17011950,Alternative High School,19 N ILLINOIS AVE,,MASON CITY,IA,50401,School,
IA,17013709,East Union Elementary,1916 HIGH SCHOOL DR,,AFTON,IA,50830,School,
IA,17012624,Liberty High School,1400 S DUBUQUE ST,,NORTH LIBERTY,IA,52317,School,
IA,17012485,Transportation Facility,605 University Avenue,,Waukee,IA,50263,Non-Instructional Facility (NIF),
IA,17012486,Operations Facility,1000 6th Street South,,Waukee,IA,50263,Non-Instructional Facility (NIF),
ID,17003398,L&C Chestnut St. Center,1260 Chestnut St,,Clarkston ,WA,99403,School,
ID,17013681,Skyway Elementary School,19430 WARD LN,,CALDWELL,ID,83605,School,
ID,17003650,L&C Kamiah Center,1319 HILL ST,,KAMIAH,ID,83536,School,
ID,17011693,Hayden Center Elementary School,9650 N Government Way,,Hayden,ID,83835,School,
ID,17012179,ISUCCEED VIRTUAL HIGH SCHOOL,6148 N DISCOVERY WAY STE 120,,BOISE,ID,83713,School,
ID,17012369,Technology Center,555 S Broadway,,Blackfoot ,ID,83221,Non-Instructional Facility (NIF),
ID,17003653,L&C Orofino Center,143 Bartlett Street,,Orofino,ID,83544,School,
ID,17012387,South Hills Middle School,1550 Harrison Street South,,Twin Falls,ID,83301,School,
ID,17003647,L&C Grangeville Center,400 S IDAHO AVE,,GRANGEVILLE,ID,83530,School,
ID,17003648,L&C Whitman Center,1840 9TH AVE,,LEWISTON,ID,83501,School,
ID,17003646,L&C Craigmont Center,213 West Main St,,Craigmont,ID,83523,School,
ID,17003654,L&C Weippe Center,220 N MAIN ST,,WEIPPE,ID,83553,School,
ID,17013680,Ridgevue High School,18800 MADISON RD,,NAMPA,ID,83687,School,
ID,17003652,L&C Moscow Center,514 NORTHWOOD DR,,MOSCOW,ID,83843,School,
ID,17003399,L&C Fair Street Center,1483 Fair St,,Clarkston ,WA,99403,School,
IL,17012757,District 194 Administration Center ,3753 Park Ave,,Steger,IL,60475,Non-Instructional Facility (NIF),
IL,17013124,Thurgood Marshall Elementary ,4704 N ROCKTON AVE,,ROCKFORD,IL,61103,School,
IL,17013091,Cicero Early Childhood Center,5110 W 24TH ST,,CICERO,IL,60804,School,
IL,17012590,PEOTONE SD 207 U TRANSPORTATION HUB,103 N. Harlem Avenue,,Peotone,IL,60468,Non-Instructional Facility (NIF),
IL,72383,HORACE MANN ELEMENTARY SCHOOL,2708 EDWARDS ST,,ALTON,IL,62002,School,
IL,17013373,STARS Autism Program ,2900 OGDEN AVE,,LISLE,IL,60532,School,
IL,17011562,HERSCHER BUS GARAGE,239 W Route 115,,Herscher,IL,60941,Non-Instructional Facility (NIF),
IL,73041,MORRISONVILLE HIGH SCHOOL,201 SCHOOL STREET,,MORRISONVILLE,IL,62546,School,
IL,17001811,Ottawa 140 Transition House,621 Shabbona St,,Ottawa,IL,61350,Non-Instructional Facility (NIF),
IL,17013374,Connections Program,2900 OGDEN AVE,,LISLE,IL,60532,School,
IL,17011733,Crossroads Learning Center,30 N CENTRAL PARK PLZ,,JACKSONVILLE,IL,62650,School,
IL,17013349,The Center for Alternative Learning,1601 WENTWORTH AVE,,CALUMET CITY,IL,60409,School,
IL,71053,ST PHILIP LUTHERAN SCHOOL,2500 W BRYN MAWR AVE,,CHICAGO,IL,60659,School,
IL,17010375,Operational Services Building ,1320 DeWitt Avenue ,,Mattoon,IL,61938,Non-Instructional Facility (NIF),
IL,17008339,Hickory Grove Elementary School,2514 West Hickory Grove Road,,Dunlap,IL,61525,School,
IL,17013376,Directions Program,2900 OGDEN AVE,,LISLE,IL,60532,School,
IL,17014014,Distinctive College Prep,910 W VAN BUREN ST STE 315,,CHICAGO,IL,60607,School,
IL,17013125,Valley View District Office,801 W Normantown RD,,Romeoville ,IL,60446,Non-Instructional Facility (NIF),
IL,17013059,MAINTENANCETECHNOLOGY BUILDING,2800B 29TH STREET 60099,,ZION,IL,60099,Non-Instructional Facility (NIF),
IL,17012724,Dist 15 Administrative Offices,1011 N. Green,,St. McHenry,IL,60050,Non-Instructional Facility (NIF),
IL,17012356,OKAW Area Vocational Center,1109 N 8TH ST,,VANDALIA,IL,62471,School,
IL,17014899,Hollis Grade School,5613 W TUSCARORA RD,,PEORIA,IL,61607,School,
IL,17012109,West Chicago 33 District Office,312 east forest ave,,West Chicago,IL,60185,Non-Instructional Facility (NIF),
IL,17008340,Ridgeview Elementary School,3903 West Ridgeview Drive,,Peoria,IL,61615,School,
IL,17013887,Newark High School,413 CHICAGO RD,,NEWARK,IL,60541,School,
IL,17012774,Newcomer Center,2121 S GOEBBERT RD,,ARLINGTON HEIGHTS,IL,60005,School,
IL,17014298,STONINGTON TOWNSHIP LIBRARY,500 E NORTH,,STONINGTON,IL,62567,Library,
IL,17011563,LIMESTONE BUS GARAGE,963 N 5000 W Road,,Kankakee,IL,60901,Non-Instructional Facility (NIF),
IL,17012377,CCSD 146 District Warehouse ,17949 Duvan Drive,,Tinley Park,IL,60477,Non-Instructional Facility (NIF),
IL,17009752,CENTERVILLE ELEMENTARY NIF,3429 Camp Jackson Rd,,Cahokia ,IL,62206,Non-Instructional Facility (NIF),
IL,17012183,District 95 Office,3724 Prairie Ave.,,Brookfield,IL,60513,Non-Instructional Facility (NIF),
IL,17011515,Sangamon Safe School Program,2201 TORONTO RD,,SPRINGFIELD,IL,62712,School,
IL,72379,MARK TWAIN ELEMENTARY SCHOOL,907 MILTON RD,,ALTON,IL,62002,School,
IN,17011575,Victory Christian Academy- North Campus,360 N 325 E,,VALPARAISO,IN,46383,School,
IN,17012064,TECUMSEH-HARRISON ELEM SCHOOL UNDER RENOVATION ,2116 N 2nd St,,VINCENNES,IN,47591,School,
IN,17012810,Noblesville Transportation Center,19600 Hauge Road,,Noblesville,IN,46062,Non-Instructional Facility (NIF),
IN,17012326,ISIND LOWER SCHOOL,200 W 49TH ST,,INDIANAPOLIS,IN,46208,School,
IN,17012617,SB Career Academy Middle School,3801 CRESCENT CIR,,SOUTH BEND,IN,46628,School,
IN,17011686,YOUTH SERVICES CENTER ,2350 ILLINOIS AVE,,COLUMBUS,IN,47201,School,
IN,17011895,PCSC Tech Center,1869 N State Road 257,,Otwell,IN,47564,Non-Instructional Facility (NIF),
IN,52096,ELKHART AREA CAREER CENTER,2424 CALIFORNIA RD,,ELKHART,IN,46514,School,
IN,51902,ADULT EDUCATION CENTER,5391 CENTRAL AVE,,PORTAGE,IN,46368,School,
IN,17011836,ADMIN BLDG AT LINTON-STOCKTON,801 1ST ST NE,,LINTON,IN,47441,Non-Instructional Facility (NIF),
IN,17012372,The Crossing of East Chicago,"5246 Hohman Ave, 4th Floor",,Hammond,IN,46323,School,
IN,17012618,SB Success Academy Primary School,3408 ARDMORE TRL,,SOUTH BEND,IN,46628,School,
IN,17013366,The Crossing of Syracuse,304 W Main st ,,Syracuse,IN,46567,School,
IN,17012099,Heavilin Road Elementary School,2300 HEAVILIN RD,,VALPARAISO,IN,46385,School,
IN,51544,ST MICHAEL SCHOOL,3352 W 30TH ST,,INDIANAPOLIS,IN,46222,School,
IN,17012327,ISIND UPPER SCHOOL,4330 MICHIGAN RD,,INDIANAPOLIS,IN,46208,School,
IN,17012193,Miller Facility,6530 New Hampshire Avenue,,Hammond,IN,46323,Non-Instructional Facility (NIF),
IN,17011578,McCutchanville Elementary,10701 Peterburg Road,,Evansville,IN,47725,School,
IN,17012098,Administrative Center,1402 South Main Street,,Mishawaka,IN,46544,Non-Instructional Facility (NIF),
IN,17011843,West Central School Corporation Administrative Office,117 E Montgomery st,,Francesville,IN,47946,Non-Instructional Facility (NIF),
IN,17001799,Tecumseh Middle School,5300 W STATE ROUTE 68,,LYNNVILLE,IN,47619,School,
IN,17012089,NW Shelby Schools Transportation Building,4758 W. 600 N,,Fairland,IN,46125,Non-Instructional Facility (NIF),
IN,17011907,KV BUS GARAGE,12021 N 550 W ,,Wheatfield,IN,46392,Non-Instructional Facility (NIF),
IN,17011576,Victory Christian Academy-South Campus,3805 LAPORTE AVE,,VALPARAISO,IN,46383,School,
IN,17011906,KV Support Services Building,5422 West State Road 10,,Wheatfield,IN,46392,Non-Instructional Facility (NIF),
IN,17011860,Evansville Psychiatric Childrenâ€™s Center,3300 E MORGAN AVE,,EVANSVILLE,IN,47715,School,
IN,17012616,SB Career Academy High School,3801 CRESCENT CIR,,SOUTH BEND,IN,46628,School,
IN,17012102,Choice Academy,1011 W 7TH ST,,AUBURN,IN,46706,School,
IN,53038,GREENSBURG LEARNING CENTER,422 E CENTRAL AVE,,GREENSBURG,IN,47240,School,
IN,17012000,Twin Rivers Work Based Learning ,PO box 1266 ,,Vincennes,IN,47591,Non-Instructional Facility (NIF),
IN,17012556,The Excel Center - Clarksville,1329 Applegate Lane ,,Clarksville,IN,47131,School,
KS,17012031,TRANSPORTATION SERVICES,508 MAIN ST.,,HAYS,KS,67601,Non-Instructional Facility (NIF),
KS,17013630,Tri-County Special Ed- SNV,1001 N 13TH ST,,INDEPENDENCE,KS,67301,School,
KS,17011831,THE LEARNING CENTER OF ELLIS COUNTY,323 W 12TH ST,,HAYS,KS,67601,School,
KS,17005221,Larned Elementary School,2104 N. Broadway ,,Larned,KS,67550,School,
KS,17011829,ROCKWELL ADMINISTRATIVE CENTER,323 W 12th St,,Hays,KS,67601,Non-Instructional Facility (NIF),
KS,17011830,WESTSIDE SCHOOL,323 W 12TH ST,,HAYS,KS,67601,School,
KS,17012131,Advanced Learning Library,711 West 2nd St N,,Wichita,KS,67203,Library,
KS,17013631,Tri-County Special Ed- Kids 1st,1201 N 10TH ST,,INDEPENDENCE,KS,67301,School,
KS,17012348,ROYAL VALLEY BUS GARAGE,112 E. Main Street,,Mayetta,KS,66509,Non-Instructional Facility (NIF),
KY,17012487,HENDERSON CENTRAL OFFICE ANNEX,1805 2ND STREET,,HENDERSON,KY,42420,Non-Instructional Facility (NIF),
KY,17012659,BOONE COUNTY SCHOOLS LEARNING SUPPORT SERVICES,8270 US 42,,Florence,KY,41042,Non-Instructional Facility (NIF),
KY,44669,FAMILY CARE CENTER,1135 RED MILE PL,,LEXINGTON,KY,40504,School,
KY,17011625,BOOKER T WASHINGTON,707 HOWARD ST,,LEXINGTON,KY,40508,School,
KY,17012123,Casey County Board of Education Annex,3609 N US 127,,Liberty,KY,42539,Non-Instructional Facility (NIF),
KY,17013370,FAYETTE COUNTRY SCHOOLS PROFESSIONAL LEARNING CENTER ,2420 SPURR RD ,,LEXINGTON ,KY,40511,Non-Instructional Facility (NIF),
KY,17013093,MILLARD SCHOOL,5724 EAST SHELBIANA ROAD ,,PIKEVILLE,KY,41501,School,
KY,17013214,West Perry Elementary School,72 MISS EDNA LN,,HAZARD,KY,41701,School,
KY,17012957,TRAINING FACILITY,275 CARDINAL WAY,,MONTICELLO,KY,42633,Non-Instructional Facility (NIF),
KY,17012606,BRACKEN COUNTY FAMILY RESOURCE ,106 POWELL ST,,BROOKSVILLE ,KY,41004,Non-Instructional Facility (NIF),
KY,17013204,SOUTH FLOYD ELEMENTARY ,299 MT RAIDER DR,,HI HAT,KY,41636,School,
KY,17003533,Bracken County Public Library Bookmobile,310 WEST MIAMI STREET,,Brooksville,KY,41004,Library,
KY,17013933,South Branch Library,405 WASHINGTON ST,,ALEXANDRIA,KY,41001,Library,
KY,17013211,FREDRICK DOUGLASS HIGH SCHOOL ,2000 WINCHESTER RD,,LEXINGTON,KY,40505,School,
KY,17012571,21st Century Academy,210 GLASS AVE,,HOPKINSVILLE,KY,42240,School,
KY,17013574,South Central Regional Library,7300 JEFFERSON BLVD,,LOUISVILLE,KY,40219,Library,
KY,44148,COMMANDER ACADEMY,601 LINCOLN PARK RD,,SPRINGFIELD,KY,40069,School,
KY,17012754,CARDINAL ACADEMY,1076 CARDINAL DR,,GEORGETOWN,KY,40324,School,
